timestamp,event,side,bid,ask,spread_usd,ounces,synthetic_lots,equity_inr,realized_inr,trade_pnl_inr,momentum_5s,momentum_15s,reason
2026-09-23T17:09:15,START,,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,challenge_started
2026-09-23T17:22:27,ENTRY,BUY,4309.19,4309.44,0.25,0.121235,0.00121235,497.1,0.0,-2.9,0.81,1.045,confirmed_breakout
2026-09-23T17:22:35,EXIT,BUY,4309.39,4309.8,0.41,0.121235,0.00121235,499.42,-0.58,-0.58,-0.405,1.145,CONFIRMED_REVERSAL
2026-09-23T17:23:19,ENTRY,BUY,4309.73,4309.9,0.17,0.121081,0.00121081,497.45,-0.58,-1.97,0.715,0.705,confirmed_breakout
2026-09-23T17:23:32,EXIT,BUY,4309.12,4309.33,0.21,0.121081,0.00121081,490.38,-9.62,-9.04,-0.395,-0.425,CONFIRMED_REVERSAL
2026-09-23T17:25:18,ENTRY,SELL,4308.31,4308.56,0.25,0.118934,0.00118934,487.54,-9.62,-2.85,-0.76,-0.975,confirmed_breakout
2026-09-23T17:25:27,EXIT,SELL,4308.73,4309.0,0.27,0.118934,0.00118934,482.53,-17.47,-7.85,0.45,-0.57,CONFIRMED_REVERSAL
