trade_id,interval,segment_id,engine,side,entry_ts,exit_ts,exit_reason,hold_sec,entry_oz,pnl_inr,mfe_usd,mae_usd
500ms-s0-t0,500ms,0,BURST,BUY,1789573152.468,1789573195.315,momentum_zero_cross,42.84700012207031,0.039184093139022026,3.000000000000682,1.4400000000005093,-0.3000000000001819
500ms-s0-t1,500ms,0,PRIMARY,BUY,1789573826.844,1789573965.96,emergency_stop,139.1159999370575,0.03941919769785621,-15.504974999998787,0.0,-4.109999999999673
500ms-s0-t2,500ms,0,PRIMARY,BUY,1789574424.972,1789574554.4499998,emergency_stop,129.4779999256134,0.03820410092881989,-14.844223511248194,0.17000000000007276,-4.059999999999491
500ms-s0-t3,500ms,0,PRIMARY,BUY,1789575064.3500001,1789575964.473,max_hold,900.1229999065399,0.03704078605553747,10.705540653721817,9.399999999999636,-1.4200000000000728
500ms-s0-t4,500ms,0,PRIMARY,SELL,1789576948.978,1789577221.412,momentum_zero_cross,272.4340000152588,0.037879759859695515,-8.954176238190282,2.3400000000001455,-2.600000000000364
500ms-s0-t5,500ms,0,PRIMARY,SELL,1789577693.868,1789578593.993,max_hold,900.125,0.03717803730829459,31.48844376189823,13.800000000000182,-1.2200000000002547
500ms-s0-t6,500ms,0,MICRO,BUY,1789578618.875,1789578804.99,trail,186.11500000953674,0.03964572953463274,19.97635544919466,6.520000000000437,-0.11999999999989086
500ms-s0-t7,500ms,0,PRIMARY,SELL,1789579129.2659998,1789579778.929,emergency_stop,649.6630001068115,0.04121124027963165,-15.933769042995813,3.130000000000109,-4.039999999999964
500ms-s0-t8,500ms,0,PRIMARY,BUY,1789580254.921,1789581155.4060001,max_hold,900.4850001335144,0.03996253969915881,46.39117251268539,14.489999999999782,-0.6000000000003638
500ms-s0-t9,500ms,0,PRIMARY,BUY,1789581649.428,1789581743.4540002,emergency_stop,94.02600026130676,0.04359813174828982,-17.148698661633343,1.949999999999818,-4.109999999999673
500ms-s0-t10,500ms,0,SECONDARY,BUY,1789582071.959,1789582518.9580002,emergency_stop,446.99900007247925,0.04225421933714889,-16.90315725210084,1.9099999999998545,-4.180000000000291
500ms-s0-t11,500ms,0,PRIMARY,SELL,1789583356.9459999,1789583760.496,emergency_stop,403.55000019073486,0.040929549560929174,-16.255731956893825,2.0100000000002183,-4.149999999999636
500ms-s0-t12,500ms,0,SECONDARY,BUY,1789584430.963,1789584507.463,emergency_stop,76.5,0.03965561733084537,-15.446162231307163,2.2200000000002547,-4.069999999999709
500ms-s0-t13,500ms,0,MICRO,SELL,1789584564.929,1789584565.278,momentum_zero_cross,0.3490002155303955,0.0384451296118214,-1.250955077132523,0.0,-0.3400000000001455
500ms-s0-t14,500ms,0,PRIMARY,SELL,1789586926.748,1789587086.985,momentum_zero_cross,160.2369999885559,0.038347094531311215,-10.202314982014164,0.0,-2.7799999999997453
500ms-s0-t15,500ms,0,PRIMARY,BUY,1789592304.8969998,1789592403.4620001,emergency_stop,98.56500029563904,0.037547557610333446,-26.698814240924378,9.100000000000364,-7.4299999999993815
500ms-s0-t16,500ms,0,MICRO,SELL,1789592535.972,1789592539.9299998,emergency_stop,3.9579999446868896,0.03545521996249779,-14.013664096320696,0.0,-4.130000000000109
500ms-s0-t17,500ms,0,SECONDARY,BUY,1789592591.9859998,1789592605.4529998,emergency_stop,13.467000007629395,0.03435699452415939,-13.415189024654024,2.300000000000182,-4.079999999999927
500ms-s0-t18,500ms,0,MICRO,BUY,1789592880.4620001,1789592904.4889998,emergency_stop,24.026999711990356,0.03330567049172013,-15.650245005110873,2.649999999999636,-4.9099999999998545
500ms-s0-t19,500ms,0,MICRO,SELL,1789592995.458,1789592995.906,momentum_zero_cross,0.4479999542236328,0.032079189175862576,-0.30700457704384865,0.0,-0.1000000000003638
500ms-s0-t20,500ms,0,PRIMARY,SELL,1789593033.9889998,1789593933.999,max_hold,900.0100002288818,0.03205512978398059,45.24921273246746,21.299999999999272,-2.130000000000109
500ms-s0-t21,500ms,0,MICRO,SELL,1789594268.4220002,1789594346.9910002,trail,78.56900000572205,0.03560122851633345,18.764671166246657,7.329999999999927,-2.350000000000364
500ms-s0-t22,500ms,0,PRIMARY,SELL,1789594424.963,1789594435.471,emergency_stop,10.507999897003174,0.0370717817617361,-16.28461940690718,0.0,-4.589999999999236
500ms-s0-t23,500ms,0,MICRO,BUY,1789594746.48,1789594746.9750001,momentum_zero_cross,0.49500012397766113,0.03579558567458855,-1.2332565791225731,0.0,-0.3599999999996726
500ms-s0-t24,500ms,0,SECONDARY,BUY,1789594762.982,1789594922.468,take_profit,159.48599982261658,0.035698937593267255,29.108267277189675,8.520000000000437,-1.5099999999993088
500ms-s0-t25,500ms,0,MICRO,BUY,1789594989.979,1789595021.9539998,trail,31.97499966621399,0.037980099705477145,18.809962177621678,6.0900000000001455,-2.319999999999709
500ms-s0-t26,500ms,0,PRIMARY,SELL,1789595292.485,1789595631.924,take_profit,339.4390001296997,0.039454202325295964,94.47176740922143,25.020000000000437,-3.7600000000002183
500ms-s0-t27,500ms,0,MICRO,SELL,1789595637.978,1789595676.449,emergency_stop,38.47099995613098,0.04685778339163789,-18.789586859367482,0.42000000000007276,-4.190000000000509
500ms-s0-t28,500ms,0,MICRO,SELL,1789596313.4780002,1789596313.979,momentum_zero_cross,0.500999927520752,0.045385277548555494,-0.3909119733437972,0.0,-0.09000000000014552
500ms-s0-t29,500ms,0,PRIMARY,SELL,1789596332.446,1789596617.4259999,take_profit,284.9799997806549,0.04535464248621016,108.90401137475013,25.090000000000146,-3.25
500ms-s0-t30,500ms,0,SECONDARY,SELL,1789596621.4780002,1789596681.929,emergency_stop,60.45099973678589,0.05388925233605281,-20.835551048600056,6.539999999999964,-4.039999999999964
500ms-s0-t31,500ms,0,MICRO,BUY,1789596891.473,1789596891.92,momentum_zero_cross,0.44700002670288086,0.05225640799027042,-3.0006287898772146,0.0,-0.6000000000003638
500ms-s0-t32,500ms,0,SECONDARY,BUY,1789596896.442,1789596961.988,emergency_stop,65.5460000038147,0.052021254154314064,-22.951084461797656,4.5600000000004,-4.609999999999673
500ms-s0-t33,500ms,0,MICRO,SELL,1789597030.492,1789597030.993,momentum_zero_cross,0.500999927520752,0.05022261929192878,-6.632845984554728,0.0,-1.3799999999991996
500ms-s0-t34,500ms,0,PRIMARY,SELL,1789597139.999,1789597189.9910002,emergency_stop,49.992000102996826,0.04970281518225762,-19.740154723742112,0.75,-4.149999999999636
500ms-s0-t35,500ms,0,MICRO,BUY,1789597519.43,1789597531.484,emergency_stop,12.053999900817871,0.048155815059709985,-18.48053663998875,0.0,-4.010000000000218
500ms-s0-t36,500ms,0,SECONDARY,BUY,1789597832.972,1789598468.973,take_profit,636.0010001659393,0.046707528921789136,35.80476891504488,8.010000000000218,-1.5600000000004002
500ms-s0-t37,500ms,0,PRIMARY,BUY,1789598469.9750001,1789599370.496,max_hold,900.5209999084473,0.04951348372176569,29.14204787850435,10.099999999999454,-2.5
500ms-s0-t38,500ms,0,MICRO,BUY,1789614642.982,1789614793.947,trail,150.9649999141693,0.051797293158432,26.718821442420243,6.529999999999745,-0.75
500ms-s0-t39,500ms,0,PRIMARY,BUY,1789615338.474,1789615398.95,emergency_stop,60.4760000705719,0.05389119873436139,-20.733153579388386,0.27000000000043656,-4.019999999999527
500ms-s0-t40,500ms,0,PRIMARY,BUY,1789616035.973,1789616098.7059999,emergency_stop,62.73299980163574,0.05226637909252059,-20.058028976583305,0.0,-4.009999999999309
500ms-s0-t41,500ms,0,SECONDARY,BUY,1789617600.971,1789617657.826,take_profit,56.855000019073486,0.050694467741313295,39.24917720171856,8.090000000000146,-0.8900000000003274
500ms-s0-t42,500ms,0,MICRO,BUY,1789617976.963,1789618099.9689999,trail,123.00599980354309,0.05377035457151754,29.93648180876144,7.709999999999127,0.0
500ms-s0-t43,500ms,0,MICRO,SELL,1789618204.957,1789618205.407,momentum_zero_cross,0.4500000476837158,0.05611642235441584,0.48334135174319015,0.09000000000014552,0.0
500ms-s0-t44,500ms,0,PRIMARY,BUY,1789618633.982,1789619534.2089999,max_hold,900.2269997596741,0.05615430093950514,57.448963560949295,12.079999999999927,-1.3400000000001455
500ms-s0-t45,500ms,0,PRIMARY,SELL,1789621006.3980002,1789621906.901,max_hold,900.5029997825623,0.060656472017330175,95.02706015813553,16.36999999999989,-0.6100000000005821
