scenario,development_pnl_inr,development_pf,development_trades,development_max_dd_inr,validation_pnl_inr,validation_pf,validation_trades,validation_max_dd_inr
base,127.52245351434952,1.3232894177866168,69,87.29408519070205,38.78559494628236,1.8107023608337132,8,40.175343594096375
spread_plus_10pct,73.33686159492657,1.1853165113321178,68,123.45079412027064,36.95453347260924,1.7480128646140989,8,42.26283284654812
spread_plus_25pct,2.597442854410088,1.0085780171005654,62,97.21098029892227,-21.145963873973052,0.6642210250364606,8,76.55038201485053
slippage_0_02_usd_each_side,118.13633718972633,1.2985170299769002,69,87.83705876627948,37.504080710844036,1.7692510396719041,8,40.611763068930486
slippage_0_05_usd_each_side,100.11517074946651,1.250634980181084,69,88.93422693821094,35.58680832149953,1.7100624761898386,8,41.263243229408204
slippage_0_10_usd_each_side,72.46356315473956,1.1789204180721502,69,91.5907313709705,32.88763545938086,1.6274302369465585,8,42.37908930582262
