date,start_balance_inr,net_pnl_inr,final_balance_inr,profit_factor,trades,win_rate_pct,max_drawdown_inr,peak_equity_inr
2026-09-16,500,65.16959531275307,565.1695953127531,1.4952253269794271,15,33.33333333333333,81.78569026346054,612.9839090572491
2026-09-17,500,2.4040522178083323,502.4040522178083,1.01686325908856,27,48.148148148148145,76.64690179689069,551.8330585275272
2026-09-18,500,34.90771275290275,534.9077127529028,1.440060341793462,24,50.0,57.92047439604028,592.828187148943
2026-09-21,500,16.450259021484467,516.4502590214845,2.720288525122436,3,66.66666666666666,20.933714062499632,531.0819523920337
