date,sampled_ticks,v31_final,v31_pnl,v31_trades,v31_pf,v4_final,v4_pnl,v4_trades,v4_pf
2026-09-16,53945,34.269146238474264,-465.73085376152574,322,0.3598321464456068,208.40919462599123,-291.59080537400877,111,0.33129766056231574
2026-09-17,128666,10.244340137108736,-489.75565986289126,604,0.5045354815012245,125.7600840345716,-374.2399159654284,246,0.40778614919701106
2026-09-18,126273,12.738392859232363,-487.26160714076764,534,0.49663750245527716,125.29543477794772,-374.7045652220523,184,0.2786331200239162
2026-09-21,73646,94.76045599647779,-405.2395440035222,204,0.3399833861424752,360.6309986395731,-139.36900136042692,54,0.3808369309007187
