strategy,trades,wins,losses,win_rate_pct,net_pnl_sum,profit_factor,avg_trade,avg_win,avg_loss,median_entry_spread,mean_entry_spread,mean_mfe,mean_mae,median_mfe,median_mae
V3.1,1664,428,1232,25.721153846153843,-1847.9876647687056,0.43966220375463916,-1.1105695100773472,3.3878526549213306,-2.6769387995738922,0.27000000000043656,0.26575721153846554,1.5678642355914283,-2.6204793437671126,0.18167288355927458,-1.6364298694151929
V4,595,168,424,28.235294117647058,-1179.9042879219164,0.3490247535353892,-1.9830324166754898,3.7655572261610115,-4.274806372445675,0.25,0.23737815126047632,1.836355212200201,-4.006187587417078,0.5172310497015615,-3.462379212805386
