window,interval,segment_id,strategy,trade_index,entry_index,exit_index,engine,side,entry_ts,exit_ts,hold_sec,exit_reason,entry_balance_inr,entry_oz,pnl_inr,mfe_usd,mae_usd,exit_move_usd,partial_pnl_inr
historical7d,500ms,0,router_v2,11,24219,24982,PRIMARY,SELL,1789583356.9459999,1789583760.496,403.55000019073486,emergency_stop,522.2725126713334,0.040929549560929174,-16.255731956893825,2.0100000000002183,-4.149999999999636,-4.149999999999636,0.0
historical7d,500ms,0,router_v2,12,26150,26303,SECONDARY,BUY,1789584430.963,1789584507.463,76.5,emergency_stop,506.01678071443956,0.03965561733084537,-15.446162231307163,2.2200000000002547,-4.069999999999709,-4.069999999999709,0.0
historical7d,500ms,0,router_v2,13,26417,26418,MICRO,SELL,1789584564.929,1789584565.278,0.3490002155303955,momentum_zero_cross,490.5706184831324,0.0384451296118214,-1.250955077132523,0.0,-0.3400000000001455,-0.3400000000001455,0.0
historical7d,500ms,0,router_v2,14,30551,30820,PRIMARY,SELL,1789586926.748,1789587086.985,160.2369999885559,momentum_zero_cross,489.3196634059999,0.038347094531311215,-10.202314982014164,0.0,-2.7799999999997453,-2.7799999999997453,0.0
historical7d,500ms,0,router_v2,15,39363,39559,PRIMARY,BUY,1789592304.8969998,1789592403.4620001,98.56500029563904,emergency_stop,479.11734842398573,0.037547557610333446,-26.698814240924378,9.100000000000364,-7.4299999999993815,-7.4299999999993815,0.0
historical7d,500ms,0,router_v2,16,39824,39832,MICRO,SELL,1789592535.972,1789592539.9299998,3.9579999446868896,emergency_stop,452.41853418306135,0.03545521996249779,-14.013664096320696,0.0,-4.130000000000109,-4.130000000000109,0.0
historical7d,500ms,0,router_v2,17,39936,39963,SECONDARY,BUY,1789592591.9859998,1789592605.4529998,13.467000007629395,emergency_stop,438.40487008674063,0.03435699452415939,-13.415189024654024,2.300000000000182,-4.079999999999927,-4.079999999999927,0.0
historical7d,500ms,0,router_v2,18,40513,40561,MICRO,BUY,1789592880.4620001,1789592904.4889998,24.026999711990356,emergency_stop,424.9896810620866,0.03330567049172013,-15.650245005110873,2.649999999999636,-4.9099999999998545,-4.9099999999998545,0.0
historical7d,500ms,0,router_v2,19,40743,40744,MICRO,SELL,1789592995.458,1789592995.906,0.4479999542236328,momentum_zero_cross,409.3394360569757,0.032079189175862576,-0.30700457704384865,0.0,-0.1000000000003638,-0.1000000000003638,0.0
historical7d,500ms,0,router_v2,20,40820,42620,PRIMARY,SELL,1789593033.9889998,1789593933.999,900.0100002288818,max_hold,409.03243147993186,0.03205512978398059,45.24921273246746,21.299999999999272,-2.130000000000109,14.75,0.0
historical7d,500ms,0,router_v2,21,43288,43445,MICRO,SELL,1789594268.4220002,1789594346.9910002,78.56900000572205,trail,454.2816442123993,0.03560122851633345,18.764671166246657,7.329999999999927,-2.350000000000364,5.229999999999563,14.309871792689187
historical7d,500ms,0,router_v2,22,43601,43622,MICRO,SELL,1789594424.963,1789594435.471,10.507999897003174,emergency_stop,473.046315378646,0.0370717817617361,-16.28461940690718,0.0,-4.589999999999236,-4.589999999999236,0.0
historical7d,500ms,0,router_v2,23,43659,44282,PRIMARY,SELL,1789594453.99,1789594765.492,311.5020000934601,emergency_stop,456.76169597173885,0.03579558567458855,-13.702850879152164,20.980000000000473,-4.0,-4.0,0.0
historical7d,500ms,0,router_v2,24,44285,44514,MICRO,BUY,1789594766.932,1789594881.492,114.56000018119812,emergency_stop,443.0588450925867,0.0347217181043509,-13.358224179539917,3.350000000000364,-4.019999999999527,-4.019999999999527,0.0
historical7d,500ms,0,router_v2,25,44731,44795,MICRO,BUY,1789594989.979,1789595021.9539998,31.97499966621399,trail,429.7006209130468,0.03367485830350484,16.67775534918748,6.0900000000001455,-2.319999999999709,3.8400000000001455,13.583910878613427
historical7d,500ms,0,router_v2,26,45336,46015,PRIMARY,SELL,1789595292.485,1789595631.924,339.4390001296997,take_profit,446.37837626223427,0.034981863741409616,83.76290230560973,25.020000000000437,-3.7600000000002183,25.020000000000437,0.0
historical7d,500ms,0,router_v2,27,46027,46104,MICRO,SELL,1789595637.978,1789595676.449,38.47099995613098,emergency_stop,530.141278567844,0.04154621047248524,-16.65968967899652,0.42000000000007276,-4.190000000000509,-4.190000000000509,0.0
historical7d,500ms,0,router_v2,28,47378,47379,MICRO,SELL,1789596313.4780002,1789596313.979,0.500999927520752,momentum_zero_cross,513.4815888888475,0.04024062080838723,-0.34660007250053243,0.0,-0.09000000000014552,-0.09000000000014552,0.0
historical7d,500ms,0,router_v2,29,47416,47986,PRIMARY,SELL,1789596332.446,1789596617.4259999,284.9799997806549,take_profit,513.1349888163469,0.040213458389341525,96.55917652051664,25.090000000000146,-3.25,25.090000000000146,0.0
historical7d,500ms,0,router_v2,30,47994,48115,SECONDARY,SELL,1789596621.4780002,1789596681.929,60.45099973678589,emergency_stop,609.6941653368635,0.04778062592175591,-18.473733209706797,6.539999999999964,-4.039999999999964,-4.039999999999964,0.0
historical7d,500ms,0,router_v2,31,48534,48535,MICRO,BUY,1789596891.473,1789596891.92,0.44700002670288086,momentum_zero_cross,591.2204321271568,0.04633287295632672,-2.6604919445738187,0.0,-0.6000000000003638,-0.6000000000003638,0.0
historical7d,500ms,0,router_v2,32,48544,48675,SECONDARY,BUY,1789596896.442,1789596961.988,65.5460000038147,emergency_stop,588.559940182583,0.04612437502802313,-20.349459931811364,4.5600000000004,-4.609999999999673,-4.609999999999673,0.0
historical7d,500ms,0,router_v2,33,48812,48813,MICRO,SELL,1789597030.492,1789597030.993,0.500999927520752,momentum_zero_cross,568.2104802507716,0.04452962476142934,-5.8809784705920745,0.0,-1.3799999999991996,-1.3799999999991996,0.0
historical7d,500ms,0,router_v2,34,49031,49131,PRIMARY,SELL,1789597139.999,1789597189.9910002,49.992000102996826,emergency_stop,562.3295017801796,0.04406874314514882,-17.502505742906553,0.75,-4.149999999999636,-4.149999999999636,0.0
historical7d,500ms,0,router_v2,35,49790,49814,MICRO,BUY,1789597519.43,1789597531.484,12.053999900817871,emergency_stop,544.826996037273,0.04269710351475618,-16.385671905821876,0.0,-4.010000000000218,-4.010000000000218,0.0
historical7d,500ms,0,router_v2,36,50417,51689,SECONDARY,BUY,1789597832.972,1789598468.973,636.0010001659393,take_profit,528.4413241314512,0.041412988126549824,31.746112547197797,8.010000000000218,-1.5600000000004002,8.010000000000218,0.0
historical7d,500ms,0,router_v2,37,51691,53487,PRIMARY,BUY,1789598469.9750001,1789599370.496,900.5209999084473,max_hold,560.187436678649,0.04390087338825237,25.83864551680115,10.099999999999454,-2.5,6.149999999999636,0.0
historical7d,500ms,0,router_v2,38,61784,62062,MICRO,BUY,1789614642.982,1789614793.947,150.9649999141693,trail,586.0260821954502,0.04592580117328539,23.69010437274851,6.529999999999745,-0.75,4.519999999999527,18.723533326142594
historical7d,500ms,0,router_v2,39,63029,63141,PRIMARY,BUY,1789615338.474,1789615398.95,60.4760000705719,emergency_stop,609.7161865681987,0.04778235168571526,-18.382943025029032,0.27000000000043656,-4.019999999999527,-4.019999999999527,0.0
historical7d,500ms,0,router_v2,40,64180,64286,PRIMARY,BUY,1789616035.973,1789616098.7059999,62.73299980163574,emergency_stop,591.3332435431697,0.04634171378239112,-17.784347299557766,0.0,-4.009999999999309,-4.009999999999309,0.0
historical7d,500ms,0,router_v2,41,66726,66840,SECONDARY,BUY,1789617600.971,1789617657.826,56.855000019073486,take_profit,573.5488962436119,0.044947986740385935,34.80007927958177,8.090000000000146,-0.8900000000003274,8.090000000000146,0.0
historical7d,500ms,0,router_v2,42,67465,67694,MICRO,BUY,1789617976.963,1789618099.9689999,123.00599980354309,trail,608.3489755231936,0.0476752058358589,26.543026238293727,7.709999999999127,0.0,5.479999999999563,20.29224051479341
historical7d,500ms,0,router_v2,43,67901,67902,MICRO,SELL,1789618204.957,1789618205.407,0.4500000476837158,momentum_zero_cross,634.8920017614874,0.04975533466048452,0.42855210118969694,0.09000000000014552,0.0,0.09000000000014552,0.0
historical7d,500ms,0,router_v2,44,68720,70317,PRIMARY,BUY,1789618633.982,1789619534.2089999,900.2269997596741,max_hold,635.3205538626771,0.0497889195113804,50.936825405942564,12.079999999999927,-1.3400000000001455,10.69000000000051,0.0
historical7d,500ms,0,router_v2,45,73581,73676,PRIMARY,SELL,1789621329.987,1789621391.893,61.90599989891052,momentum_zero_cross,686.2573792686197,0.05378074613320552,-12.146755613052884,0.0,-2.3599999999996726,-2.3599999999996726,0.0
historical7d,500ms,0,router_v2,46,74143,75447,SECONDARY,SELL,1789621640.4950001,1789622360.3769999,719.8819997310638,emergency_stop,674.1106236555669,0.052828826926647914,-20.83001827095646,5.610000000000582,-4.119999999999891,-4.119999999999891,0.0
historical7d,500ms,0,router_v2,47,76497,78102,PRIMARY,SELL,1789623087.402,1789623987.642,900.2400000095367,max_hold,653.2806053846105,0.05119641617461454,11.220094397480507,6.089999999999236,-3.180000000000291,2.2899999999999636,0.0
historical7d,500ms,0,router_v2,48,82300,82783,PRIMARY,BUY,1789626636.3049998,1789626954.4950001,318.19000029563904,momentum_zero_cross,664.5006997820909,0.052075714622413526,6.82774469026044,3.4099999999998545,-0.3999999999996362,1.3699999999998909,0.0
historical7d,500ms,0,router_v2,49,93437,95049,PRIMARY,BUY,1789635294.824,1789636194.948,900.1240000724792,max_hold,671.3284444723514,0.052610792590158786,33.38180690138364,7.3799999999992,-0.910000000000764,6.6299999999992,0.0
historical7d,500ms,0,router_v2,50,95784,96251,MICRO,SELL,1789636602.408,1789636862.664,260.25600004196167,momentum_zero_cross,704.710251373735,0.055226864251704116,-8.456523016486743,0.8400000000001455,-2.3099999999994907,-1.6000000000003638,0.0
historical7d,500ms,0,router_v2,51,101273,102431,PRIMARY,BUY,1789639759.456,1789640406.004,646.5479998588562,momentum_zero_cross,696.2537283572483,0.054564141880683516,40.104214753379026,13.69000000000051,-1.0599999999994907,7.680000000000291,0.0
historical7d,500ms,0,router_v2,52,103222,104744,PRIMARY,BUY,1789640864.822,1789641765.276,900.4539999961853,max_hold,736.3579431106273,0.05770703645301101,11.818544986927376,7.279999999999745,-0.4399999999995998,2.1400000000003274,0.0
historical7d,500ms,0,router_v2,53,107697,108261,PRIMARY,SELL,1789643496.452,1789643836.987,340.5350000858307,momentum_zero_cross,748.1764880975546,0.05863323438808197,6.789701629485512,5.25,-0.7100000000000364,1.2100000000000364,0.0
historical7d,500ms,0,router_v2,54,109830,109980,PRIMARY,SELL,1789644746.0649998,1789644835.388,89.32300019264221,momentum_zero_cross,754.9661897270402,0.059165330990153836,-11.607605167049122,0.9600000000000364,-2.0499999999992724,-2.0499999999992724,0.0
historical7d,500ms,0,router_v2,55,115665,116314,PRIMARY,SELL,1789648231.488,1789648621.497,390.0090000629425,emergency_stop,743.3585845599911,0.05825566402618054,-22.9140283690599,0.0,-4.109999999999673,-4.109999999999673,0.0
historical7d,500ms,0,router_v2,56,123461,124960,PRIMARY,BUY,1789653260.3270001,1789654160.4550002,900.1280000209808,max_hold,720.4445561909312,0.05645993318257367,45.22590701488512,10.229999999999563,-1.3800000000001091,8.36999999999989,0.0
historical7d,500ms,0,router_v2,57,125010,125154,BURST,BUY,1789654187.951,1789654261.9539998,74.00299978256226,momentum_zero_cross,765.6704632058163,0.06000420548810969,4.881149202933945,3.889999999999418,-1.1400000000003274,0.8499999999994543,0.0
historical7d,500ms,0,router_v2,58,125333,125385,MICRO,SELL,1789654359.42,1789654388.461,29.04099988937378,momentum_zero_cross,770.5516124087502,0.060386732298096144,-2.427237579087984,0.09000000000014552,-0.819999999999709,-0.42000000000007276,0.0
historical7d,500ms,0,router_v2,59,127945,128151,PRIMARY,SELL,1789655867.452,1789656007.483,140.0310001373291,momentum_zero_cross,768.1243748296622,0.0601965140913571,-6.1065887798928795,0.42000000000007276,-1.6899999999995998,-1.0599999999994907,0.0
historical7d,500ms,0,router_v2,60,129511,131265,PRIMARY,BUY,1789656821.38,1789657721.4380002,900.058000087738,max_hold,762.0177860497694,0.059717951804331044,55.3796426011647,14.0,-0.21000000000003638,9.6899999999996,0.0
historical7d,500ms,0,router_v2,61,131351,132226,SECONDARY,BUY,1789657766.486,1789658209.948,443.4619998931885,take_profit,817.3974286509341,0.06405795395171063,49.22776014050094,8.029999999999745,-1.9500000000007276,8.029999999999745,0.0
historical7d,500ms,0,router_v2,62,132368,134143,PRIMARY,BUY,1789658281.424,1789659181.772,900.3480000495911,max_hold,866.625188791435,0.06791584422845227,52.777473997397685,19.949999999999818,-1.5,8.11999999999989,0.0
historical7d,500ms,0,router_v2,63,134439,134944,SECONDARY,SELL,1789659334.932,1789659593.424,258.4920001029968,emergency_stop,919.4026627888327,0.07205191914196496,-28.133721481337776,1.7799999999997453,-4.079999999999927,-4.079999999999927,0.0
historical7d,500ms,0,router_v2,64,135141,135222,PRIMARY,BUY,1789659697.811,1789659739.4220002,41.611000061035156,emergency_stop,891.2689413074949,0.06984713041622087,-27.139139262815892,0.4899999999997817,-4.0600000000004,-4.0600000000004,0.0
historical7d,500ms,0,router_v2,65,135947,136090,BURST,BUY,1789660114.463,1789660186.961,72.49799990653992,momentum_zero_cross,864.129802044679,0.06772028529504673,10.36955762453261,2.889999999999418,-0.8000000000001819,1.5999999999994543,0.0
historical7d,500ms,0,router_v2,66,136118,136716,MICRO,BUY,1789660200.981,1789660505.997,305.0160000324249,trail,874.4993596692116,0.06853292871858702,35.64678014851588,7.280000000000655,-0.23999999999978172,5.239999999999782,27.054823939766234
historical7d,500ms,0,router_v2,67,137280,137364,SECONDARY,SELL,1789660803.487,1789660845.472,41.984999895095825,momentum_zero_cross,910.1461398177274,0.07132650222547839,-25.52959922188576,2.2399999999997817,-3.7799999999997453,-3.7399999999997817,0.0
historical7d,500ms,0,router_v2,68,138488,139127,SECONDARY,SELL,1789661412.966,1789661741.483,328.5169999599457,emergency_stop,884.6165405958417,0.06932579383805383,-27.93176726931394,4.380000000000109,-4.210000000000036,-4.210000000000036,0.0
historical7d,500ms,0,router_v2,69,139144,140589,PRIMARY,BUY,1789661749.9420002,1789662495.4540002,745.5120000839233,emergency_stop,856.6847733265278,0.06713683189761727,-26.27880542179217,5.920000000000073,-4.0900000000001455,-4.0900000000001455,0.0
historical7d,500ms,0,router_v2,70,141585,141713,SECONDARY,SELL,1789662996.479,1789663061.473,64.99399995803833,emergency_stop,830.4059679047356,0.0650774095791578,-25.348142170295908,0.0,-4.0700000000006185,-4.0700000000006185,0.0
historical7d,500ms,0,router_v2,71,142598,142686,PRIMARY,SELL,1789663504.984,1789663549.472,44.48799991607666,emergency_stop,805.0578257344397,0.0630909216517537,-24.332872782827394,0.0,-4.030000000000655,-4.030000000000655,0.0
historical7d,500ms,0,router_v2,72,142792,145099,SECONDARY,BUY,1789663602.473,1789664765.407,1162.9340000152588,take_profit,780.7249529516123,0.06118399854482913,48.19024772093571,8.229999999999563,-0.660000000000764,8.229999999999563,0.0
historical7d,500ms,0,router_v2,73,145206,145809,PRIMARY,BUY,1789664819.497,1789665122.47,302.97300004959106,emergency_stop,828.915200672548,0.06496058085500851,-26.608177941592864,4.0,-4.280000000000655,-4.280000000000655,0.0
historical7d,500ms,0,router_v2,74,145821,146426,MICRO,SELL,1789665128.421,1789665431.976,303.5550000667572,momentum_zero_cross,802.3070227309552,0.06287534620956242,0.6619032937510679,1.7199999999993452,-3.0200000000004366,0.10999999999967258,0.0
historical7d,500ms,0,router_v2,75,149022,150766,PRIMARY,SELL,1789666760.28,1789667660.3630002,900.0830001831055,max_hold,802.9689260247062,0.06292721837018515,37.21760972124689,6.470000000000255,-2.639999999999418,6.180000000000291,0.0
historical7d,500ms,0,router_v2,76,152763,152974,PRIMARY,SELL,1789668684.972,1789668791.965,106.99300003051758,momentum_zero_cross,840.186535745953,0.06584389494164336,-16.068567496142496,0.8299999999999272,-2.75,-2.550000000000182,0.0
historical7d,500ms,0,router_v2,77,156117,156816,PRIMARY,BUY,1789670449.961,1789670824.465,374.5039999485016,momentum_zero_cross,824.1179682498106,0.06458463045088435,1.2979857999936764,2.3700000000008004,-1.2599999999993088,0.21000000000003638,0.0
