window,interval,segment_id,strategy,trade_index,entry_index,exit_index,engine,side,entry_ts,exit_ts,hold_sec,exit_reason,entry_balance_inr,entry_oz,pnl_inr,mfe_usd,mae_usd,exit_move_usd,partial_pnl_inr
historical7d,500ms,0,candidate_d,39,63029,63141,PRIMARY,BUY,1789615338.474,1789615398.95,60.4760000705719,emergency_stop,687.666785386097,0.05389119873436139,-20.733153579388386,0.27000000000043656,-4.019999999999527,-4.019999999999527,0.0
historical7d,500ms,0,candidate_d,40,64180,64286,PRIMARY,BUY,1789616035.973,1789616098.7059999,62.73299980163574,emergency_stop,666.9336318067086,0.05226637909252059,-20.058028976583305,0.0,-4.009999999999309,-4.009999999999309,0.0
historical7d,500ms,0,candidate_d,41,66726,66840,SECONDARY,BUY,1789617600.971,1789617657.826,56.855000019073486,take_profit,646.8756028301253,0.050694467741313295,39.24917720171856,8.090000000000146,-0.8900000000003274,8.090000000000146,0.0
historical7d,500ms,0,candidate_d,42,67465,67694,MICRO,BUY,1789617976.963,1789618099.9689999,123.00599980354309,trail,686.1247800318439,0.05377035457151754,29.93648180876144,7.709999999999127,0.0,5.479999999999563,22.886549693934803
historical7d,500ms,0,candidate_d,43,67901,67902,MICRO,SELL,1789618204.957,1789618205.407,0.4500000476837158,momentum_zero_cross,716.0612618406054,0.05611642235441584,0.48334135174319015,0.09000000000014552,0.0,0.09000000000014552,0.0
historical7d,500ms,0,candidate_d,44,68720,70317,PRIMARY,BUY,1789618633.982,1789619534.2089999,900.2269997596741,max_hold,716.5446031923486,0.05615430093950514,57.448963560949295,12.079999999999927,-1.3400000000001455,10.69000000000051,0.0
historical7d,500ms,0,candidate_d,45,72977,74653,PRIMARY,SELL,1789621006.3980002,1789621906.901,900.5029997825623,max_hold,773.993566753298,0.060656472017330175,95.02706015813553,16.36999999999989,-0.6100000000005821,16.36999999999989,0.0
historical7d,500ms,0,candidate_d,46,74796,74883,MICRO,SELL,1789621980.452,1789622025.981,45.52900004386902,stagnation,869.0206269114335,0.06810357036925783,-20.986848139906847,0.0,-3.219999999999345,-3.219999999999345,0.0
historical7d,500ms,0,candidate_d,47,76497,78102,PRIMARY,SELL,1789623087.402,1789623987.642,900.2400000095367,max_hold,848.0337787715266,0.06645886914484059,14.564980150400736,6.089999999999236,-3.180000000000291,2.2899999999999636,0.0
historical7d,500ms,0,candidate_d,48,82300,82783,PRIMARY,BUY,1789626636.3049998,1789626954.4950001,318.19000029563904,momentum_zero_cross,862.5987589219274,0.06760030022240322,8.863202247922098,3.4099999999998545,-0.3999999999996362,1.3699999999998909,0.0
historical7d,500ms,0,candidate_d,49,93437,95049,PRIMARY,BUY,1789635294.824,1789636194.948,900.1240000724792,max_hold,871.4619611698495,0.06829489330718835,43.333446019165535,7.3799999999992,-0.910000000000764,6.6299999999992,0.0
historical7d,500ms,0,candidate_d,50,95784,96251,MICRO,SELL,1789636602.408,1789636862.664,260.25600004196167,momentum_zero_cross,914.795407189015,0.07169085687688789,-10.977544886270678,0.8400000000001455,-2.3099999999994907,-1.6000000000003638,0.0
historical7d,500ms,0,candidate_d,51,101273,102431,PRIMARY,BUY,1789639759.456,1789640406.004,646.5479998588562,momentum_zero_cross,903.8178623027443,0.07083056659436503,52.05990886864004,13.69000000000051,-1.0599999999994907,7.680000000000291,0.0
historical7d,500ms,0,candidate_d,52,103222,104744,PRIMARY,BUY,1789640864.822,1789641765.276,900.4539999961853,max_hold,955.8777711713843,0.07491040723020062,15.341838227303068,7.279999999999745,-0.4399999999995998,2.1400000000003274,0.0
historical7d,500ms,0,candidate_d,53,107697,108261,PRIMARY,SELL,1789643496.452,1789643836.987,340.5350000858307,momentum_zero_cross,971.2196093986873,0.07611271926624552,8.813817955293354,5.25,-0.7100000000000364,1.2100000000000364,0.0
historical7d,500ms,0,candidate_d,54,109815,109980,PRIMARY,SELL,1789644738.46,1789644835.388,96.92799997329712,momentum_zero_cross,980.0334273539806,0.0768034421935867,-16.83207411480435,0.7199999999993452,-2.2899999999999636,-2.2899999999999636,0.0
historical7d,500ms,0,candidate_d,55,115665,116314,PRIMARY,SELL,1789648231.488,1789648621.497,390.0090000629425,emergency_stop,963.2013532391763,0.07548434307391189,-29.690681713595243,0.0,-4.109999999999673,-4.109999999999673,0.0
historical7d,500ms,0,candidate_d,56,123461,124960,PRIMARY,BUY,1789653260.3270001,1789654160.4550002,900.1280000209808,max_hold,933.5106715255811,0.07315753819865874,58.601132405017594,10.229999999999563,-1.3800000000001091,8.36999999999989,0.0
historical7d,500ms,0,candidate_d,57,125010,125154,BURST,BUY,1789654187.951,1789654261.9539998,74.00299978256226,momentum_zero_cross,992.1118039305986,0.07775000265907947,6.324712750053505,3.889999999999418,-1.1400000000003274,0.8499999999994543,0.0
historical7d,500ms,0,candidate_d,58,125333,125385,MICRO,SELL,1789654359.42,1789654388.461,29.04099988937378,momentum_zero_cross,998.4365166806522,0.07824565892603079,-3.1450750275445993,0.09000000000014552,-0.819999999999709,-0.42000000000007276,0.0
historical7d,500ms,0,candidate_d,59,127945,128151,PRIMARY,SELL,1789655867.452,1789656007.483,140.0310001373291,momentum_zero_cross,995.2914416531075,0.07799918510041375,-7.912566961138403,0.42000000000007276,-1.6899999999995998,-1.0599999999994907,0.0
historical7d,500ms,0,candidate_d,60,129511,131265,PRIMARY,BUY,1789656821.38,1789657721.4380002,900.058000087738,max_hold,987.3788746919691,0.07737909157886576,71.7577597182359,14.0,-0.21000000000003638,9.6899999999996,0.0
historical7d,500ms,0,candidate_d,61,131351,132226,SECONDARY,BUY,1789657766.486,1789658209.948,443.4619998931885,take_profit,1059.136634410205,0.08300261705935959,63.786503807352574,8.029999999999745,-1.9500000000007276,8.029999999999745,0.0
historical7d,500ms,0,candidate_d,62,132256,134032,PRIMARY,BUY,1789658224.968,1789659125.299,900.3310000896454,max_hold,1122.9231382175576,0.08800144967175935,96.93633990662482,21.48999999999978,-1.7800000000006548,11.509999999999309,0.0
historical7d,500ms,0,candidate_d,63,134107,134649,MICRO,SELL,1789659163.1980002,1789659442.468,279.26999974250793,trail,1219.8594781241825,0.09559817481467354,45.698985699230356,5.520000000000437,-2.6099999999996726,3.4200000000000728,37.87663679575887
historical7d,500ms,0,candidate_d,64,135141,135222,PRIMARY,BUY,1789659697.811,1789659739.4220002,41.611000061035156,emergency_stop,1265.558463823413,0.0991795214386685,-38.53625522342672,0.4899999999997817,-4.0600000000004,-4.0600000000004,0.0
historical7d,500ms,0,candidate_d,65,135947,136090,BURST,BUY,1789660114.463,1789660186.961,72.49799990653992,momentum_zero_cross,1227.0222085999862,0.09615950501086075,14.724266503194812,2.889999999999418,-0.8000000000001819,1.5999999999994543,0.0
historical7d,500ms,0,candidate_d,66,136118,136716,MICRO,BUY,1789660200.981,1789660505.997,305.0160000324249,trail,1241.746475103181,0.09731341907099067,50.616690691392904,7.280000000000655,-0.23999999999978172,5.239999999999782,38.416531573504656
historical7d,500ms,0,candidate_d,67,137280,137364,SECONDARY,SELL,1789660803.487,1789660845.472,41.984999895095825,momentum_zero_cross,1292.363165794574,0.1012801573158719,-36.25078680053568,2.2399999999997817,-3.7799999999997453,-3.7399999999997817,0.0
historical7d,500ms,0,candidate_d,68,138488,139127,SECONDARY,SELL,1789661412.966,1789661741.483,328.5169999599457,emergency_stop,1256.1123789940382,0.09843924890316186,-39.6617483667371,4.380000000000109,-4.210000000000036,-4.210000000000036,0.0
historical7d,500ms,0,candidate_d,69,139144,140589,PRIMARY,BUY,1789661749.9420002,1789662495.4540002,745.5120000839233,emergency_stop,1216.450630627301,0.09533102961904448,-37.31462309449378,5.920000000000073,-4.0900000000001455,-4.0900000000001455,0.0
historical7d,500ms,0,candidate_d,70,141585,141713,SECONDARY,SELL,1789662996.479,1789663061.473,64.99399995803833,emergency_stop,1179.1360075328073,0.09240675028548019,-35.993126629944406,0.0,-4.0700000000006185,-4.0700000000006185,0.0
historical7d,500ms,0,candidate_d,71,142598,142686,PRIMARY,SELL,1789663504.984,1789663549.472,44.48799991607666,emergency_stop,1143.142880902863,0.08958603423301549,-34.55149357529465,0.0,-4.030000000000655,-4.030000000000655,0.0
historical7d,500ms,0,candidate_d,72,142792,145099,SECONDARY,BUY,1789663602.473,1789664765.407,1162.9340000152588,take_profit,1108.5913873275683,0.08687829634832217,68.42780338279054,8.229999999999563,-0.660000000000764,8.229999999999563,0.0
historical7d,500ms,0,candidate_d,73,145206,145809,PRIMARY,BUY,1789664819.497,1789665122.47,302.97300004959106,emergency_stop,1177.0191907103588,0.09224085919042205,-37.7823160218083,4.0,-4.280000000000655,-4.280000000000655,0.0
historical7d,500ms,0,candidate_d,74,145821,146426,MICRO,SELL,1789665128.421,1789665431.976,303.5550000667572,momentum_zero_cross,1139.2368746885504,0.08927992761040905,0.9398704216152566,1.7199999999993452,-3.0200000000004366,0.10999999999967258,0.0
historical7d,500ms,0,candidate_d,75,149022,150766,PRIMARY,SELL,1789666760.28,1789667660.3630002,900.0830001831055,max_hold,1140.1767451101657,0.08935358355068743,52.84719213585868,6.470000000000255,-2.639999999999418,6.180000000000291,0.0
historical7d,500ms,0,candidate_d,76,152763,152974,PRIMARY,SELL,1789668684.972,1789668791.965,106.99300003051758,momentum_zero_cross,1193.0239372460244,0.09349512214826197,-22.816582799831842,0.8299999999999272,-2.75,-2.550000000000182,0.0
historical7d,500ms,0,candidate_d,77,156117,156816,PRIMARY,BUY,1789670449.961,1789670824.465,374.5039999485016,momentum_zero_cross,1170.2073544461925,0.09170702793717633,1.8430765832530724,2.3700000000008004,-1.2599999999993088,0.21000000000003638,0.0
historical7d,500ms,0,candidate_d,78,158162,159806,PRIMARY,BUY,1789671602.393,1789672502.4099998,900.0169999599457,max_hold,1172.0504310294457,0.09185146650617743,-19.338832111984257,1.699999999999818,-3.630000000000109,-2.199999999999818,0.0
historical7d,500ms,0,candidate_d,79,161725,163335,PRIMARY,SELL,1789673571.864,1789674472.351,900.4869999885559,max_hold,1152.7115989174615,0.09033591730882563,8.645336991880962,4.389999999999418,-0.22000000000025466,1.0,0.0
historical7d,500ms,0,candidate_d,80,174614,174663,PRIMARY,SELL,1789681108.4099998,1789681137.875,29.46500015258789,momentum_zero_cross,1161.3569359093424,0.09101343668864181,-16.810641647282345,0.0,-2.339999999999236,-1.9299999999993815,0.0
historical7d,500ms,0,candidate_d,81,179412,181334,SECONDARY,SELL,1789684082.9740002,1789685283.444,1200.4699997901917,max_hold,1144.54629426206,0.08969601719257414,-18.284127050837345,0.6199999999998909,-3.9200000000000728,-2.130000000000109,0.0
historical7d,500ms,0,candidate_d,82,190638,190751,BURST,BUY,1789701778.447,1789701844.474,66.02699995040894,momentum_zero_cross,1126.2621672112227,0.0882631233179227,8.78484490424723,1.7799999999997453,-0.36999999999989086,1.0399999999999636,0.0
historical7d,500ms,0,candidate_d,83,191461,192632,PRIMARY,BUY,1789702326.9910002,1789703227.079,900.0879998207092,max_hold,1135.04701211547,0.08895157567980246,-18.558018648090407,1.8299999999999272,-2.9700000000002547,-2.180000000000291,0.0
historical7d,500ms,0,candidate_d,84,195916,196983,PRIMARY,BUY,1789705225.456,1789705870.4950001,645.0390000343323,emergency_stop,1116.4889934673795,0.0874972174174375,-33.66214315304514,2.3299999999999272,-4.020000000000437,-4.020000000000437,0.0
historical7d,500ms,0,candidate_d,85,198233,199687,PRIMARY,SELL,1789706581.792,1789707481.849,900.0569999217987,max_hold,1082.8268503143343,0.08485917631230147,-6.090901033018131,4.75,-1.449999999999818,-0.75,0.0
historical7d,500ms,0,candidate_d,86,207010,208515,PRIMARY,SELL,1789712211.0449998,1789713111.404,900.3590002059937,max_hold,1076.7359492813162,0.08438184344554478,-3.3109630440388718,8.05999999999949,-0.7000000000007276,-0.4099999999998545,0.0
historical7d,500ms,0,candidate_d,87,208815,208927,BURST,BUY,1789713296.6780002,1789713363.177,66.49899983406067,momentum_zero_cross,1073.4249862372774,0.08412236927694983,9.097276758361804,1.949999999999818,-0.25,1.1300000000001091,0.0
historical7d,500ms,0,candidate_d,88,209507,210773,PRIMARY,BUY,1789713750.544,1789714650.717,900.1730000972748,max_hold,1082.5222629956393,0.08483530635657206,34.505397132986005,4.710000000000036,-0.0500000000001819,4.25,0.0
historical7d,500ms,0,candidate_d,89,217379,217449,BURST,SELL,1789720203.473,1789720238.871,35.39800000190735,momentum_zero_cross,1117.0276601286253,0.08753943174668778,-2.261981011764123,1.0799999999999272,-2.230000000000473,-0.27000000000043656,0.0
historical7d,500ms,0,candidate_d,90,220418,221232,PRIMARY,BUY,1789721882.816,1789722322.498,439.6819999217987,momentum_zero_cross,1114.765679116861,0.08736216439740045,45.39883228202899,11.590000000000146,-1.0100000000002183,5.4299999999993815,0.0
historical7d,500ms,0,candidate_d,91,221312,223406,SECONDARY,BUY,1789722363.9980001,1789723566.3990002,1202.4010000228882,max_hold,1160.16451139889,0.09091998854248416,59.690464111470035,7.5600000000004,-3.5200000000004366,6.859999999999673,0.0
historical7d,500ms,0,candidate_d,92,223515,225114,PRIMARY,BUY,1789723626.188,1789724526.463,900.2750000953674,max_hold,1219.85497551036,0.09559782195299475,28.453117303784467,3.3299999999999272,-2.6599999999998545,3.110000000000582,0.0
historical7d,500ms,0,candidate_d,93,232605,232656,BURST,SELL,1789728974.4169998,1789729004.9980001,30.581000328063965,momentum_zero_cross,1248.3080928141444,0.09782764115004876,-5.149270882860048,0.0,-0.8800000000001091,-0.5500000000001819,0.0
historical7d,500ms,0,candidate_d,94,235608,236505,PRIMARY,SELL,1789730727.8140001,1789731283.302,555.4879999160767,momentum_zero_cross,1243.1588219312844,0.09742410213030468,11.747850867252671,3.0799999999999272,-1.0499999999992724,1.2600000000002183,0.0
historical7d,500ms,0,candidate_d,95,239946,240498,PRIMARY,BUY,1789733442.8700001,1789733823.9889998,381.11899971961975,emergency_stop,1254.906672798537,0.09834475989543623,-37.741318184418056,0.32999999999992724,-4.010000000000218,-4.010000000000218,0.0
historical7d,500ms,0,candidate_d,96,242948,244447,PRIMARY,SELL,1789735360.477,1789736260.488,900.010999917984,max_hold,1217.165354614119,0.09538704124158082,12.415086617069326,5.480000000000473,-1.6700000000000728,1.360000000000582,0.0
historical7d,500ms,0,candidate_d,97,250891,250982,MICRO,SELL,1789740383.483,1789740428.924,45.44099998474121,stagnation,1229.5804412311884,0.09635998906224537,-32.737579247782065,0.0,-3.610000000000582,-3.550000000000182,0.0
historical7d,500ms,1,candidate_d,0,254712,255366,PRIMARY,SELL,1789742547.9980001,1789742919.429,371.4309997558594,momentum_zero_cross,500.0,0.039184093139022026,6.112499999996999,3.2299999999995634,-0.6500000000005457,1.6299999999991996,0.0
historical7d,500ms,1,candidate_d,1,257054,257158,SECONDARY,BUY,1789743897.458,1789743949.368,51.91000008583069,emergency_stop,506.112499999997,0.03966311867764633,-15.980502187500043,2.449999999999818,-4.210000000000036,-4.210000000000036,0.0
historical7d,500ms,1,candidate_d,2,257186,258889,PRIMARY,SELL,1789743963.4339998,1789744863.4689999,900.0350000858307,max_hold,490.13199781249693,0.03841075570539964,21.65158100336491,5.889999999999418,-3.6900000000005093,5.889999999999418,0.0
historical7d,500ms,1,candidate_d,3,258891,259450,MICRO,SELL,1789744864.375,1789745149.474,285.0989999771118,take_profit,511.78357881586186,0.0401075508386855,25.66914512498394,10.220000000000255,-0.47999999999956344,10.220000000000255,15.862092295924747
historical7d,500ms,1,candidate_d,4,259611,259902,SECONDARY,SELL,1789745230.8769999,1789745380.437,149.56000018119812,emergency_stop,537.4527239408458,0.04211919518543839,-17.05068766702524,1.0100000000002183,-4.230000000000473,-4.230000000000473,0.0
historical7d,500ms,1,candidate_d,5,260090,260726,MICRO,BUY,1789745476.022,1789745809.4329998,333.41099977493286,trail,520.4020362738205,0.0407829637181802,23.51566701412273,9.25,-1.4099999999998545,7.239999999999782,16.45120937170583
historical7d,500ms,1,candidate_d,6,263281,263540,PRIMARY,BUY,1789747212.315,1789747341.9950001,129.6800000667572,momentum_zero_cross,543.9177032879433,0.042625843891195433,-11.136714974818858,3.0600000000004,-2.7299999999995634,-2.7299999999995634,0.0
historical7d,500ms,1,candidate_d,7,263624,263715,MICRO,SELL,1789747384.487,1789747429.951,45.46399998664856,stagnation,532.7809883131245,0.041753079737523346,-4.954863191311185,0.0,-2.149999999999636,-1.2399999999997817,0.0
historical7d,500ms,1,candidate_d,8,263833,265882,SECONDARY,BUY,1789747489.987,1789748601.427,1111.4400000572205,emergency_stop,527.8261251218132,0.041364776095964444,-16.389001185029993,5.100000000000364,-4.139999999999418,-4.139999999999418,0.0
historical7d,500ms,1,candidate_d,9,266823,268612,PRIMARY,SELL,1789749090.464,1789749990.493,900.029000043869,max_hold,511.4371239367832,0.04008039979818493,19.90769004924124,9.650000000000546,-0.8799999999991996,5.190000000000509,0.0
historical7d,500ms,1,candidate_d,10,269528,270635,PRIMARY,SELL,1789750451.994,1789751026.465,574.470999956131,emergency_stop,531.3448139860245,0.041640529360329435,-16.299002169021882,2.5600000000004,-4.0900000000001455,-4.0900000000001455,0.0
historical7d,500ms,1,candidate_d,11,272535,272713,BURST,SELL,1789751987.461,1789752078.403,90.94200015068054,momentum_zero_cross,515.0458118170027,0.04036320612220129,10.738705176383522,3.949999999999818,-0.8699999999998909,2.7799999999997453,0.0
historical7d,500ms,1,candidate_d,12,272716,272834,PRIMARY,SELL,1789752079.999,1789752139.968,59.9689998626709,emergency_stop,525.7845169933862,0.04120477896984911,-16.325609252645933,0.15999999999985448,-4.140000000000327,-4.140000000000327,0.0
historical7d,500ms,1,candidate_d,13,272902,272903,MICRO,BUY,1789752173.904,1789752174.202,0.29799985885620117,momentum_zero_cross,509.4589077407403,0.03992537058283519,-1.2609107966580542,0.0,-0.32999999999992724,-0.32999999999992724,0.0
historical7d,500ms,1,candidate_d,14,276118,276786,PRIMARY,BUY,1789753818.487,1789754157.972,339.4849998950958,momentum_zero_cross,508.19799694408226,0.039826555290642704,5.29796411813984,5.639999999999418,-0.6599999999998545,1.389999999999418,0.0
historical7d,500ms,1,candidate_d,15,277052,277694,SECONDARY,SELL,1789754302.941,1789754629.473,326.53200006484985,momentum_zero_cross,513.4959610622221,0.04024174712954748,2.1951952335398786,2.709999999999127,-0.6700000000000728,0.569999999999709,0.0
