window,interval,segment_id,sample_index,timestamp,classification,candidate_d_position_before,router_position_before,candidate_d_candidates,router_candidates,candidate_d_action,router_action,candidate_d_last,router_last,candidate_d_scores,router_scores,d_cf_pnl_500,router_cf_pnl_500,cf_delta_router_minus_d,d_cf_mfe_usd,d_cf_mae_usd,router_cf_mfe_usd,router_cf_mae_usd
historical7d,1s,0,24591,1789595609.952,slot_occupancy_cascade,FLAT,PRIMARY:SELL,MICRO:SELL,,MICRO:SELL,HOLD,"{""BURST"":1789573196.9129999,""MICRO"":1789595021.9539998,""PRIMARY"":1789595580.982,""SECONDARY"":1789595074.951}","{""BURST"":1789573196.9129999,""MICRO"":1789595021.9539998,""PRIMARY"":1789594435.9689999,""SECONDARY"":1789595074.951}","[{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.002021258724873218,""dir_m10_rel"":0.2770781242144477,""dir_m60_rel"":0.2789431617766581,""execution_heat_penalty"":-0.0,""flow_align10"":0.11702127659574468,""flow_align60"":-0.04963235294117647,""pullback60_edge"":0.24146649810365228},""priority"":2,""qualifies"":true,""score"":0.12326506414635043,""side"":""SELL""}]",[],nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,24619,1789595637.978,slot_occupancy_cascade,MICRO:SELL,FLAT,,SECONDARY:SELL|MICRO:SELL,HOLD,SECONDARY:SELL,"{""BURST"":1789573196.9129999,""MICRO"":1789595021.9539998,""PRIMARY"":1789595580.982,""SECONDARY"":1789595074.951}","{""BURST"":1789573196.9129999,""MICRO"":1789595021.9539998,""PRIMARY"":1789595630.966,""SECONDARY"":1789595074.951}",[],"[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":0.5958316479290359,""dir_m30_rel"":0.7687427574569832,""dir_m60_rel"":0.4050236066220353,""execution_heat_penalty"":-0.0,""flow_align10"":0.017142857142857144,""pullback60_edge"":0.9452975047986626,""range_expansion"":0.3241932357685321},""priority"":1,""qualifies"":true,""score"":0.43660451567401515,""side"":""SELL""},{""engine"":""MICRO"",""parts"":{""accel_10_60"":0.5958316479290359,""dir_m10_rel"":0.806279211825762,""dir_m60_rel"":0.4050236066220353,""execution_heat_penalty"":-0.0,""flow_align10"":0.017142857142857144,""flow_align60"":-0.016453382084095063,""pullback60_edge"":0.9452975047986626},""priority"":2,""qualifies"":true,""score"":0.3933030637477511,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,61924,1789644739.96,router_hold,FLAT,FLAT,PRIMARY:SELL,PRIMARY:SELL,PRIMARY:SELL,HOLD,"{""BURST"":1789642020.8430002,""MICRO"":1789636862.664,""PRIMARY"":1789643837.992,""SECONDARY"":1789640477.5609999}","{""BURST"":1789642020.8430002,""MICRO"":1789636862.664,""PRIMARY"":1789643837.992,""SECONDARY"":1789640477.5609999}","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.6588361090356252,""dir_m60_rel"":0.4332212691005652,""execution_heat_penalty"":-0.2754934813057544,""flow_align60"":-0.06752411575562701,""market_heat_penalty"":-0.9586428304813247,""pullback60_edge"":0.26013513513535935,""short_long_balance_stability"":-0.5450680689365154},""priority"":0,""qualifies"":false,""score"":-0.07064799760109595,""side"":""SELL""}]","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.6588361090356252,""dir_m60_rel"":0.4332212691005652,""execution_heat_penalty"":-0.2754934813057544,""flow_align60"":-0.06752411575562701,""market_heat_penalty"":-0.9586428304813247,""pullback60_edge"":0.26013513513535935,""short_long_balance_stability"":-0.5450680689365154},""priority"":0,""qualifies"":false,""score"":-0.07064799760109595,""side"":""SELL""}]",-8.475000000000819,nan,nan,0.5500000000001819,-2.2799999999997453,nan,nan
historical7d,1s,0,61931,1789644746.0649998,slot_occupancy_cascade,PRIMARY:SELL,FLAT,,PRIMARY:SELL,HOLD,PRIMARY:SELL,"{""BURST"":1789642020.8430002,""MICRO"":1789636862.664,""PRIMARY"":1789643837.992,""SECONDARY"":1789640477.5609999}","{""BURST"":1789642020.8430002,""MICRO"":1789636862.664,""PRIMARY"":1789643837.992,""SECONDARY"":1789640477.5609999}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.6434213005234897,""dir_m60_rel"":0.40340645364902994,""execution_heat_penalty"":-0.0,""flow_align60"":-0.04180064308681672,""market_heat_penalty"":-0.6395006301184842,""pullback60_edge"":0.08445945945948441,""short_long_balance_stability"":-0.3402425797472261},""priority"":0,""qualifies"":true,""score"":0.015677622954210952,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,74899,1789658234.879,router_hold,FLAT,FLAT,PRIMARY:BUY,PRIMARY:BUY,PRIMARY:BUY,HOLD,"{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789657776.993,""SECONDARY"":1789656875.82}","{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789657776.993,""SECONDARY"":1789656875.82}","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.44525916984146463,""dir_m60_rel"":0.42673344881125697,""execution_heat_penalty"":-0.0,""flow_align60"":0.14857142857142858,""market_heat_penalty"":-0.6475026936475113,""pullback60_edge"":-0.0438095238094407,""short_long_balance_stability"":-0.7308229616167369},""priority"":0,""qualifies"":false,""score"":-0.057367304549934106,""side"":""BUY""}]","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.44525916984146463,""dir_m60_rel"":0.42673344881125697,""execution_heat_penalty"":-0.0,""flow_align60"":0.14857142857142858,""market_heat_penalty"":-0.6475026936475113,""pullback60_edge"":-0.0438095238094407,""short_long_balance_stability"":-0.7308229616167369},""priority"":0,""qualifies"":false,""score"":-0.057367304549934106,""side"":""BUY""}]",48.374999999998636,nan,nan,21.979999999999563,-1.110000000000582,nan,nan
historical7d,1s,0,74947,1789658282.979,slot_occupancy_cascade,PRIMARY:BUY,FLAT,,PRIMARY:BUY,HOLD,PRIMARY:BUY,"{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789657776.993,""SECONDARY"":1789656875.82}","{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789657776.993,""SECONDARY"":1789656875.82}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.7066485377635157,""dir_m60_rel"":0.3564961374224385,""execution_heat_penalty"":-0.0,""flow_align60"":0.044274809160305344,""market_heat_penalty"":-0.09608013935684646,""pullback60_edge"":0.8740849194728606,""short_long_balance_stability"":-0.1085905155868511},""priority"":0,""qualifies"":true,""score"":0.2538333926964889,""side"":""BUY""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,75829,1789659164.844,slot_occupancy_cascade,FLAT,PRIMARY:BUY,MICRO:SELL,,MICRO:SELL,HOLD,"{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789659135.966,""SECONDARY"":1789656875.82}","{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789657776.993,""SECONDARY"":1789656875.82}","[{""engine"":""MICRO"",""parts"":{""accel_10_60"":0.6563529436805872,""dir_m10_rel"":0.8166468029161537,""dir_m60_rel"":0.34546725672835316,""execution_heat_penalty"":-0.0,""flow_align10"":0.02857142857142857,""flow_align60"":-0.1306532663316583,""pullback60_edge"":0.884892086331052},""priority"":2,""qualifies"":true,""score"":0.37161103598513084,""side"":""SELL""}]",[],nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,75998,1789659334.932,slot_occupancy_cascade,MICRO:SELL,FLAT,,SECONDARY:SELL,HOLD,SECONDARY:SELL,"{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789659135.966,""SECONDARY"":1789656875.82}","{""BURST"":1789654261.9539998,""MICRO"":1789654388.962,""PRIMARY"":1789659183.981,""SECONDARY"":1789656875.82}",[],"[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":0.446929826198029,""dir_m30_rel"":0.9072430656726937,""dir_m60_rel"":0.5904435979085559,""execution_heat_penalty"":-0.0,""flow_align10"":0.12643678160919541,""pullback60_edge"":0.996494303242693,""range_expansion"":0.45618156432353724},""priority"":1,""qualifies"":true,""score"":0.5033898769935292,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,80165,1789663504.984,direct_score_substitution,FLAT,FLAT,PRIMARY:SELL|SECONDARY:SELL,PRIMARY:SELL|SECONDARY:SELL,PRIMARY:SELL,SECONDARY:SELL,"{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789662495.851,""SECONDARY"":1789663295.981}","{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789662495.851,""SECONDARY"":1789663295.981}","[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":0.3644293703458876,""dir_m30_rel"":0.8209233079244199,""dir_m60_rel"":0.687333361260016,""execution_heat_penalty"":-0.062190697730783805,""flow_align10"":0.13513513513513514,""pullback60_edge"":0.9769526248399154,""range_expansion"":0.06466763807438645},""priority"":1,""qualifies"":true,""score"":0.42675010569271093,""side"":""SELL""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.28564972865424026,""dir_m60_rel"":0.687333361260016,""execution_heat_penalty"":-0.062190697730783805,""flow_align60"":0.07995079950799508,""market_heat_penalty"":-0.3496758244671038,""pullback60_edge"":0.9769526248399154,""short_long_balance_stability"":-0.5538388232110079},""priority"":0,""qualifies"":true,""score"":0.152025881264753,""side"":""SELL""}]","[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":0.3644293703458876,""dir_m30_rel"":0.8209233079244199,""dir_m60_rel"":0.687333361260016,""execution_heat_penalty"":-0.062190697730783805,""flow_align10"":0.13513513513513514,""pullback60_edge"":0.9769526248399154,""range_expansion"":0.06466763807438645},""priority"":1,""qualifies"":true,""score"":0.42675010569271093,""side"":""SELL""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.28564972865424026,""dir_m60_rel"":0.687333361260016,""execution_heat_penalty"":-0.062190697730783805,""flow_align60"":0.07995079950799508,""market_heat_penalty"":-0.3496758244671038,""pullback60_edge"":0.9769526248399154,""short_long_balance_stability"":-0.5538388232110079},""priority"":0,""qualifies"":true,""score"":0.152025881264753,""side"":""SELL""}]",-16.61250000000109,-16.61250000000109,0.0,0.0,-4.430000000000291,0.0,-4.430000000000291
historical7d,1s,0,81481,1789664822.9950001,direct_score_substitution,FLAT,FLAT,PRIMARY:BUY|MICRO:BUY,PRIMARY:BUY|MICRO:BUY,PRIMARY:BUY,MICRO:BUY,"{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789663549.929,""SECONDARY"":1789663295.981}","{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789662495.851,""SECONDARY"":1789663549.929}","[{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.0499111445363447,""dir_m10_rel"":0.7328683394479797,""dir_m60_rel"":0.7551571220277264,""execution_heat_penalty"":-0.0,""flow_align10"":0.0,""flow_align60"":0.036755386565272496,""pullback60_edge"":0.8787158145064858},""priority"":2,""qualifies"":true,""score"":0.33622650257301706,""side"":""BUY""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.45627737740985574,""dir_m60_rel"":0.7551571220277264,""execution_heat_penalty"":-0.0,""flow_align60"":0.036755386565272496,""market_heat_penalty"":-0.3566517168321878,""pullback60_edge"":0.8787158145064858,""short_long_balance_stability"":-0.016003138349829308},""priority"":0,""qualifies"":true,""score"":0.250607263618189,""side"":""BUY""}]","[{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.0499111445363447,""dir_m10_rel"":0.7328683394479797,""dir_m60_rel"":0.7551571220277264,""execution_heat_penalty"":-0.0,""flow_align10"":0.0,""flow_align60"":0.036755386565272496,""pullback60_edge"":0.8787158145064858},""priority"":2,""qualifies"":true,""score"":0.33622650257301706,""side"":""BUY""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.45627737740985574,""dir_m60_rel"":0.7551571220277264,""execution_heat_penalty"":-0.0,""flow_align60"":0.036755386565272496,""market_heat_penalty"":-0.3566517168321878,""pullback60_edge"":0.8787158145064858,""short_long_balance_stability"":-0.016003138349829308},""priority"":0,""qualifies"":true,""score"":0.250607263618189,""side"":""BUY""}]",-15.337499999997135,6.6750000000024565,22.01249999999959,4.0700000000006185,-4.089999999999236,4.0700000000006185,-2.0799999999999272
historical7d,1s,0,81753,1789665094.9390001,slot_occupancy_cascade,PRIMARY:BUY,FLAT,,MICRO:SELL,HOLD,MICRO:SELL,"{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789663549.929,""SECONDARY"":1789663295.981}","{""BURST"":1789654261.9539998,""MICRO"":1789664988.932,""PRIMARY"":1789662495.851,""SECONDARY"":1789663549.929}",[],"[{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.16593481498752288,""dir_m10_rel"":0.8180059309959172,""dir_m60_rel"":0.8663466140894429,""execution_heat_penalty"":-0.0,""flow_align10"":0.13513513513513514,""flow_align60"":0.058823529411764705,""pullback60_edge"":0.9878665318504561},""priority"":2,""qualifies"":true,""score"":0.3857489894993133,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,81779,1789665120.9169998,slot_occupancy_cascade,PRIMARY:BUY,FLAT,,SECONDARY:SELL,HOLD,SECONDARY:SELL,"{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789663549.929,""SECONDARY"":1789663295.981}","{""BURST"":1789654261.9539998,""MICRO"":1789665100.952,""PRIMARY"":1789662495.851,""SECONDARY"":1789663549.929}",[],"[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":-0.03365405831148363,""dir_m30_rel"":0.7883450877084712,""dir_m60_rel"":0.764304301559289,""execution_heat_penalty"":-0.0,""flow_align10"":-0.11504424778761062,""pullback60_edge"":0.9689521345405488,""range_expansion"":0.22039351391668394},""priority"":1,""qualifies"":true,""score"":0.37047096166084265,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,0,81787,1789665128.972,slot_occupancy_cascade,FLAT,SECONDARY:SELL,MICRO:SELL,,MICRO:SELL,HOLD,"{""BURST"":1789654261.9539998,""MICRO"":1789660505.997,""PRIMARY"":1789665122.976,""SECONDARY"":1789663295.981}","{""BURST"":1789654261.9539998,""MICRO"":1789665100.952,""PRIMARY"":1789662495.851,""SECONDARY"":1789663549.929}","[{""engine"":""MICRO"",""parts"":{""accel_10_60"":0.36237221217317545,""dir_m10_rel"":0.8991590862748093,""dir_m60_rel"":0.7962191833553145,""execution_heat_penalty"":-0.0,""flow_align10"":0.20353982300884957,""flow_align60"":0.0547112462006079,""pullback60_edge"":0.9925093632957168},""priority"":2,""qualifies"":true,""score"":0.47264441632978194,""side"":""SELL""}]",[],nan,nan,nan,nan,nan,nan,nan
historical7d,1s,1,150249,1789747214.968,router_hold,FLAT,FLAT,PRIMARY:BUY,PRIMARY:BUY,PRIMARY:BUY,HOLD,"{""BURST"":1789743811.972,""MICRO"":1789745822.81,""PRIMARY"":1789744863.971,""SECONDARY"":1789745380.688}","{""BURST"":1789743811.972,""MICRO"":1789745822.81,""PRIMARY"":1789744863.971,""SECONDARY"":1789745380.688}","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.4542050779958471,""dir_m60_rel"":0.5531409109415751,""execution_heat_penalty"":-0.6577078157003612,""flow_align60"":0.05736434108527132,""market_heat_penalty"":-0.985643073321761,""pullback60_edge"":0.7631954350932103,""short_long_balance_stability"":-0.5391686909873311},""priority"":0,""qualifies"":false,""score"":-0.050659116413364194,""side"":""BUY""}]","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.4542050779958471,""dir_m60_rel"":0.5531409109415751,""execution_heat_penalty"":-0.6577078157003612,""flow_align60"":0.05736434108527132,""market_heat_penalty"":-0.985643073321761,""pullback60_edge"":0.7631954350932103,""short_long_balance_stability"":-0.5391686909873311},""priority"":0,""qualifies"":false,""score"":-0.050659116413364194,""side"":""BUY""}]",-12.037500000000136,nan,nan,2.5799999999999272,-3.2100000000000364,nan,nan
historical7d,1s,1,150251,1789747216.968,slot_occupancy_cascade,PRIMARY:BUY,FLAT,,PRIMARY:BUY,HOLD,PRIMARY:BUY,"{""BURST"":1789743811.972,""MICRO"":1789745822.81,""PRIMARY"":1789744863.971,""SECONDARY"":1789745380.688}","{""BURST"":1789743811.972,""MICRO"":1789745822.81,""PRIMARY"":1789744863.971,""SECONDARY"":1789745380.688}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.4147585061824264,""dir_m60_rel"":0.5658616562501545,""execution_heat_penalty"":-0.14210610615047808,""flow_align60"":0.05757575757575758,""market_heat_penalty"":-0.9857550231451847,""pullback60_edge"":0.6203966005665036,""short_long_balance_stability"":-0.48648953718262206},""priority"":0,""qualifies"":true,""score"":0.006320264870936724,""side"":""BUY""}]",nan,nan,nan,nan,nan,nan,nan
historical7d,1s,4,285457,1790081889.859,direct_score_substitution,FLAT,FLAT,MICRO:BUY|BURST:BUY,MICRO:BUY|BURST:BUY,MICRO:BUY,BURST:BUY,"{""BURST"":1790075763.8,""MICRO"":1790081656.9689999,""PRIMARY"":1790057517.7500002,""SECONDARY"":1790081787.968}","{""BURST"":1790075763.8,""MICRO"":1790081656.9689999,""PRIMARY"":1790057517.7500002,""SECONDARY"":1790081787.968}","[{""engine"":""BURST"",""parts"":{""accel_10_60"":0.08428618210451602,""activity_expansion"":0.6835891835694461,""dir_m10_rel"":0.8246472567290262,""dir_m30_rel"":0.9246817327546034,""execution_heat_penalty"":-0.7568527265349021,""flow_align10"":0.23728813559322035,""range_expansion"":0.6542772217731382},""priority"":3,""qualifies"":true,""score"":0.37884528371272125,""side"":""BUY""},{""engine"":""MICRO"",""parts"":{""accel_10_60"":0.08428618210451602,""dir_m10_rel"":0.8246472567290262,""dir_m60_rel"":0.7956648491098278,""execution_heat_penalty"":-0.7568527265349021,""flow_align10"":0.23728813559322035,""flow_align60"":0.18021201413427562,""pullback60_edge"":1.0},""priority"":2,""qualifies"":true,""score"":0.33789224444799487,""side"":""BUY""}]","[{""engine"":""BURST"",""parts"":{""accel_10_60"":0.08428618210451602,""activity_expansion"":0.6835891835694461,""dir_m10_rel"":0.8246472567290262,""dir_m30_rel"":0.9246817327546034,""execution_heat_penalty"":-0.7568527265349021,""flow_align10"":0.23728813559322035,""range_expansion"":0.6542772217731382},""priority"":3,""qualifies"":true,""score"":0.37884528371272125,""side"":""BUY""},{""engine"":""MICRO"",""parts"":{""accel_10_60"":0.08428618210451602,""dir_m10_rel"":0.8246472567290262,""dir_m60_rel"":0.7956648491098278,""execution_heat_penalty"":-0.7568527265349021,""flow_align10"":0.23728813559322035,""flow_align60"":0.18021201413427562,""pullback60_edge"":1.0},""priority"":2,""qualifies"":true,""score"":0.33789224444799487,""side"":""BUY""}]",20.315625000002626,15.562500000002046,-4.75312500000058,6.130000000000109,-0.18999999999959982,6.130000000000109,-0.18999999999959982
recent24h,1s,0,3767,1790193767.9910002,direct_score_substitution,FLAT,FLAT,PRIMARY:SELL|SECONDARY:SELL|MICRO:SELL,PRIMARY:SELL|SECONDARY:SELL|MICRO:SELL,PRIMARY:SELL,SECONDARY:SELL,"{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790192132.808,""SECONDARY"":-1e+30}","{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790192132.808,""SECONDARY"":-1e+30}","[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":-0.5342921411208263,""dir_m30_rel"":0.8899350179796215,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align10"":0.2229299363057325,""pullback60_edge"":0.9958398335932528,""range_expansion"":0.9998310040057287},""priority"":1,""qualifies"":true,""score"":0.4682011063985381,""side"":""SELL""},{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.5342921411208263,""dir_m10_rel"":0.9982289142940127,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align10"":0.2229299363057325,""flow_align60"":-0.04805491990846682,""pullback60_edge"":0.9958398335932528},""priority"":2,""qualifies"":true,""score"":0.3339736738842804,""side"":""SELL""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.9444927914345348,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align60"":-0.04805491990846682,""market_heat_penalty"":-0.9999999996946137,""pullback60_edge"":0.9958398335932528,""short_long_balance_stability"":-0.4432921177380318},""priority"":0,""qualifies"":true,""score"":0.1645928116732762,""side"":""SELL""}]","[{""engine"":""SECONDARY"",""parts"":{""accel_10_60"":-0.5342921411208263,""dir_m30_rel"":0.8899350179796215,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align10"":0.2229299363057325,""pullback60_edge"":0.9958398335932528,""range_expansion"":0.9998310040057287},""priority"":1,""qualifies"":true,""score"":0.4682011063985381,""side"":""SELL""},{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.5342921411208263,""dir_m10_rel"":0.9982289142940127,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align10"":0.2229299363057325,""flow_align60"":-0.04805491990846682,""pullback60_edge"":0.9958398335932528},""priority"":2,""qualifies"":true,""score"":0.3339736738842804,""side"":""SELL""},{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.9444927914345348,""dir_m60_rel"":0.9994620857880663,""execution_heat_penalty"":-0.2962979917618084,""flow_align60"":-0.04805491990846682,""market_heat_penalty"":-0.9999999996946137,""pullback60_edge"":0.9958398335932528,""short_long_balance_stability"":-0.4432921177380318},""priority"":0,""qualifies"":true,""score"":0.1645928116732762,""side"":""SELL""}]",-15.2250000000015,-15.2250000000015,0.0,0.0,-4.0600000000004,0.0,-4.0600000000004
recent24h,1s,0,3865,1790193865.71,cooldown_history_divergence,FLAT,FLAT,,PRIMARY:SELL,HOLD,PRIMARY:SELL,"{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790193786.978,""SECONDARY"":-1e+30}","{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790192132.808,""SECONDARY"":1790193786.978}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.9261394338872037,""dir_m60_rel"":0.9004140016139972,""execution_heat_penalty"":-0.44117127682606666,""flow_align60"":0.09935483870967741,""market_heat_penalty"":-0.9987880007568298,""pullback60_edge"":0.4297108673977278,""short_long_balance_stability"":-0.8813510503278226},""priority"":0,""qualifies"":true,""score"":0.004901259099698145,""side"":""SELL""}]",nan,-15.112499999999045,nan,nan,nan,0.0,-4.029999999999745
recent24h,1s,0,4365,1790194365.9689999,cooldown_history_divergence,FLAT,FLAT,PRIMARY:SELL,,PRIMARY:SELL,HOLD,"{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790193786.978,""SECONDARY"":-1e+30}","{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790194064.962,""SECONDARY"":1790193786.978}","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.5792594814859495,""dir_m60_rel"":0.9376049759707343,""execution_heat_penalty"":-0.0,""flow_align60"":0.08417508417508418,""market_heat_penalty"":-0.8194032372754502,""pullback60_edge"":0.9515151515149751,""short_long_balance_stability"":-0.10462216383875847},""priority"":0,""qualifies"":true,""score"":0.2326470417189335,""side"":""SELL""}]",[],-15.0,nan,nan,0.9600000000000364,-4.0,nan,nan
recent24h,1s,0,4373,1790194373.968,slot_occupancy_cascade,PRIMARY:SELL,FLAT,,MICRO:SELL,HOLD,MICRO:SELL,"{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790193786.978,""SECONDARY"":-1e+30}","{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790194064.962,""SECONDARY"":1790193786.978}",[],"[{""engine"":""MICRO"",""parts"":{""accel_10_60"":-0.5450667754308274,""dir_m10_rel"":0.6989998644255305,""dir_m60_rel"":0.9008437339525552,""execution_heat_penalty"":-0.28519547736608075,""flow_align10"":0.08196721311475409,""flow_align60"":0.05454545454545454,""pullback60_edge"":0.9708879184865911},""priority"":2,""qualifies"":true,""score"":0.2681402759611396,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
recent24h,1s,0,4553,1790194553.999,slot_occupancy_cascade,PRIMARY:SELL,FLAT,,PRIMARY:SELL,HOLD,PRIMARY:SELL,"{""BURST"":-1e+30,""MICRO"":-1e+30,""PRIMARY"":1790193786.978,""SECONDARY"":-1e+30}","{""BURST"":-1e+30,""MICRO"":1790194419.884,""PRIMARY"":1790194064.962,""SECONDARY"":1790193786.978}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.8474885678682863,""dir_m60_rel"":0.7918053388169777,""execution_heat_penalty"":-0.029223253966467383,""flow_align60"":0.053763440860215055,""market_heat_penalty"":-0.23894489780713746,""pullback60_edge"":0.9575289575287351,""short_long_balance_stability"":-0.09274729109817642},""priority"":0,""qualifies"":true,""score"":0.32709583745749043,""side"":""SELL""}]",nan,nan,nan,nan,nan,nan,nan
recent24h,1s,0,54682,1790257759.983,router_hold,FLAT,FLAT,PRIMARY:BUY,PRIMARY:BUY,PRIMARY:BUY,HOLD,"{""BURST"":1790256424.838,""MICRO"":1790247997.951,""PRIMARY"":1790253653.8739998,""SECONDARY"":1790256688.952}","{""BURST"":1790256424.838,""MICRO"":1790247997.951,""PRIMARY"":1790253653.8739998,""SECONDARY"":1790256688.952}","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.7805267840302765,""dir_m60_rel"":0.8675207845625178,""execution_heat_penalty"":-0.5807103584319852,""flow_align60"":-0.004524886877828055,""market_heat_penalty"":-0.9999696415691985,""pullback60_edge"":0.5715539947324293,""short_long_balance_stability"":-0.8175164382619374},""priority"":0,""qualifies"":false,""score"":-0.026159965973675044,""side"":""BUY""}]","[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.7805267840302765,""dir_m60_rel"":0.8675207845625178,""execution_heat_penalty"":-0.5807103584319852,""flow_align60"":-0.004524886877828055,""market_heat_penalty"":-0.9999696415691985,""pullback60_edge"":0.5715539947324293,""short_long_balance_stability"":-0.8175164382619374},""priority"":0,""qualifies"":false,""score"":-0.026159965973675044,""side"":""BUY""}]",-15.075000000001635,nan,nan,0.13000000000010914,-4.020000000000437,nan,nan
recent24h,1s,0,55323,1790258422.987,cooldown_history_divergence,FLAT,FLAT,,PRIMARY:BUY,HOLD,PRIMARY:BUY,"{""BURST"":1790256424.838,""MICRO"":1790247997.951,""PRIMARY"":1790257881.936,""SECONDARY"":1790256688.952}","{""BURST"":1790256424.838,""MICRO"":1790247997.951,""PRIMARY"":1790253653.8739998,""SECONDARY"":1790256688.952}",[],"[{""engine"":""PRIMARY"",""parts"":{""dir_m300_rel"":0.5030719852151148,""dir_m60_rel"":0.7267759284128447,""execution_heat_penalty"":-0.5465946803449445,""flow_align60"":0.02681992337164751,""market_heat_penalty"":-0.9110924105761483,""pullback60_edge"":0.768500948767092,""short_long_balance_stability"":-0.1035862190443064},""priority"":0,""qualifies"":true,""score"":0.06627078225732848,""side"":""BUY""}]",nan,-5.6999999999982265,nan,nan,nan,0.5799999999999272,-2.2200000000002547
