window,interval,segment_id,pair_type,entry_delta_sec,candidate_d_engine,candidate_d_side,candidate_d_entry_ts,candidate_d_exit_ts,candidate_d_exit_reason,candidate_d_pnl_inr,candidate_d_mfe_usd,candidate_d_mae_usd,router_engine,router_side,router_entry_ts,router_exit_ts,router_exit_reason,router_pnl_inr,router_mfe_usd,router_mae_usd,paired_pnl_delta_router_minus_d
historical7d,500ms,0,exact_same_action,0.0,BURST,BUY,1789654187.951,1789654261.9539998,momentum_zero_cross,6.324712750053505,3.889999999999418,-1.1400000000003274,BURST,BUY,1789654187.951,1789654261.9539998,momentum_zero_cross,4.881149202933945,3.889999999999418,-1.1400000000003274,-1.4435635471195605
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789654359.42,1789654388.461,momentum_zero_cross,-3.1450750275445993,0.09000000000014552,-0.819999999999709,MICRO,SELL,1789654359.42,1789654388.461,momentum_zero_cross,-2.427237579087984,0.09000000000014552,-0.819999999999709,0.7178374484566152
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789655867.452,1789656007.483,momentum_zero_cross,-7.912566961138403,0.42000000000007276,-1.6899999999995998,PRIMARY,SELL,1789655867.452,1789656007.483,momentum_zero_cross,-6.1065887798928795,0.42000000000007276,-1.6899999999995998,1.8059781812455231
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789656821.38,1789657721.4380002,max_hold,71.7577597182359,14.0,-0.21000000000003638,PRIMARY,BUY,1789656821.38,1789657721.4380002,max_hold,55.3796426011647,14.0,-0.21000000000003638,-16.378117117071206
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789657766.486,1789658209.948,take_profit,63.786503807352574,8.029999999999745,-1.9500000000007276,SECONDARY,BUY,1789657766.486,1789658209.948,take_profit,49.22776014050094,8.029999999999745,-1.9500000000007276,-14.558743666851633
historical7d,500ms,0,same_engine_timing_shift,56.456000089645386,PRIMARY,BUY,1789658224.968,1789659125.299,max_hold,96.93633990662482,21.48999999999978,-1.7800000000006548,PRIMARY,BUY,1789658281.424,1789659181.772,max_hold,52.777473997397685,19.949999999999818,-1.5,-44.15886590922714
historical7d,500ms,0,candidate_d_unmatched,nan,MICRO,SELL,1789659163.1980002,1789659442.468,trail,45.698985699230356,5.520000000000437,-2.6099999999996726,,,nan,nan,,nan,nan,nan,nan
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789659697.811,1789659739.4220002,emergency_stop,-38.53625522342672,0.4899999999997817,-4.0600000000004,PRIMARY,BUY,1789659697.811,1789659739.4220002,emergency_stop,-27.139139262815892,0.4899999999997817,-4.0600000000004,11.39711596061083
historical7d,500ms,0,exact_same_action,0.0,BURST,BUY,1789660114.463,1789660186.961,momentum_zero_cross,14.724266503194812,2.889999999999418,-0.8000000000001819,BURST,BUY,1789660114.463,1789660186.961,momentum_zero_cross,10.36955762453261,2.889999999999418,-0.8000000000001819,-4.354708878662201
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789660200.981,1789660505.997,trail,50.616690691392904,7.280000000000655,-0.23999999999978172,MICRO,BUY,1789660200.981,1789660505.997,trail,35.64678014851588,7.280000000000655,-0.23999999999978172,-14.969910542877024
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,SELL,1789660803.487,1789660845.472,momentum_zero_cross,-36.25078680053568,2.2399999999997817,-3.7799999999997453,SECONDARY,SELL,1789660803.487,1789660845.472,momentum_zero_cross,-25.52959922188576,2.2399999999997817,-3.7799999999997453,10.721187578649918
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,SELL,1789661412.966,1789661741.483,emergency_stop,-39.6617483667371,4.380000000000109,-4.210000000000036,SECONDARY,SELL,1789661412.966,1789661741.483,emergency_stop,-27.93176726931394,4.380000000000109,-4.210000000000036,11.72998109742316
