window,interval,segment_id,pair_type,entry_delta_sec,candidate_d_engine,candidate_d_side,candidate_d_entry_ts,candidate_d_exit_ts,candidate_d_exit_reason,candidate_d_pnl_inr,candidate_d_mfe_usd,candidate_d_mae_usd,router_engine,router_side,router_entry_ts,router_exit_ts,router_exit_reason,router_pnl_inr,router_mfe_usd,router_mae_usd,paired_pnl_delta_router_minus_d
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789584430.963,1789584507.463,emergency_stop,-15.446162231307163,2.2200000000002547,-4.069999999999709,SECONDARY,BUY,1789584430.963,1789584507.463,emergency_stop,-15.446162231307163,2.2200000000002547,-4.069999999999709,0.0
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789584564.929,1789584565.278,momentum_zero_cross,-1.250955077132523,0.0,-0.3400000000001455,MICRO,SELL,1789584564.929,1789584565.278,momentum_zero_cross,-1.250955077132523,0.0,-0.3400000000001455,0.0
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789586926.748,1789587086.985,momentum_zero_cross,-10.202314982014164,0.0,-2.7799999999997453,PRIMARY,SELL,1789586926.748,1789587086.985,momentum_zero_cross,-10.202314982014164,0.0,-2.7799999999997453,0.0
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789592304.8969998,1789592403.4620001,emergency_stop,-26.698814240924378,9.100000000000364,-7.4299999999993815,PRIMARY,BUY,1789592304.8969998,1789592403.4620001,emergency_stop,-26.698814240924378,9.100000000000364,-7.4299999999993815,0.0
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789592535.972,1789592539.9299998,emergency_stop,-14.013664096320696,0.0,-4.130000000000109,MICRO,SELL,1789592535.972,1789592539.9299998,emergency_stop,-14.013664096320696,0.0,-4.130000000000109,0.0
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789592591.9859998,1789592605.4529998,emergency_stop,-13.415189024654024,2.300000000000182,-4.079999999999927,SECONDARY,BUY,1789592591.9859998,1789592605.4529998,emergency_stop,-13.415189024654024,2.300000000000182,-4.079999999999927,0.0
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789592880.4620001,1789592904.4889998,emergency_stop,-15.650245005110873,2.649999999999636,-4.9099999999998545,MICRO,BUY,1789592880.4620001,1789592904.4889998,emergency_stop,-15.650245005110873,2.649999999999636,-4.9099999999998545,0.0
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789592995.458,1789592995.906,momentum_zero_cross,-0.30700457704384865,0.0,-0.1000000000003638,MICRO,SELL,1789592995.458,1789592995.906,momentum_zero_cross,-0.30700457704384865,0.0,-0.1000000000003638,0.0
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789593033.9889998,1789593933.999,max_hold,45.24921273246746,21.299999999999272,-2.130000000000109,PRIMARY,SELL,1789593033.9889998,1789593933.999,max_hold,45.24921273246746,21.299999999999272,-2.130000000000109,0.0
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789594268.4220002,1789594346.9910002,trail,18.764671166246657,7.329999999999927,-2.350000000000364,MICRO,SELL,1789594268.4220002,1789594346.9910002,trail,18.764671166246657,7.329999999999927,-2.350000000000364,0.0
historical7d,500ms,0,simultaneous_substitution,0.0,PRIMARY,SELL,1789594424.963,1789594435.471,emergency_stop,-16.28461940690718,0.0,-4.589999999999236,MICRO,SELL,1789594424.963,1789594435.471,emergency_stop,-16.28461940690718,0.0,-4.589999999999236,0.0
historical7d,500ms,0,same_engine_timing_shift,20.45199990272522,MICRO,BUY,1789594746.48,1789594746.9750001,momentum_zero_cross,-1.2332565791225731,0.0,-0.3599999999996726,MICRO,BUY,1789594766.932,1789594881.492,emergency_stop,-13.358224179539917,3.350000000000364,-4.019999999999527,-12.124967600417344
historical7d,500ms,0,candidate_d_unmatched,nan,SECONDARY,BUY,1789594762.982,1789594922.468,take_profit,29.108267277189675,8.520000000000437,-1.5099999999993088,,,nan,nan,,nan,nan,nan,nan
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789594989.979,1789595021.9539998,trail,18.809962177621678,6.0900000000001455,-2.319999999999709,MICRO,BUY,1789594989.979,1789595021.9539998,trail,16.67775534918748,6.0900000000001455,-2.319999999999709,-2.1322068284341995
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789595292.485,1789595631.924,take_profit,94.47176740922143,25.020000000000437,-3.7600000000002183,PRIMARY,SELL,1789595292.485,1789595631.924,take_profit,83.76290230560973,25.020000000000437,-3.7600000000002183,-10.7088651036117
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789595637.978,1789595676.449,emergency_stop,-18.789586859367482,0.42000000000007276,-4.190000000000509,MICRO,SELL,1789595637.978,1789595676.449,emergency_stop,-16.65968967899652,0.42000000000007276,-4.190000000000509,2.1298971803709605
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789596313.4780002,1789596313.979,momentum_zero_cross,-0.3909119733437972,0.0,-0.09000000000014552,MICRO,SELL,1789596313.4780002,1789596313.979,momentum_zero_cross,-0.34660007250053243,0.0,-0.09000000000014552,0.04431190084326475
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789596332.446,1789596617.4259999,take_profit,108.90401137475013,25.090000000000146,-3.25,PRIMARY,SELL,1789596332.446,1789596617.4259999,take_profit,96.55917652051664,25.090000000000146,-3.25,-12.344834854233483
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,SELL,1789596621.4780002,1789596681.929,emergency_stop,-20.835551048600056,6.539999999999964,-4.039999999999964,SECONDARY,SELL,1789596621.4780002,1789596681.929,emergency_stop,-18.473733209706797,6.539999999999964,-4.039999999999964,2.361817838893259
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789596891.473,1789596891.92,momentum_zero_cross,-3.0006287898772146,0.0,-0.6000000000003638,MICRO,BUY,1789596891.473,1789596891.92,momentum_zero_cross,-2.6604919445738187,0.0,-0.6000000000003638,0.34013684530339594
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789596896.442,1789596961.988,emergency_stop,-22.951084461797656,4.5600000000004,-4.609999999999673,SECONDARY,BUY,1789596896.442,1789596961.988,emergency_stop,-20.349459931811364,4.5600000000004,-4.609999999999673,2.6016245299862923
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789597030.492,1789597030.993,momentum_zero_cross,-6.632845984554728,0.0,-1.3799999999991996,MICRO,SELL,1789597030.492,1789597030.993,momentum_zero_cross,-5.8809784705920745,0.0,-1.3799999999991996,0.7518675139626536
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789597139.999,1789597189.9910002,emergency_stop,-19.740154723742112,0.75,-4.149999999999636,PRIMARY,SELL,1789597139.999,1789597189.9910002,emergency_stop,-17.502505742906553,0.75,-4.149999999999636,2.2376489808355586
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789597519.43,1789597531.484,emergency_stop,-18.48053663998875,0.0,-4.010000000000218,MICRO,BUY,1789597519.43,1789597531.484,emergency_stop,-16.385671905821876,0.0,-4.010000000000218,2.0948647341668725
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789597832.972,1789598468.973,take_profit,35.80476891504488,8.010000000000218,-1.5600000000004002,SECONDARY,BUY,1789597832.972,1789598468.973,take_profit,31.746112547197797,8.010000000000218,-1.5600000000004002,-4.058656367847085
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789598469.9750001,1789599370.496,max_hold,29.14204787850435,10.099999999999454,-2.5,PRIMARY,BUY,1789598469.9750001,1789599370.496,max_hold,25.83864551680115,10.099999999999454,-2.5,-3.303402361703199
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789614642.982,1789614793.947,trail,26.718821442420243,6.529999999999745,-0.75,MICRO,BUY,1789614642.982,1789614793.947,trail,23.69010437274851,6.529999999999745,-0.75,-3.028717069671732
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789615338.474,1789615398.95,emergency_stop,-20.733153579388386,0.27000000000043656,-4.019999999999527,PRIMARY,BUY,1789615338.474,1789615398.95,emergency_stop,-18.382943025029032,0.27000000000043656,-4.019999999999527,2.3502105543593537
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789616035.973,1789616098.7059999,emergency_stop,-20.058028976583305,0.0,-4.009999999999309,PRIMARY,BUY,1789616035.973,1789616098.7059999,emergency_stop,-17.784347299557766,0.0,-4.009999999999309,2.2736816770255395
historical7d,500ms,0,exact_same_action,0.0,SECONDARY,BUY,1789617600.971,1789617657.826,take_profit,39.24917720171856,8.090000000000146,-0.8900000000003274,SECONDARY,BUY,1789617600.971,1789617657.826,take_profit,34.80007927958177,8.090000000000146,-0.8900000000003274,-4.449097922136787
historical7d,500ms,0,exact_same_action,0.0,MICRO,BUY,1789617976.963,1789618099.9689999,trail,29.93648180876144,7.709999999999127,0.0,MICRO,BUY,1789617976.963,1789618099.9689999,trail,26.543026238293727,7.709999999999127,0.0,-3.3934555704677116
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789618204.957,1789618205.407,momentum_zero_cross,0.48334135174319015,0.09000000000014552,0.0,MICRO,SELL,1789618204.957,1789618205.407,momentum_zero_cross,0.42855210118969694,0.09000000000014552,0.0,-0.05478925055349321
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789618633.982,1789619534.2089999,max_hold,57.448963560949295,12.079999999999927,-1.3400000000001455,PRIMARY,BUY,1789618633.982,1789619534.2089999,max_hold,50.936825405942564,12.079999999999927,-1.3400000000001455,-6.512138155006731
historical7d,500ms,0,candidate_d_unmatched,nan,PRIMARY,SELL,1789621006.3980002,1789621906.901,max_hold,95.02706015813553,16.36999999999989,-0.6100000000005821,,,nan,nan,,nan,nan,nan,nan
historical7d,500ms,0,candidate_d_unmatched,nan,MICRO,SELL,1789621980.452,1789622025.981,stagnation,-20.986848139906847,0.0,-3.219999999999345,,,nan,nan,,nan,nan,nan,nan
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789623087.402,1789623987.642,max_hold,14.564980150400736,6.089999999999236,-3.180000000000291,PRIMARY,SELL,1789623087.402,1789623987.642,max_hold,11.220094397480507,6.089999999999236,-3.180000000000291,-3.344885752920229
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789626636.3049998,1789626954.4950001,momentum_zero_cross,8.863202247922098,3.4099999999998545,-0.3999999999996362,PRIMARY,BUY,1789626636.3049998,1789626954.4950001,momentum_zero_cross,6.82774469026044,3.4099999999998545,-0.3999999999996362,-2.0354575576616583
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789635294.824,1789636194.948,max_hold,43.333446019165535,7.3799999999992,-0.910000000000764,PRIMARY,BUY,1789635294.824,1789636194.948,max_hold,33.38180690138364,7.3799999999992,-0.910000000000764,-9.951639117781895
historical7d,500ms,0,exact_same_action,0.0,MICRO,SELL,1789636602.408,1789636862.664,momentum_zero_cross,-10.977544886270678,0.8400000000001455,-2.3099999999994907,MICRO,SELL,1789636602.408,1789636862.664,momentum_zero_cross,-8.456523016486743,0.8400000000001455,-2.3099999999994907,2.521021869783935
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789639759.456,1789640406.004,momentum_zero_cross,52.05990886864004,13.69000000000051,-1.0599999999994907,PRIMARY,BUY,1789639759.456,1789640406.004,momentum_zero_cross,40.104214753379026,13.69000000000051,-1.0599999999994907,-11.955694115261018
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789640864.822,1789641765.276,max_hold,15.341838227303068,7.279999999999745,-0.4399999999995998,PRIMARY,BUY,1789640864.822,1789641765.276,max_hold,11.818544986927376,7.279999999999745,-0.4399999999995998,-3.5232932403756916
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789643496.452,1789643836.987,momentum_zero_cross,8.813817955293354,5.25,-0.7100000000000364,PRIMARY,SELL,1789643496.452,1789643836.987,momentum_zero_cross,6.789701629485512,5.25,-0.7100000000000364,-2.0241163258078423
historical7d,500ms,0,same_engine_timing_shift,7.604999780654907,PRIMARY,SELL,1789644738.46,1789644835.388,momentum_zero_cross,-16.83207411480435,0.7199999999993452,-2.2899999999999636,PRIMARY,SELL,1789644746.0649998,1789644835.388,momentum_zero_cross,-11.607605167049122,0.9600000000000364,-2.0499999999992724,5.224468947755227
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,SELL,1789648231.488,1789648621.497,emergency_stop,-29.690681713595243,0.0,-4.109999999999673,PRIMARY,SELL,1789648231.488,1789648621.497,emergency_stop,-22.9140283690599,0.0,-4.109999999999673,6.776653344535344
historical7d,500ms,0,exact_same_action,0.0,PRIMARY,BUY,1789653260.3270001,1789654160.4550002,max_hold,58.601132405017594,10.229999999999563,-1.3800000000001091,PRIMARY,BUY,1789653260.3270001,1789654160.4550002,max_hold,45.22590701488512,10.229999999999563,-1.3800000000001091,-13.375225390132478
