window,engine,side,entry_500ms,entry_1s,abs_delta_sec,bid_update_frac2_500ms,bid_update_frac2_1s,ask_update_frac2_500ms,ask_update_frac2_1s,both_update_frac2_500ms,both_update_frac2_1s,bid_ask_update_imb2_500ms,bid_ask_update_imb2_1s,bid_update_frac10_500ms,bid_update_frac10_1s,ask_update_frac10_500ms,ask_update_frac10_1s,both_update_frac10_500ms,both_update_frac10_1s,bid_ask_update_imb10_500ms,bid_ask_update_imb10_1s,trade_count2_500ms,trade_count2_1s,trade_count10_500ms,trade_count10_1s,trade_quote_ratio2_500ms,trade_quote_ratio2_1s,trade_quote_ratio10_500ms,trade_quote_ratio10_1s,buy_trade_count2_500ms,buy_trade_count2_1s,sell_trade_count2_500ms,sell_trade_count2_1s,dir_trade_count_imb2_500ms,dir_trade_count_imb2_1s,buy_trade_count10_500ms,buy_trade_count10_1s,sell_trade_count10_500ms,sell_trade_count10_1s,dir_trade_count_imb10_500ms,dir_trade_count_imb10_1s,buy_volume2_500ms,buy_volume2_1s,sell_volume2_500ms,sell_volume2_1s,dir_trade_volume_imb2_500ms,dir_trade_volume_imb2_1s,buy_volume10_500ms,buy_volume10_1s,sell_volume10_500ms,sell_volume10_1s,dir_trade_volume_imb10_500ms,dir_trade_volume_imb10_1s,last_move2_500ms,last_move2_1s,last_move10_500ms,last_move10_1s,dir_last_move2_500ms,dir_last_move2_1s,dir_last_move10_500ms,dir_last_move10_1s
historical7d,MICRO,BUY,1789578618.875,1789578618.875,0.0,0.8,0.8,0.9,0.9,0.7,0.7,-0.058823529411764705,-0.058823529411764705,0.704,0.704,0.856,0.856,0.56,0.56,-0.09743589743589744,-0.09743589743589744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,PRIMARY,SELL,1789579129.2659998,1789579129.869,0.6030001640319824,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,-0.2,-0.2,0.6555555555555556,0.6436781609195402,0.9444444444444444,0.9425287356321839,0.6,0.5862068965517241,-0.18055555555555555,-0.18840579710144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,PRIMARY,BUY,1789580254.921,1789580254.921,0.0,1.0,1.0,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.11538461538461539,0.11538461538461539,0.8227848101265823,0.8227848101265823,0.7341772151898734,0.7341772151898734,0.5569620253164557,0.5569620253164557,0.056910569105691054,0.056910569105691054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,BURST,BUY,1789581028.4910002,1789581028.992,0.500999927520752,0.7741935483870968,0.7666666666666667,0.8709677419354839,0.8666666666666667,0.6451612903225806,0.6333333333333333,-0.058823529411764705,-0.061224489795918366,0.6721311475409836,0.6587301587301587,0.860655737704918,0.8650793650793651,0.5327868852459017,0.5238095238095238,-0.12299465240641712,-0.13541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,PRIMARY,BUY,1789581649.428,1789581649.928,0.5,0.8846153846153846,0.9130434782608695,0.8076923076923077,0.8260869565217391,0.6923076923076923,0.7391304347826086,0.045454545454545456,0.05,0.8288288288288288,0.8468468468468469,0.7927927927927928,0.7927927927927928,0.6216216216216216,0.6396396396396397,0.022222222222222223,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,PRIMARY,BUY,1789582223.908,1789582223.908,0.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.08333333333333333,0.08333333333333333,0.9038461538461539,0.9038461538461539,0.8173076923076923,0.8173076923076923,0.7211538461538461,0.7211538461538461,0.05027932960893855,0.05027932960893855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,PRIMARY,SELL,1789583356.946,1789583356.946,0.0,0.9047619047619048,0.9047619047619048,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.6190476190476191,0.11764705882352941,0.11764705882352941,0.9090909090909091,0.9090909090909091,0.8522727272727273,0.8522727272727273,0.7613636363636364,0.7613636363636364,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,MICRO,BUY,1789584430.963,1789584430.963,0.0,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9142857142857143,-0.014925373134328358,-0.014925373134328358,0.9166666666666666,0.9166666666666666,0.875,0.875,0.7916666666666666,0.7916666666666666,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,MICRO,SELL,1789584568.385,1789584568.838,0.4530000686645508,0.8095238095238095,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.23809523809523808,0.2857142857142857,0.3076923076923077,0.3333333333333333,0.9230769230769231,0.9137931034482759,0.5641025641025641,0.5689655172413793,0.48717948717948717,0.4827586206896552,0.2413793103448276,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,PRIMARY,SELL,1789586926.748,1789586926.748,0.0,0.8695652173913043,0.8695652173913043,0.5217391304347826,0.5217391304347826,0.391304347826087,0.391304347826087,0.25,0.25,0.75,0.75,0.6710526315789473,0.6710526315789473,0.42105263157894735,0.42105263157894735,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,PRIMARY,BUY,1789592304.8969998,1789592304.8969998,0.0,0.43478260869565216,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.34782608695652173,0.34782608695652173,-0.3548387096774194,-0.3548387096774194,0.5666666666666667,0.5666666666666667,0.8333333333333334,0.8333333333333334,0.4,0.4,-0.19047619047619047,-0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,MICRO,SELL,1789592535.972,1789592535.972,0.0,0.9743589743589743,0.9743589743589743,0.8205128205128205,0.8205128205128205,0.7948717948717948,0.7948717948717948,0.08571428571428572,0.08571428571428572,0.9516129032258065,0.9516129032258065,0.8333333333333334,0.8333333333333334,0.7849462365591398,0.7849462365591398,0.06626506024096386,0.06626506024096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,SECONDARY,BUY,1789592591.9859998,1789592591.9859998,0.0,0.7575757575757576,0.7575757575757576,0.9393939393939394,0.9393939393939394,0.696969696969697,0.696969696969697,-0.10714285714285714,-0.10714285714285714,0.8303030303030303,0.8303030303030303,0.9636363636363636,0.9636363636363636,0.793939393939394,0.793939393939394,-0.07432432432432433,-0.07432432432432433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,MICRO,SELL,1789592995.458,1789593002.968,7.509999990463257,0.8888888888888888,0.8611111111111112,0.9629629629629629,0.9444444444444444,0.8518518518518519,0.8055555555555556,-0.04,-0.046153846153846156,0.881578947368421,0.8924050632911392,0.9342105263157895,0.9493670886075949,0.8157894736842105,0.8417721518987342,-0.028985507246376812,-0.030927835051546393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
historical7d,PRIMARY,SELL,1789593033.9889998,1789593033.9889998,0.0,0.8571428571428571,0.8571428571428571,0.8285714285714286,0.8285714285714286,0.6857142857142857,0.6857142857142857,0.01694915254237288,0.01694915254237288,0.9005847953216374,0.9005847953216374,0.9122807017543859,0.9122807017543859,0.8128654970760234,0.8128654970760234,-0.0064516129032258064,-0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
