window,interval,segment_id,engine,side,side_sign,entry_ts,bid_update_frac2,ask_update_frac2,both_update_frac2,bid_ask_update_imb2,bid_update_frac10,ask_update_frac10,both_update_frac10,bid_ask_update_imb10,trade_count2,trade_count10,trade_quote_ratio2,trade_quote_ratio10,buy_trade_count2,sell_trade_count2,dir_trade_count_imb2,buy_trade_count10,sell_trade_count10,dir_trade_count_imb10,buy_volume2,sell_volume2,dir_trade_volume_imb2,buy_volume10,sell_volume10,dir_trade_volume_imb10,last_move2,last_move10,dir_last_move2,dir_last_move10
historical7d,500ms,0,PRIMARY,SELL,-1,1789593033.9889998,0.8571428571428571,0.8285714285714286,0.6857142857142857,0.01694915254237288,0.9005847953216374,0.9122807017543859,0.8128654970760234,-0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789594424.963,0.8918918918918919,0.7837837837837838,0.6756756756756757,0.06451612903225806,0.8952879581151832,0.9267015706806283,0.8219895287958116,-0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789595292.485,0.918918918918919,0.8378378378378378,0.7567567567567568,0.046153846153846156,0.9080459770114943,0.8275862068965517,0.735632183908046,0.046357615894039736,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789596332.446,0.5862068965517241,0.8620689655172413,0.4482758620689655,-0.19047619047619047,0.6834532374100719,0.8273381294964028,0.5107913669064749,-0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789597139.999,0.8333333333333334,0.8611111111111112,0.6944444444444444,-0.01639344262295082,0.6413793103448275,0.9379310344827586,0.5793103448275863,-0.18777292576419213,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789598203.407,0.5625,0.90625,0.46875,-0.23404255319148937,0.7109826589595376,0.8670520231213873,0.5780346820809249,-0.0989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789598739.483,0.6,0.9333333333333333,0.5333333333333333,-0.21739130434782608,0.7,0.8866666666666667,0.5866666666666667,-0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789599541.468,0.8064516129032258,0.8064516129032258,0.6129032258064516,0.0,0.6071428571428571,0.8857142857142857,0.4928571428571429,-0.18660287081339713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789615338.474,0.6470588235294118,0.8235294117647058,0.47058823529411764,-0.12,0.6440677966101694,0.847457627118644,0.4915254237288136,-0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789616035.973,0.5454545454545454,1.0,0.5454545454545454,-0.29411764705882354,0.43333333333333335,0.9833333333333333,0.4166666666666667,-0.38823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789618080.499,0.5,0.8,0.3,-0.23076923076923078,0.4878048780487805,0.8536585365853658,0.34146341463414637,-0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,BUY,1,1789618633.982,0.8333333333333334,0.6666666666666666,0.5,0.1111111111111111,0.8421052631578947,0.6710526315789473,0.5131578947368421,0.11304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historical7d,500ms,0,PRIMARY,SELL,-1,1789621006.3980002,0.875,0.5625,0.4375,0.21739130434782608,0.8705882352941177,0.6705882352941176,0.5411764705882353,0.1297709923664122,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
