window,engine,side,entry_500ms,entry_1s,abs_delta_sec,raw_count2_500ms,raw_count2_1s,raw_count10_500ms,raw_count10_1s,event_rate_accel_2_10_500ms,event_rate_accel_2_10_1s,median_iat2_ms_500ms,median_iat2_ms_1s,median_iat10_ms_500ms,median_iat10_ms_1s,iat_ratio_2_10_500ms,iat_ratio_2_10_1s,mid_move2_500ms,mid_move2_1s,mid_move10_500ms,mid_move10_1s,dir_mid_move2_500ms,dir_mid_move2_1s,dir_mid_move10_500ms,dir_mid_move10_1s,event_eff2_500ms,event_eff2_1s,event_eff10_500ms,event_eff10_1s,event_imb2_500ms,event_imb2_1s,event_imb10_500ms,event_imb10_1s,dir_event_imb2_500ms,dir_event_imb2_1s,dir_event_imb10_500ms,dir_event_imb10_1s,dir_imbalance_delta_2_10_500ms,dir_imbalance_delta_2_10_1s,quote_sidedness2_500ms,quote_sidedness2_1s,two_sided_update_frac2_500ms,two_sided_update_frac2_1s,spread_rel10_500ms,spread_rel10_1s,spread_change_rel2_500ms,spread_change_rel2_1s,spread_compression10_500ms,spread_compression10_1s,dir_range_position10_500ms,dir_range_position10_1s
historical7d,PRIMARY,BUY,1789580254.921,1789580254.921,0.0,29.0,29.0,79.0,79.0,1.8354430379746836,1.8354430379746836,50.99987983703613,50.99987983703613,55.9999942779541,55.9999942779541,0.9107122330030952,0.9107122330030952,1.0,1.0,1.6899999999995998,1.6899999999995998,1.0,1.0,1.6899999999995998,1.6899999999995998,0.5813953488362009,0.5813953488362009,0.5168195718653958,0.5168195718653958,0.35714285714285715,0.35714285714285715,0.16883116883116883,0.16883116883116883,0.35714285714285715,0.35714285714285715,0.16883116883116883,0.16883116883116883,0.18831168831168832,0.18831168831168832,0.17857142857142858,0.17857142857142858,0.8214285714285714,0.8214285714285714,0.9310344827602428,0.9310344827602428,0.0,0.0,0.620689655170359,0.620689655170359,0.9098591549287085,0.9098591549287085
historical7d,BURST,BUY,1789581028.4910002,1789581028.992,0.500999927520752,31.0,30.0,122.0,126.0,1.2704918032786885,1.1904761904761905,50.499916076660156,50.99964141845703,51.999807357788086,51.999807357788086,0.9711558300436033,0.9807659683727413,0.42999999999938154,0.2600000000002183,2.449999999999818,2.7249999999994543,0.42999999999938154,0.2600000000002183,2.449999999999818,2.7249999999994543,0.2263157894739437,0.17687074829976587,0.3145057766372059,0.3500321130384432,0.2,0.034482758620689655,0.21666666666666667,0.22580645161290322,0.2,0.034482758620689655,0.21666666666666667,0.22580645161290322,-0.016666666666666663,-0.19132369299221358,-0.13333333333333333,-0.10344827586206896,0.6666666666666666,0.6206896551724138,0.5925925925910955,0.5660377358513878,-0.5185185185188927,-0.22641509433780949,1.5185185185155243,1.5849056603749625,0.8877551020408259,0.9931972789114152
historical7d,PRIMARY,BUY,1789581649.428,1789581649.928,0.5,26.0,23.0,111.0,111.0,1.1711711711711712,1.0360360360360361,51.000118255615234,51.000118255615234,51.49996280670166,51.49996280670166,0.9902942735519533,0.9902942735519533,0.27000000000043656,-0.16499999999905413,0.29500000000007276,0.2900000000008731,0.27000000000043656,-0.16499999999905413,0.29500000000007276,0.2900000000008731,0.16666666666722807,0.17647058823472192,0.06190975865680133,0.062098501070777246,0.12,0.0,-0.027522935779816515,-0.027522935779816515,0.12,0.0,-0.027522935779816515,-0.027522935779816515,0.1475229357798165,0.027522935779816515,0.04,0.09090909090909091,0.72,0.7272727272727273,0.9062500000007105,0.9062499999981348,-0.062499999998578915,-0.09375000000186517,0.46875000000213163,0.46875000000079936,0.3333333333340551,0.3333333333340551
historical7d,PRIMARY,BUY,1789582223.908,1789582223.908,0.0,28.0,28.0,104.0,104.0,1.346153846153846,1.346153846153846,51.999807357788086,51.999807357788086,52.00004577636719,52.00004577636719,0.9999954150313611,0.9999954150313611,-0.1749999999992724,-0.1749999999992724,0.35500000000047294,0.35500000000047294,-0.1749999999992724,-0.1749999999992724,0.35500000000047294,0.35500000000047294,0.12727272727253486,0.12727272727253486,0.10070921985848248,0.10070921985848248,-0.07692307692307693,-0.07692307692307693,0.04950495049504951,0.04950495049504951,-0.07692307692307693,-0.07692307692307693,0.04950495049504951,0.04950495049504951,-0.12642802741812642,-0.12642802741812642,0.14814814814814814,0.14814814814814814,0.7037037037037037,0.7037037037037037,0.8529411764701161,0.8529411764701161,-0.49999999999732503,-0.49999999999732503,0.617647058823372,0.617647058823372,0.11811023622317918,0.11811023622317918
historical7d,PRIMARY,SELL,1789583356.946,1789583356.946,0.0,21.0,21.0,88.0,88.0,1.1931818181818181,1.1931818181818181,54.000020027160645,54.000020027160645,52.99973487854004,52.99973487854004,1.0188733991012024,1.0188733991012024,-0.6900000000005093,-0.6900000000005093,-0.9200000000000728,-0.9200000000000728,0.6900000000005093,0.6900000000005093,0.9200000000000728,0.9200000000000728,0.7582417582409235,0.7582417582409235,0.28840125391814314,0.28840125391814314,-0.3684210526315789,-0.3684210526315789,-0.023809523809523808,-0.023809523809523808,0.3684210526315789,0.3684210526315789,0.023809523809523808,0.023809523809523808,0.34461152882205515,0.34461152882205515,0.15,0.15,0.65,0.65,0.8571428571398874,0.8571428571398874,-0.11428571428549156,-0.11428571428549156,0.3142857142870507,0.3142857142870507,0.9004975124391796,0.9004975124391796
historical7d,MICRO,BUY,1789584430.963,1789584430.963,0.0,35.0,35.0,72.0,72.0,2.4305555555555554,2.4305555555555554,49.49986934661865,49.49986934661865,51.999807357788086,51.999807357788086,0.951924090911175,0.951924090911175,6.9399999999996,6.9399999999996,7.125,7.125,6.9399999999996,6.9399999999996,7.125,7.125,0.6628462273162021,0.6628462273162021,0.6071580741375427,0.6071580741375427,0.47058823529411764,0.47058823529411764,0.22857142857142856,0.22857142857142856,0.47058823529411764,0.47058823529411764,0.22857142857142856,0.22857142857142856,0.24201680672268908,0.24201680672268908,-0.029411764705882353,-0.029411764705882353,0.9117647058823529,0.9117647058823529,0.4411764705881566,0.4411764705881566,-0.2941176470605544,-0.2941176470605544,1.470588235297422,1.470588235297422,0.8335419274092661,0.8335419274092661
historical7d,MICRO,SELL,1789584568.385,1789584568.838,0.4530000686645508,21.0,21.0,117.0,116.0,0.8974358974358975,0.9051724137931034,50.499916076660156,52.00004577636719,51.999807357788086,51.999807357788086,0.9711558300436033,1.0000045849896608,0.15499999999974534,0.10499999999956344,-0.5650000000005093,-0.7650000000003274,-0.15499999999974534,-0.10499999999956344,0.5650000000005093,0.7650000000003274,0.28440366972568926,0.18260869565233898,0.14213836478011943,0.19391634981011735,0.0,-0.1,-0.043478260869565216,-0.10526315789473684,-0.0,0.1,0.043478260869565216,0.10526315789473684,-0.043478260869565216,-0.005263157894736831,0.35,0.45,0.25,0.25,0.8787878787879623,0.8787878787879623,0.09090909090833926,-0.030303030303698436,0.5757575757592461,0.5757575757592461,0.460317460318988,0.7777777777786332
historical7d,PRIMARY,SELL,1789586926.748,1789586926.748,0.0,23.0,23.0,76.0,76.0,1.5131578947368423,1.5131578947368423,50.50003528594971,50.50003528594971,92.00000762939453,92.00000762939453,0.548913381500793,0.548913381500793,0.23000000000047294,0.23000000000047294,0.11499999999978172,0.11499999999978172,-0.23000000000047294,-0.23000000000047294,-0.11499999999978172,-0.11499999999978172,0.3108108108119236,0.3108108108119236,0.04070796460170837,0.04070796460170837,0.2727272727272727,0.2727272727272727,0.06666666666666667,0.06666666666666667,-0.2727272727272727,-0.2727272727272727,-0.06666666666666667,-0.06666666666666667,-0.20606060606060606,-0.20606060606060606,0.3181818181818182,0.3181818181818182,0.4090909090909091,0.4090909090909091,0.7272727272722261,0.7272727272722261,-0.30303030303147227,-0.30303030303147227,0.636363636366643,0.636363636366643,-0.25301204819393286,-0.25301204819393286
historical7d,PRIMARY,BUY,1789592304.8969998,1789592304.8969998,0.0,23.0,23.0,90.0,90.0,1.2777777777777777,1.2777777777777777,52.49989032745361,52.49989032745361,51.999568939208984,51.999568939208984,1.0096216449184328,1.0096216449184328,0.22000000000025466,0.22000000000025466,2.069999999999709,2.069999999999709,0.22000000000025466,0.22000000000025466,2.069999999999709,2.069999999999709,0.4000000000003307,0.4000000000003307,0.6142433234415727,0.6142433234415727,0.047619047619047616,0.047619047619047616,0.3409090909090909,0.3409090909090909,0.047619047619047616,0.047619047619047616,0.3409090909090909,0.3409090909090909,-0.29329004329004327,-0.29329004329004327,-0.5,-0.5,0.3181818181818182,0.3181818181818182,0.7792207792193679,0.7792207792193679,-0.6233766233788016,-0.6233766233788016,0.7792207792217303,0.7792207792217303,0.9809069212414956,0.9809069212414956
historical7d,MICRO,SELL,1789592535.972,1789592535.972,0.0,39.0,39.0,186.0,186.0,1.0483870967741935,1.0483870967741935,50.499916076660156,50.499916076660156,50.00019073486328,50.00019073486328,1.009994468710065,1.009994468710065,-1.0300000000006548,-1.0300000000006548,-4.130000000000109,-4.130000000000109,1.0300000000006548,1.0300000000006548,4.130000000000109,4.130000000000109,0.187613843351675,0.187613843351675,0.129304946775238,0.129304946775238,-0.21052631578947367,-0.21052631578947367,-0.021739130434782608,-0.021739130434782608,0.21052631578947367,0.21052631578947367,0.021739130434782608,0.021739130434782608,0.18878718535469108,0.18878718535469108,0.15789473684210525,0.15789473684210525,0.7894736842105263,0.7894736842105263,0.42424242424213193,0.42424242424213193,-0.6363636363638869,-0.6363636363638869,0.9848484848495288,0.9848484848495288,0.7509607993852143,0.7509607993852143
