window,interval,segment_id,engine,side,side_sign,entry_index,exit_index,entry_ts,exit_ts,hold_sec,exit_reason,pnl_inr,mfe_usd,mae_usd,censored,fixed_balance_inr,range60_rel,spread_rel,activity_rel,er60,spread_to_range,dir_m10_rel,dir_m30_rel,dir_m60_rel,dir_m300_rel,dir_eff60,flow_align10,flow_align60,accel_10_60,accel_30_300,short_long_balance,pullback60,pullback300,market_heat,execution_heat,session_age_sec
historical7d,500ms,0,PRIMARY,SELL,-1,40820,42620,1789593033.9889998,1789593933.999,900.0100002288818,max_hold,55.3125,21.299999999999272,-2.130000000000109,False,500.0,4.263904034897054,0.800000000001819,2.3424657534246576,0.07498835584536083,0.02455242966759081,2.972222222219111,2.129817444220513,3.409984871407729,2.91304347826079,0.07498835584536083,0.07602339181286549,0.020833333333333332,-0.4377626491886182,-0.7832260340402772,-0.6104943416144477,0.2301790281330009,0.11230346892937441,9.988049177635565,1.8739726027439871,22454.884999752045
historical7d,500ms,0,PRIMARY,SELL,-1,43601,43622,1789594424.963,1789594435.471,10.507999897003174,emergency_stop,-17.212499999997135,0.0,-4.589999999999236,False,500.0,2.001332445036671,0.6976744186032247,1.1437125748502994,0.06271200695242873,0.019973368841495583,2.1794871794871282,3.1436077057791234,3.460170146945135,18.106936416189434,0.06271200695242873,0.031578947368421054,-0.033789954337899546,-1.2806829674580067,-14.96332871041031,-8.12200583893416,0.1348202396804585,0.04924012158055929,2.2889490838443365,0.7979390057078797,23845.858999967575
historical7d,500ms,0,PRIMARY,SELL,-1,45336,46015,1789595292.485,1789595631.924,339.4390001296997,take_profit,93.82500000000164,25.020000000000437,-3.7600000000002183,False,500.0,1.0811940298508398,0.6666666666666666,1.0481927710843373,0.07187317125073639,0.032026504693534436,1.2730375426618405,2.976213130351358,1.3167641325535995,3.6061946902649775,0.07187317125073639,0.14619883040935672,0.06149479659413434,-0.04372658989175893,-0.6299815599136194,-0.3368540749026889,0.04307012700159088,0.022446043165434124,1.1332997662291935,0.6987951807228915,24713.380999803543
historical7d,500ms,0,PRIMARY,SELL,-1,47416,47986,1789596332.446,1789596617.4259999,284.9799997806549,take_profit,94.08750000000055,25.090000000000146,-3.25,False,500.0,1.0421139554087713,0.5217391304342668,0.8057971014492754,0.08402495910828248,0.02535657686210016,-1.1678420310297306,0.29835831548899133,1.5233388248216875,0.5569871159564638,0.08402495910828248,0.1079136690647482,0.20824295010845986,-2.6911808558514183,-0.25862880046747244,-1.4749048281594452,0.25673534072902837,0.12448770491804491,0.8397324046482273,0.4204158790165976,25753.34200000763
historical7d,500ms,0,PRIMARY,SELL,-1,49031,49131,1789597139.999,1789597189.9910002,49.992000102996826,emergency_stop,-15.562499999998636,0.75,-4.149999999999636,False,500.0,0.930563798219632,0.6304347826085667,0.847953216374269,0.04127880849970322,0.03698979591836202,1.5350140056022437,1.5909797822706917,0.7257336343115721,0.6852300242128422,0.04127880849970322,0.2638888888888889,0.23687031082529475,0.8092803712906715,0.9057497580578495,0.8575150646742604,0.008290816326595422,0.004146730462552621,0.7890745657417932,0.5345792016271472,26560.894999980927
historical7d,500ms,0,PRIMARY,SELL,-1,51158,51258,1789598203.407,1789598253.4499998,50.04299974441528,emergency_stop,-15.2250000000015,0.25,-4.0600000000004,False,500.0,0.9806133239337578,0.37777777777771043,1.0745341614906831,0.11493772465097833,0.024442846872764133,1.8400000000003036,1.5678160919538249,1.6626360338574107,0.5004035512510177,0.11493772465097833,0.35714285714285715,0.16910229645093947,0.17736396614289296,1.0674125407028072,0.62238825342285,0.0,0.09817596566522563,1.0537025157797522,0.4059351276741857,27624.302999973297
historical7d,500ms,0,PRIMARY,BUY,1,52230,52497,1789598739.483,1789598872.832,133.34899997711182,emergency_stop,-15.0,0.9700000000002547,-4.0,False,500.0,0.8377649325624597,0.7027027027026362,0.9554140127388535,0.07972628898790446,0.047838086476585585,1.775700934578073,2.1458333333337034,1.477876106194612,0.7453102453101599,0.07972628898790446,0.1095890410958904,0.07032181168057211,0.297824828383461,1.4005230880235435,0.8491739582035024,0.0340386384543713,0.1459721380981277,0.8004123559513946,0.6713720089515633,28160.3789999485
historical7d,500ms,0,PRIMARY,BUY,1,53827,53945,1789599541.468,1789606800.481,7259.013000011444,emergency_stop,-49.837499999999864,1.269999999999527,-13.289999999999964,False,500.0,0.4578535237217069,0.7500000000018948,0.9790209790209791,0.056829852789924744,0.10865191146900287,1.1733333333334788,0.35796387520518685,0.8077858880778525,0.49783549783554926,0.056829852789924744,0.22302158273381295,0.13055954088952654,0.3655474452556263,-0.1398716226303624,0.11283791131263193,0.020120724346152308,0.3770620581303564,0.44824820504223056,0.7342657342675893,28962.363999843597
historical7d,500ms,0,PRIMARY,BUY,1,63029,63141,1789615338.474,1789615398.95,60.4760000705719,emergency_stop,-15.074999999998225,0.27000000000043656,-4.019999999999527,False,500.0,1.344262295082456,0.6222222222212791,0.9915966386554622,0.10737258782779692,0.0853658536584419,-0.09090909090890299,1.326241134753333,2.30238726790432,2.7987616099077695,0.10737258782779692,-0.11864406779661017,0.0707070707070707,-2.393296358813223,-1.4725204751544365,-1.9329084169838298,0.07926829268297755,0.07313997477930718,1.3329659732750405,0.6169934640513524,1836.6659998893738
historical7d,500ms,0,PRIMARY,BUY,1,64180,64286,1789616035.973,1789616098.7059999,62.73299980163574,emergency_stop,-15.037499999997408,0.0,-4.009999999999309,False,500.0,1.2669603524229567,0.6706586826344566,0.975609756097561,0.1583681336329889,0.07788595271202378,1.1565217391307374,1.007228915662809,1.6825938566552223,2.4090267983076723,0.1583681336329889,-0.05084745762711865,0.03225806451612903,-0.5260721175244849,-1.4017978826448634,-0.9639350000846741,0.055632823365731277,0.02939015429828601,1.2360588804126407,0.6543011537897138,2534.164999961853
historical7d,500ms,0,PRIMARY,BUY,1,67657,67767,1789618080.499,1789618136.971,56.47199988365173,emergency_stop,-15.412499999998772,1.5999999999994543,-4.109999999999673,False,500.0,1.7748633879772844,0.2325581395358183,1.2615384615384615,0.07189757058432303,0.024630541872013877,-3.567901234569426,2.122033898305252,1.6192236598895144,9.270903010031692,0.07189757058432303,-0.5609756097560976,-0.1377245508982036,-5.1871248944589405,-7.148869111726439,-6.16799700309269,0.35714285714285715,0.08224617129891146,2.239058427909805,0.29338103756826306,1800.8860001564026
historical7d,500ms,0,PRIMARY,BUY,1,68720,70317,1789618633.982,1789619534.2089999,900.2269997596741,max_hold,40.08750000000191,12.079999999999927,-1.3400000000001455,False,500.0,1.4008583690984189,0.5485714285706446,1.027027027027027,0.12576505429422405,0.05882352941172537,2.0748663101621028,3.9871382636664787,2.3548983364144074,1.5784061696655274,0.12576505429422405,0.21052631578947367,-0.03535353535353535,-0.2800320262523046,2.4087320940009516,1.064350033874323,0.017156862745030838,0.00905562742557735,1.4387194061010788,0.5633976833968781,2354.369000196457
historical7d,500ms,0,PRIMARY,SELL,-1,72977,74653,1789621006.3980002,1789621906.901,900.5029997825623,max_hold,61.38749999999959,16.36999999999989,-0.6100000000005821,False,500.0,1.3960176991150777,0.5000000000009885,1.3076923076923077,0.05445716267775282,0.07290015847876118,-2.3043478260876444,0.7025089605729439,1.5205811138014655,2.056807051909335,0.05445716267775282,-0.08235294117647059,-0.008733624454148471,-3.82492893988911,-1.3542980913363913,-2.5896135156127507,0.39619651347071344,0.16046213093711834,1.8255616065351017,0.6538461538474466,2005.2870001792908
historical7d,500ms,0,PRIMARY,SELL,-1,76497,78102,1789623087.402,1789623987.642,900.2400000095367,max_hold,8.587499999999864,6.089999999999236,-3.180000000000291,False,500.0,1.694505494505235,0.6590909090900635,1.4086956521739131,0.07580174927111744,0.07522697795071244,-1.3552631578944376,2.3385826771657094,2.1920374707240398,1.0802919708028091,0.07580174927111744,-0.06172839506172839,0.05128205128205128,-3.547300628618477,1.2582907063629003,-1.1445049611277884,0.2075226977949061,0.13973799126628397,2.387042522694331,0.9284584980225243,4086.290999889374
historical7d,500ms,0,PRIMARY,BUY,1,82300,82783,1789626636.3049998,1789626954.4950001,318.19000029563904,momentum_zero_cross,5.13749999999959,3.4099999999998545,-0.3999999999996362,False,500.0,1.6047430830043448,0.736842105262717,1.236842105263158,0.18557662418402668,0.09195402298841991,-0.01999999999679858,4.4193548387068615,3.470930232560138,1.4049773755660908,0.18557662418402668,0.02127659574468085,0.0931174089068826,-3.4909302325569365,3.0143774631407707,-0.23827638470808288,0.004926108374192961,0.004201680672106203,1.9848138131895845,0.9113573407196763,2461.151999950409
historical7d,500ms,0,PRIMARY,BUY,1,93437,95049,1789635294.824,1789636194.948,900.1240000724792,max_hold,24.862499999997,7.3799999999992,-0.910000000000764,False,500.0,0.9454545454538609,0.6067415730344656,1.02803738317757,0.08586426696669096,0.15976331360984958,-0.9932885906026667,0.48398576512485003,1.4585987261163211,8.173584905661444,0.08586426696669096,-0.16981132075471697,-0.013422818791946308,-2.451887316718988,-7.689599140536594,-5.070743228627791,0.3254437869820702,0.0869565217390179,0.971962616821726,0.6237530190073945,1800.7799999713898
historical7d,500ms,0,PRIMARY,BUY,1,101273,102431,1789639759.456,1789640406.004,646.5479998588562,momentum_zero_cross,28.80000000000109,13.69000000000051,-1.0599999999994907,False,500.0,0.9257142857139442,0.6086956521735691,0.9906542056074766,0.08345978755711446,0.1296296296297336,3.8965517241419323,0.7109375000000278,1.4864864864855896,2.1552511415531383,0.08345978755711446,0.05660377358490566,0.1032258064516129,2.410065237656343,-1.4443136415531106,0.48287579805161607,0.13580246913548363,0.05057471264353397,0.9170627503334401,0.6030069077607321,6265.412000179291
historical7d,500ms,0,PRIMARY,BUY,1,103222,104744,1789640864.822,1789641765.276,900.4539999961853,max_hold,8.025000000001228,7.279999999999745,-0.4399999999995998,False,500.0,1.8000000000002538,0.9062500000007105,0.7758620689655172,0.12346032655378893,0.07493540051678858,-3.9620253164617294,-0.08695652174113626,1.773662551441235,3.9847792998480136,0.12346032655378893,-0.4090909090909091,-0.012738853503184714,-5.735687867902964,-4.07173582158915,-4.9037118447460575,0.4354005167959813,0.1929021179164812,1.396551724138128,0.7031250000005512,7370.778000116348
historical7d,500ms,0,PRIMARY,SELL,-1,107697,108261,1789643496.452,1789643836.987,340.5350000858307,momentum_zero_cross,4.537500000000136,5.25,-0.7100000000000364,False,500.0,1.65281899109789,0.6000000000006064,0.6,0.17049808429099592,0.0646319569121366,1.2549019607848733,2.585365853659691,2.52482269503579,1.8496453900707595,0.17049808429099592,-0.0,0.0673854447439353,-1.269920734250917,0.7357204635889314,-0.26710013533099275,0.034111310592552825,0.020255863539501654,0.991691394658734,0.3600000000003638,10002.40799999237
historical7d,500ms,0,PRIMARY,SELL,-1,109815,109980,1789644738.46,1789644835.388,96.92799997329712,momentum_zero_cross,-8.587499999999864,0.7199999999993452,-2.2899999999999636,False,500.0,1.793939393938766,0.8928571428579549,1.6734693877551021,0.09440211990714507,0.08445945945948437,4.191304347830323,3.0891089108967775,1.716867469878947,2.5985401459859006,0.09440211990714507,-0.012345679012345678,-0.059190031152647975,2.4744368779513763,0.490568764910877,1.4825028214311269,0.3716216216215469,0.22066198595777864,3.0021026592444655,1.4941690962112715,11244.416000127792
historical7d,500ms,0,PRIMARY,SELL,-1,115665,116314,1789648231.488,1789648621.497,390.0090000629425,emergency_stop,-15.412499999998772,0.0,-4.109999999999673,False,500.0,1.0535211267599356,1.0,1.9183673469387754,0.0869912210694699,0.12299465240625065,3.3191489361707616,2.6422764227651654,2.2474226804127837,3.6077265973244947,0.0869912210694699,0.17391304347826086,0.15839243498817968,1.0717262557579779,-0.9654501745593294,0.05313804059932403,0.03208556149707132,0.008298755186652048,2.021040528886407,1.9183673469387754,14737.444000005722
historical7d,500ms,0,PRIMARY,BUY,1,123461,124960,1789653260.3270001,1789654160.4550002,900.1280000209808,max_hold,31.38749999999959,10.229999999999563,-1.3800000000001091,False,500.0,1.5146579804560512,0.9310344827602428,0.825,0.06585200271560158,0.11612903225826136,-1.4352941176447427,-2.010695187164059,1.2763157894732198,3.036630036628819,0.06585200271560158,0.09090909090909091,0.05501618122977346,-2.7116099071179622,-5.047325223792878,-3.8794675654554203,0.5440860215051686,0.22854561878942206,1.249592833876242,0.7681034482772002,3900.6080000400543
historical7d,500ms,0,PRIMARY,SELL,-1,127945,128151,1789655867.452,1789656007.483,140.0310001373291,momentum_zero_cross,-3.97499999999809,0.42000000000007276,-1.6899999999995998,False,500.0,1.0958549222795144,0.9999999999984842,0.9661016949152542,0.24651661307636033,0.1418439716308763,0.9125000000015205,2.062256809338472,2.500000000001236,1.836858006042052,0.24651661307636033,0.03571428571428571,0.020080321285140562,-1.5874999999997152,0.22539880329641981,-0.6810505983516477,0.02364066193862272,0.016000000000058207,1.058707297795463,0.9661016949137898,2376.8609998226166
historical7d,500ms,0,PRIMARY,BUY,1,129511,131265,1789656821.38,1789657721.4380002,900.058000087738,max_hold,36.3374999999985,14.0,-0.21000000000003638,False,500.0,1.2512953367873572,0.7058823529411765,1.3396226415094339,0.1528439783918374,0.09937888198748875,5.388059701500135,2.1901140684440206,2.2742316784878516,3.1658291457283583,0.1528439783918374,0.07042253521126761,0.12,3.113828023012283,-0.9757150772843377,1.0690564728639724,0.0,0.0,1.6762635643755162,0.9456159822419534,3330.7890000343323
historical7d,500ms,0,PRIMARY,BUY,1,132174,133953,1789658183.9689999,1789659084.448,900.4790000915527,max_hold,46.65000000000191,22.890000000000327,-0.38000000000010914,False,500.0,1.3410909090910785,0.6749999999986642,1.145945945945946,0.11391145746971344,0.05856832971789435,3.1466666666699865,2.5972850678731616,1.8873626373626593,1.064137308039495,0.11391145746971344,0.1262135922330097,0.12027491408934708,1.2593040293073272,1.5331477598336667,1.396225894570497,0.029284164859045822,0.025023169601525508,1.5368176904178847,0.7735135135119828,4693.377999782562
historical7d,500ms,0,PRIMARY,BUY,1,135141,135222,1789659697.811,1789659739.4220002,41.611000061035156,emergency_stop,-15.2250000000015,0.4899999999997817,-4.0600000000004,False,500.0,0.6831333803811915,0.5866666666673458,0.8040201005025126,0.05236679624962573,0.09090909090919341,1.9253731343294522,1.6548463356968588,0.669590643275273,0.8719346049048131,0.05236679624962573,0.475,0.18706697459584296,1.2557824910541793,0.7829117307920457,1.0193471109231123,0.0,0.12234042553183917,0.5492529691507068,0.4716917922953534,6207.22000002861
historical7d,500ms,0,PRIMARY,SELL,-1,137284,137352,1789660805.488,1789660839.473,33.985000133514404,emergency_stop,-15.412500000002183,0.46999999999934516,-4.110000000000582,False,500.0,2.3566378633154215,0.7666666666677783,1.962962962962963,0.14988511961088222,0.030666666666729726,11.218181818178241,5.554430379751517,3.3708206686921587,1.075160403299789,0.14988511961088222,0.08860759493670886,-0.029900332225913623,7.847361149486082,4.479269976451729,6.163315562968907,0.09266666666662786,0.09266666666662786,4.625992842804346,1.5049382716071205,7314.896999835968
historical7d,500ms,0,PRIMARY,BUY,1,139144,140589,1789661749.9420002,1789662495.4540002,745.5120000839233,emergency_stop,-15.337500000000546,5.920000000000073,-4.0900000000001455,False,500.0,1.8813056379821307,0.9032258064496255,1.5714285714285714,0.10581639803779043,0.05888538380646455,0.8659793814440336,1.9850746268662525,2.4006359300471303,1.1967567567567252,0.10581639803779043,-0.06382978723404255,0.015965166908563134,-1.5346565486030967,0.7883178701095273,-0.37316933924678464,0.20820189274442882,0.10339425587464297,2.9563374311147768,1.4193548387065542,8259.351000070572
historical7d,500ms,0,PRIMARY,SELL,-1,142598,142686,1789663504.984,1789663549.472,44.48799991607666,emergency_stop,-15.112500000002456,0.0,-4.030000000000655,False,500.0,1.0647580095433269,0.8285714285736002,1.2820512820512822,0.07720090293455918,0.07426376440482062,3.6746031746033463,3.478927203067452,2.5286506469510646,0.8814691151921281,0.07720090293455918,0.13513513513513514,0.07995079950799508,1.1459525276522817,2.5974580878753235,1.8717053077638028,0.011523687580042309,0.006089309878223378,1.3650743712093936,1.0622710622738465,10014.392999887466
historical7d,500ms,0,PRIMARY,BUY,1,145206,145809,1789664819.497,1789665122.47,302.97300004959106,emergency_stop,-16.050000000002456,4.0,-4.280000000000655,False,500.0,1.9483163664842449,0.8923076923068313,0.9922480620155039,0.16206163655717987,0.04662379421220408,2.6387832699654905,1.6595744680864513,4.518518518519093,1.334942084942413,0.16206163655717987,0.03937007874015748,0.05477707006369427,-1.8797352485536023,0.3246323831440383,-0.7775514327047821,0.0,0.0,1.9332131388370801,0.8853905784129799,11328.90599989891
historical7d,500ms,0,PRIMARY,SELL,-1,149022,150766,1789666760.28,1789667660.3630002,900.0830001831055,max_hold,23.17500000000109,6.470000000000255,-2.639999999999418,False,500.0,1.0146914789423573,0.9333333333319186,0.8415841584158416,0.08335656537476699,0.10810810810800371,1.5363636363619377,1.994949494949386,1.1771653543306395,0.858213616489555,0.08335656537476699,0.08433734939759036,0.03225806451612903,0.3591982820312982,1.136735878459831,0.7479670802455645,0.12162162162181143,0.05412371134029641,0.8539482743574294,0.7854785478535948,13269.688999891281
historical7d,500ms,0,PRIMARY,SELL,-1,152763,152974,1789668684.972,1789668791.965,106.99300003051758,momentum_zero_cross,-9.562500000000682,0.8299999999999272,-2.75,False,500.0,1.2499999999995415,0.9062500000035527,0.9130434782608695,0.10895883777281172,0.0935483870970723,0.1839080459768673,1.4341736694686378,1.7543859649119324,1.0959641255604995,0.10895883777281172,-0.047619047619047616,-0.013043478260869565,-1.570477918935065,0.3382095439081383,-0.6161341875134634,0.030645161290116737,0.022511848341080547,1.1413043478256681,0.8274456521771568,15194.380999803543
historical7d,500ms,0,PRIMARY,BUY,1,156117,156816,1789670449.961,1789670824.465,374.5039999485016,momentum_zero_cross,0.7875000000001364,2.3700000000008004,-1.2599999999993088,False,500.0,1.4859437751004623,0.7636363636362433,0.7898089171974523,0.144297416508771,0.0756756756756739,0.5866666666666344,2.2441314553974414,2.94533762057935,1.3439048562934701,0.144297416508771,0.04918032786885246,0.06293706293706294,-2.3586709539127155,0.9002265991039713,-0.7292221774043721,0.0756756756756739,0.054687500000007404,1.1736116440283906,0.6031268094961413,16959.36999988556
historical7d,500ms,0,PRIMARY,BUY,1,158162,159806,1789671602.393,1789672502.4099998,900.0169999599457,max_hold,-8.249999999999318,1.699999999999818,-3.630000000000109,False,500.0,1.576379974326469,1.318181818180127,1.2116788321167884,0.1258034894398216,0.09446254071660948,1.9545454545499017,2.00800000000163,3.1494252873538704,2.2521008403368903,0.1258034894398216,0.075,0.14754098360655737,-1.1948798328039687,-0.24410084033526047,-0.7194903365696146,0.0765472312702589,0.04230423042298807,1.9100662462641889,1.597213005970081,18111.801999807358
historical7d,500ms,0,PRIMARY,SELL,-1,161725,163335,1789673571.864,1789674472.351,900.4869999885559,max_hold,3.75,4.389999999999418,-0.22000000000025466,False,500.0,1.6454545454545428,1.0232558139539802,1.0147058823529411,0.11417624521072822,0.08103130755073402,2.1403508771963415,2.682352941173953,3.9733333333359635,2.1651705565526576,0.11417624521072822,0.11764705882352941,0.041758241758241756,-1.832982456139622,0.5171823846212953,-0.6579000357591631,0.10497237569054851,0.04757929883136308,1.6696524064171097,1.0383036935709504,20081.273000001907
historical7d,500ms,0,PRIMARY,SELL,-1,174614,174663,1789681108.4099998,1789681137.875,29.46500015258789,momentum_zero_cross,-7.23749999999768,0.0,-2.339999999999236,False,500.0,1.0654867256628757,1.0799999999981083,1.0,0.1010207673352023,0.17940199335526288,2.626262626260585,0.8813559322039124,2.216216216215153,1.947204968943531,0.1010207673352023,0.4716981132075472,0.11904761904761904,0.41004641004543174,-1.0658490367396185,-0.3279013133470934,0.009966777408256413,0.26723223753980474,1.0654867256628757,1.0799999999981083,2340.5169999599457
historical7d,500ms,0,PRIMARY,BUY,1,191461,192632,1789702326.9910002,1789703227.079,900.0879998207092,max_hold,-8.175000000001091,1.8299999999999272,-2.9700000000002547,False,500.0,0.7239583333328312,0.6987951807220995,1.2467532467532467,0.057790106333711795,0.20863309352524106,-0.8421052631575588,1.078066914498478,0.6297229219150894,2.447368421054159,0.057790106333711795,-0.02127659574468085,-0.0970464135021097,-1.4718281850726482,-1.369301506555681,-1.4205648458141646,0.43165467625812665,0.07952286282287759,0.9025974025967766,0.8712251603807993,1940.1760001182556
historical7d,500ms,0,PRIMARY,BUY,1,195916,196983,1789705225.456,1789705870.4950001,645.0390000343323,emergency_stop,-15.075000000001635,2.3299999999999272,-4.020000000000437,False,500.0,1.8792650918628329,0.4186046511636269,0.6415094339622641,0.18125643666383692,0.050279329609020866,0.9006622516558844,1.866108786612388,3.9886685552395176,3.1336553945252597,0.18125643666383692,0.11764705882352941,0.08454810495626822,-3.088006303583633,-1.2675466079128717,-2.177776455748252,0.011173184357786014,0.005457025920991616,1.205566285345968,0.2685388328219493,1835.451000213623
