exit_day_utc,pnl_inr,trades
2026-09-16,54.57395976340403,20
2026-09-17,-49.10296085467182,38
2026-09-18,11.834215537065118,30
2026-09-21,-28.52347867779366,12
2026-09-22,-9.999499999999955,2
