trade_id,interval,segment_id,engine,side,checkpoint_nominal_sec,checkpoint_actual_sec,move_usd,peak_favorable_usd,mae_usd,directional_m60_usd,directional_imb10,qacc,release_gate,checkpoint_pnl_inr_fixed_size,eventual_pnl_inr,potential_saved_exposure_sec
1s-s1-t8,1s,1,SECONDARY,BUY,60,60.992000102996826,1.2100000000000364,2.4200000000000728,-0.07999999999992724,1.3149999999995998,-0.06666666666666667,0.8348623853211009,False,4.88033751366986,-16.173680520505933,1050.9489998817444
1s-s1-t8,1s,1,SECONDARY,BUY,120,120.9779999256134,2.5100000000002183,2.5100000000002183,-0.07999999999992724,1.0450000000000728,0.20588235294117646,0.7162629757785467,False,10.123675338274419,-16.173680520505933,990.9630000591278
1s-s1-t8,1s,1,SECONDARY,BUY,300,301.00300002098083,3.119999999999891,5.030000000000655,-0.07999999999992724,-1.2899999999999636,-0.04424778761061947,1.0721003134796239,False,12.584010779048738,-16.173680520505933,810.9379999637604
1s-s1-t9,1s,1,PRIMARY,SELL,60,60.99000000953674,-0.10999999999967258,1.2200000000002547,-0.6999999999998181,0.3599999999996726,0.07006369426751592,1.0063694267515924,False,-0.4303237602665484,21.790030406288032,839.039999961853
1s-s1-t9,1s,1,PRIMARY,SELL,120,120.33899974822998,0.1999999999998181,1.7200000000002547,-0.8500000000003638,0.48000000000047294,0.058823529411764705,1.1564245810055866,False,0.782406836849887,21.790030406288032,779.6910002231598
1s-s1-t9,1s,1,PRIMARY,SELL,300,300.49899983406067,6.760000000000218,6.770000000000437,-0.8500000000003638,2.8099999999994907,0.2345679012345679,1.0496760259179265,False,26.445351085551085,21.790030406288032,599.5310001373291
1s-s1-t10,1s,1,PRIMARY,SELL,60,60.97000002861023,0.38000000000010914,2.119999999999891,-0.9899999999997817,0.6999999999998181,0.11627906976744186,0.9582309582309583,False,1.5486745766745027,-16.587119808060432,513.9000000953674
1s-s1-t10,1s,1,PRIMARY,SELL,120,120.79800009727478,-0.46999999999934516,2.119999999999891,-0.9899999999997817,-0.7899999999999636,-0.0297029702970297,0.8010471204188482,True,-1.915465923778403,-16.587119808060432,454.0720000267029
1s-s1-t10,1s,1,PRIMARY,SELL,300,300.97699999809265,1.0600000000004002,2.119999999999891,-2.3599999999996726,-0.18500000000130967,-0.05263157894736842,1.1712328767123288,False,4.319986977039792,-16.587119808060432,273.893000125885
1s-s1-t11,1s,1,SECONDARY,SELL,60,60.00699996948242,2.6899999999996,2.6899999999996,-0.010000000000218279,2.975000000000364,0.12871287128712872,0.905982905982906,False,10.628340676958212,-16.159819096195946,207.9300000667572
1s-s1-t11,1s,1,SECONDARY,SELL,120,120.81499981880188,2.5999999999994543,5.4399999999996,-0.010000000000218279,-0.07999999999992724,-0.16483516483516483,0.8165680473372781,False,10.272745635721064,-16.159819096195946,147.12200021743774
1s-s1-t12,1s,1,PRIMARY,BUY,60,60.00600004196167,3.3900000000003274,3.5600000000004,-0.9399999999995998,3.75,0.11724137931034483,1.092964824120603,False,12.983216486058053,4.251141681273982,277.981999874115
1s-s1-t12,1s,1,PRIMARY,BUY,120,120.87000012397766,3.800000000000182,4.960000000000036,-0.9399999999995998,0.29500000000007276,0.04424778761061947,0.9830508474576272,False,14.553458007969972,4.251141681273982,217.117999792099
1s-s1-t12,1s,1,PRIMARY,BUY,300,300.69799995422363,2.2600000000002183,5.350000000000364,-0.9399999999995998,-0.39499999999952706,-0.05747126436781609,1.0887096774193548,False,8.655477657372035,4.251141681273982,37.28999996185303
1s-s1-t13,1s,1,SECONDARY,SELL,60,60.78399991989136,1.1899999999995998,1.4299999999993815,-0.4400000000005093,1.4349999999994907,0.045454545454545456,1.0674157303370786,False,4.595471710420519,1.0426700519426757,267.24699997901917
1s-s1-t13,1s,1,SECONDARY,SELL,120,120.0550000667572,1.769999999999527,2.709999999999127,-0.4400000000005093,0.35500000000047294,-0.22413793103448276,0.9860724233983287,False,6.835281451634354,1.0426700519426757,207.97599983215332
1s-s1-t13,1s,1,SECONDARY,SELL,300,300.8900001049042,1.25,2.709999999999127,-0.5300000000006548,1.1049999999995634,-0.16,0.9868421052631579,False,4.827176166409731,1.0426700519426757,27.140999794006348
1s-s1-t14,1s,1,SECONDARY,BUY,60,60.44200015068054,0.5900000000001455,1.1899999999995998,-0.3000000000001819,0.8599999999996726,-0.08,0.8595505617977528,False,2.2830409655258026,7.081296554086479,1139.5590000152588
1s-s1-t14,1s,1,SECONDARY,BUY,120,120.77400016784668,0.6099999999996726,1.1899999999995998,-0.7300000000004729,0.07999999999901775,-0.015873015873015872,0.8571428571428571,False,2.3604321846943197,7.081296554086479,1079.2269999980927
1s-s1-t14,1s,1,SECONDARY,BUY,300,301.0030002593994,1.9799999999995634,2.9399999999996,-0.7300000000004729,0.5150000000003274,-0.12280701754385964,0.7125,False,7.661730697862674,7.081296554086479,898.9979999065399
1s-s1-t15,1s,1,PRIMARY,BUY,60,60.62899994850159,-0.819999999999709,0.1499999999996362,-0.819999999999709,-0.5150000000003274,-0.125,0.8117647058823529,True,-3.2165899597907215,-0.11768012047919117,267.38700008392334
1s-s1-t15,1s,1,PRIMARY,BUY,120,120.83100008964539,0.4499999999998181,1.0799999999999272,-0.9600000000000364,1.2799999999997453,-0.024390243902439025,1.1388888888888888,False,1.7652018072021383,-0.11768012047919117,207.18499994277954
1s-s1-t15,1s,1,PRIMARY,BUY,300,300.92700004577637,1.3100000000004002,4.510000000000218,-0.9600000000000364,-0.3850000000002183,0.027777777777777776,0.7970479704797048,False,5.138698594303205,-0.11768012047919117,27.08899998664856
1s-s1-t16,1s,1,PRIMARY,BUY,60,60.03500008583069,-1.8099999999994907,0.14000000000032742,-2.0799999999999272,-1.409999999998945,0.0392156862745098,1.0337837837837838,False,-7.0984364280006345,29.334974851637035,840.9760000705719
1s-s1-t16,1s,1,PRIMARY,BUY,120,121.01400017738342,-0.8699999999998909,0.14000000000032742,-2.0799999999999272,1.0100000000002183,0.1,0.7468879668049793,False,-3.4119556311389583,29.334974851637035,779.9969999790192
1s-s1-t16,1s,1,PRIMARY,BUY,300,300.039999961853,5.5900000000001455,5.5900000000001455,-3.9799999999995634,4.930000000000291,0.18584070796460178,1.107843137254902,False,21.92279537709157,29.334974851637035,600.9710001945496
1s-s1-t17,1s,1,PRIMARY,BUY,60,60.986000299453735,-0.5299999999997453,0.0,-0.9200000000000728,-0.2250000000003638,0.10204081632653061,0.8909090909090909,False,-2.1951542083719895,-6.3783726054611485,129.7779998779297
1s-s1-t17,1s,1,PRIMARY,BUY,120,120.87000012397766,-0.3000000000001819,0.0,-1.0,0.14499999999952706,0.15254237288135594,1.0588235294117647,False,-1.2425401179477595,-6.3783726054611485,69.89400005340576
1s-s1-t18,1s,1,PRIMARY,BUY,60,60.680999755859375,0.9299999999993815,1.0099999999993088,-1.0200000000004366,1.1849999999994907,0.0,1.0040816326530613,False,3.8073852167100966,-9.416113976816924,38.29900026321411
