label,interval,entry_ts,engines,legacy_engine,legacy_actual_pnl_inr,policy_engine,policy_predicted_ev_inr,policy_actual_pnl_inr,delta_policy_vs_legacy_inr
historical_walkforward,1s,1789745230.877,SECONDARY|BURST,SECONDARY,-15.299999999999727,SECONDARY,2.2459109724422612,-15.299999999999727,0.0
historical_walkforward,1s,1789759757.975,SECONDARY|MICRO,SECONDARY,31.649999999998496,SECONDARY,0.013234043060146986,31.649999999998496,0.0
historical_walkforward,1s,1790076896.962,SECONDARY|BURST,SECONDARY,32.40000000000123,SECONDARY,2.726920445808736,32.40000000000123,0.0
historical_walkforward,1s,1790081889.859,MICRO|BURST,MICRO,20.315625000002623,MICRO,2.9468022626030397,20.315625000002623,0.0
historical_walkforward,500ms,1789745230.877,SECONDARY|BURST,SECONDARY,-15.862500000001772,SECONDARY,2.2459109724422612,-15.862500000001772,0.0
historical_walkforward,500ms,1790081889.859,MICRO|BURST,MICRO,19.57500000000266,MICRO,2.9468022626030397,19.57500000000266,0.0
recent_after_first80,1s,1790193767.9910002,PRIMARY|SECONDARY|MICRO,PRIMARY,-15.2250000000015,MICRO,1.2588909733592022,-15.2250000000015,0.0
recent_after_first80,500ms,1790193767.4940002,SECONDARY|MICRO,SECONDARY,-15.825000000000951,MICRO,11.56202301291339,-15.825000000000951,0.0
