context,variant,entry_ts,engine,side,gc_bar_start_utc,gc_close,gc_ret5,gc_ret15,gc_ret30,gc_volume,gc_volume_rel_1h,dir_gc_ret5,dir_gc_ret15,dir_gc_ret30,basis_gc_minus_mt5
historical7d:1s:segment0,I,1789594762.982,SECONDARY,BUY,1789583400.0,4325.39990234375,-0.008861531493908004,-0.008036218460853273,-0.009457173792591613,7157.0,4.266467958271237,-0.008861531493908004,-0.008036218460853273,-0.009457173792591613,38.58990234375051
historical7d:1s:segment0,I,1789595933.964,SECONDARY,BUY,1789584600.0,4306.39990234375,-0.0064348282715886995,-0.005903956715328959,-0.011543740215056145,4417.0,1.0726080621661,-0.0064348282715886995,-0.005903956715328959,-0.011543740215056145,35.75990234375058
historical7d:1s:segment0,I,1789598203.9580002,PRIMARY,SELL,1789587000.0,4302.60009765625,0.0023268811161454295,0.0036556756032907574,-0.002483713286578364,1876.0,0.439601640304628,-0.0023268811161454295,-0.0036556756032907574,0.002483713286578364,45.54009765625051
historical7d:1s:segment0,I,1789623093.972,PRIMARY,SELL,1789611900.0,4330.10009765625,0.00032334787928611775,0.0010629183505354498,-0.0017996785400772619,237.0,0.3798076923076923,-0.00032334787928611775,-0.0010629183505354498,0.0017996785400772619,42.46009765625058
historical7d:1s:segment0,I,1789656500.8060002,SECONDARY,BUY,1789645200.0,4364.60009765625,-0.0002061608313468355,-0.0007786690052255475,-0.001671105450988852,460.0,0.8156028368794326,-0.0002061608313468355,-0.0007786690052255475,-0.001671105450988852,32.375097656249636
historical7d:1s:segment0,I,1789661749.9420002,PRIMARY,BUY,1789650600.0,4406.5,-2.2715651734728226e-05,-0.0016552286239242045,0.001271680285450054,847.0,0.6218795888399412,-2.2715651734728226e-05,-0.0016552286239242045,0.001271680285450054,37.56999999999971
historical7d:1s:segment0,I,1789666476.851,SECONDARY,BUY,1789655100.0,4407.5,-0.0006804264267969984,-0.0011111016909714799,2.2711013707001476e-05,752.0,0.5593157307549275,-0.0006804264267969984,-0.0011111016909714799,2.2711013707001476e-05,40.524999999999636
historical7d:1s:segment0,I,1789675361.956,SECONDARY,SELL,1789664100.0,4401.89990234375,0.00047720275992269023,0.0004998425405930361,-0.0012259690323010186,1413.0,2.2199528672427338,-0.00047720275992269023,-0.0004998425405930361,0.0012259690323010186,42.58990234375051
historical7d:1s:segment0,I,1789740332.994,SECONDARY,SELL,1789729200.0,4424.7998046875,0.0007913092407250133,0.0014474180552516637,0.0009044045512549484,548.0,2.7468671679197993,-0.0007913092407250133,-0.0014474180552516637,-0.0009044045512549484,43.774804687500364
historical7d:1s:segment1,GC-entry,1789754302.941,SECONDARY,SELL,1789743000.0,4396.60009765625,0.000819172162001891,0.0010468329484157957,0.0013428249937057835,1820.0,2.1016166281755195,-0.000819172162001891,-0.0010468329484157957,-0.0013428249937057835,41.23509765625022
