window,interval,trades,wins,win_rate,pnl_inr,mean_pnl_inr,median_pnl_inr,profit_factor,fixed_size_max_drawdown_inr,stressed_20c_each_side_pnl_inr,stressed_20c_each_side_win_rate,emergency_stops,max_holds
historical7d,1s,7,2,0.2857142857142857,-44.77500000000191,-6.396428571428844,-15.0,0.37388568432088665,71.51249999999891,-55.27500000000191,0.2857142857142857,4,1
historical7d,500ms,17,3,0.17647058823529413,-153.03750000000832,-9.002205882353431,-15.112500000002456,0.23576779026215156,168.75000000000682,-178.53750000000832,0.17647058823529413,10,3
