policy,label,interval,trades,legacy_pnl_inr,policy_pnl_inr,delta_inr,policy_exits,policy_exit_fraction,improved_trades,harmed_trades,avoided_loss_or_giveback_inr,false_early_exit_cost_inr,legacy_win_rate,policy_win_rate
mfe_50pct_ratchet,historical_walkforward,1s,89,170.06250000002865,246.97500000002606,76.91249999999741,13,0.14606741573033707,9,4,117.93749999999932,41.02500000000191,0.449438202247191,0.5168539325842697
mfe_50pct_ratchet,historical_walkforward,500ms,85,270.57187500000225,343.3593749999983,72.78749999999604,10,0.11764705882352941,7,3,91.83749999999918,19.05000000000314,0.49411764705882355,0.5411764705882353
mfe_50pct_ratchet,recent_after_first80,1s,44,-191.70000000002346,-226.61250000002156,-34.91249999999809,8,0.18181818181818182,3,5,26.47499999999809,61.38749999999618,0.25,0.2727272727272727
mfe_50pct_ratchet,recent_after_first80,500ms,46,-352.50000000001705,-325.4625000000203,27.037499999996722,5,0.10869565217391304,3,2,47.437499999998636,20.400000000001913,0.13043478260869565,0.17391304347826086
