label,episode_id,window,interval,segment_id,engine,side,onset_pnl_inr,onset_entry_ts,policy_action,policy_entry_ts,policy_wait_sec,policy_predicted_ev_inr,policy_pnl_inr,episode_checkpoints
historical_walkforward,historical7d|1s|3|1|1841,historical7d,1s,3,PRIMARY,SELL,-15.787500000000136,1790010394.985,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|1|1847,historical7d,1s,3,PRIMARY,BUY,-16.125000000000682,1790018369.8179998,TAKE,1790018369.8179998,0.0,13.712009840971223,-16.125000000000682,1
historical_walkforward,historical7d|1s|3|1|1848,historical7d,1s,3,PRIMARY,BUY,-15.037500000000819,1790018371.9699998,TAKE,1790018371.9699998,0.0,20.10385713177611,-15.037500000000819,2
historical_walkforward,historical7d|1s|3|1|1849,historical7d,1s,3,PRIMARY,BUY,-15.375000000001364,1790018375.977,TAKE,1790018375.977,0.0,29.431108191471814,-15.375000000001364,5
historical_walkforward,historical7d|1s|3|1|1850,historical7d,1s,3,PRIMARY,BUY,-15.9375,1790018388.9529998,TAKE,1790018388.9529998,0.0,7.849551136157897,-15.9375,1
historical_walkforward,historical7d|1s|3|1|1851,historical7d,1s,3,PRIMARY,BUY,-15.487500000000411,1790018391.6529999,TAKE,1790018391.6529999,0.0,13.981483197720348,-15.487500000000411,4
historical_walkforward,historical7d|1s|3|1|1852,historical7d,1s,3,PRIMARY,BUY,-15.749999999999318,1790018402.972,TAKE,1790018402.972,0.0,12.13476639194183,-15.749999999999318,1
historical_walkforward,historical7d|1s|3|1|1853,historical7d,1s,3,PRIMARY,BUY,-10.04999999999768,1790018414.879,TAKE,1790018414.879,0.0,12.313492011691437,-10.04999999999768,1
historical_walkforward,historical7d|1s|3|1|1854,historical7d,1s,3,PRIMARY,BUY,-10.27499999999918,1790018419.932,TAKE,1790018419.932,0.0,18.384184323152432,-10.27499999999918,1
historical_walkforward,historical7d|1s|3|1|1855,historical7d,1s,3,PRIMARY,BUY,-9.562500000000682,1790018421.944,TAKE,1790018421.944,0.0,20.960936691003646,-9.562500000000682,1
historical_walkforward,historical7d|1s|3|1|1856,historical7d,1s,3,PRIMARY,BUY,-8.962499999997817,1790018423.892,TAKE,1790018423.892,0.0,14.008622247043968,-8.962499999997817,1
historical_walkforward,historical7d|1s|3|1|1857,historical7d,1s,3,PRIMARY,BUY,-9.82499999999959,1790018427.8460002,TAKE,1790018427.8460002,0.0,15.691916512271037,-9.82499999999959,1
historical_walkforward,historical7d|1s|3|2|1718,historical7d,1s,3,SECONDARY,SELL,-15.71250000000191,1790004286.924,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1744,historical7d,1s,3,SECONDARY,BUY,0.5624999999986358,1790006952.976,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1752,historical7d,1s,3,SECONDARY,SELL,9.487500000002456,1790008359.963,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|2|1753,historical7d,1s,3,SECONDARY,SELL,11.812499999998636,1790008384.932,SKIP,nan,nan,0.0,0.0,1
