context,variant,entry_ts,exit_ts,side,held_sec,mfe_usd,exit_move_usd,giveback_usd,retained_fraction,micro_dir_mid_move2,micro_dir_event_imb2,phase,dir_mid_move2,dir_mid_move10,aligned_mag2,adverse_mag2,aligned_mag10,adverse_mag10,aligned_count2,adverse_count2,aligned_count10,adverse_count10,path_efficiency2,path_efficiency10,adverse_tail_run2,last_nonzero_sign2,seconds_since_aligned2,seconds_since_adverse2,bid_update_frac2,ask_update_frac2,both_update_frac2,bid_ask_update_imb2,bid_update_frac10,ask_update_frac10,both_update_frac10,bid_ask_update_imb10,spread_change2,spread_change10
historical7d:500ms:segment0,Quote-exit,1789661749.9420002,1789662215.485,BUY,465.5429997444153,5.920000000000073,0.32000000000061846,5.599999999999454,0.054054054054157856,-0.7650000000003274,-0.21428571428571427,REVERSAL,-0.7650000000003274,-1.4450000000006185,0.3000000000020009,1.0650000000014188,1.070000000005166,2.5150000000057844,11,16,42,52,0.5604395604380228,0.40306834030557087,0,1,0.0,0.14400005340576172,0.896551724137931,0.7931034482758621,0.6896551724137931,0.061224489795918366,0.7959183673469388,0.7448979591836735,0.5408163265306123,0.033112582781456956,0.009999999999308784,-0.010000000001127773
historical7d:500ms:segment0,Quote-exit,1789664819.497,1789665094.9390001,BUY,275.44200015068054,4.0,-2.2100000000000364,6.210000000000036,-0.5525000000000091,-0.18999999999959982,-0.07692307692307693,REVERSAL,-0.18999999999959982,-2.1149999999997817,0.375,0.5649999999986903,1.8500000000012733,3.964999999999236,12,13,47,61,0.20212765957412843,0.36371453138416765,0,1,0.0,0.15000009536743164,0.8888888888888888,0.8148148148148148,0.7037037037037037,0.043478260869565216,0.8214285714285714,0.8392857142857143,0.6607142857142857,-0.010752688172043012,-0.11999999999989086,-0.010000000000218279
historical7d:500ms:segment0,Quote-exit,1789706581.792,1789707292.696,SELL,710.904000043869,4.75,-0.569999999999709,5.319999999999709,-0.11999999999993873,-0.3599999999996726,-1.0,REVERSAL,-0.3599999999996726,-0.8649999999997817,0.0,0.3599999999996726,0.5799999999990177,1.4449999999987995,0,3,11,18,1.0,0.42716049382751314,3,-1,inf,0.0,1.0,0.75,0.75,0.14285714285714285,0.7419354838709677,0.9032258064516129,0.6451612903225806,-0.09803921568627451,-0.039999999999054126,-0.06999999999970896
historical7d:500ms:segment0,Quote-exit,1789712211.0449998,1789712891.4129999,SELL,680.3680000305176,8.05999999999949,2.509999999999309,5.550000000000182,0.3114143920594873,-0.08500000000003638,-0.2,REVERSAL,-0.08500000000003638,-0.8549999999995634,0.34499999999843567,0.42999999999847205,0.9399999999968713,1.7949999999964348,8,12,29,31,0.10967741935532327,0.3126142595984117,0,1,0.0,0.04999971389770508,0.42857142857142855,0.9523809523809523,0.38095238095238093,-0.3793103448275862,0.6557377049180327,0.6721311475409836,0.32786885245901637,-0.012345679012345678,0.010000000000218279,0.07000000000061846
historical7d:500ms:segment0,Quote-exit,1789721882.816,1789722217.8990002,BUY,335.08300018310547,11.590000000000146,7.389999999999418,4.200000000000728,0.6376186367557658,-0.04500000000007276,-0.23076923076923078,REVERSAL,-0.04500000000007276,-0.26999999999952706,0.19499999999970896,0.23999999999978172,0.8750000000009095,1.1450000000004366,5,8,21,32,0.10344827586235734,0.13366336633631046,4,-1,0.35199999809265137,0.0,0.7857142857142857,0.7857142857142857,0.5714285714285714,0.0,0.8363636363636363,0.7454545454545455,0.5818181818181818,0.05747126436781609,0.050000000001091394,0.03999999999996362
historical7d:500ms:segment0,Candidate-J,1789575064.3500001,1789575449.467,BUY,385.11699986457825,9.399999999999636,4.819999999999709,4.579999999999927,0.5127659574467974,-0.4750000000003638,-0.30434782608695654,REVERSAL,-0.4750000000003638,-0.5399999999999636,0.2999999999992724,0.7749999999996362,2.224999999998545,2.7649999999985084,8,15,51,58,0.44186046511706606,0.10821643286578808,3,-1,0.2519998550415039,0.0,0.875,0.8333333333333334,0.7083333333333334,0.024390243902439025,0.8392857142857143,0.8392857142857143,0.6785714285714286,0.0,0.010000000001127773,0.0
historical7d:500ms:segment0,Candidate-J,1789577693.868,1789578568.9190001,SELL,875.0510001182556,13.800000000000182,8.300000000000182,5.5,0.6014492753623241,-0.31999999999970896,-0.15384615384615385,REVERSAL,-0.31999999999970896,-0.1750000000010914,0.3150000000005093,0.6349999999993088,2.1100000000051296,2.2850000000053114,11,14,62,65,0.33684210526259356,0.039817974971704084,0,1,0.0,0.10300016403198242,0.6296296296296297,0.8888888888888888,0.5185185185185185,-0.17073170731707318,0.6106870229007634,0.9083969465648855,0.5190839694656488,-0.19597989949748743,-0.020000000000436557,0.010000000000218279
historical7d:500ms:segment0,Candidate-J,1789593035.484,1789593255.959,SELL,220.47500014305115,18.550000000000182,12.75,5.800000000000182,0.6873315363881334,-0.3400000000001455,-0.2413793103448276,REVERSAL,-0.3400000000001455,-2.100000000000364,0.7049999999999272,1.0450000000000728,5.609999999998763,7.709999999999127,11,18,69,90,0.19428571428579744,0.15765765765770995,0,1,0.0,0.10100030899047852,0.9375,0.96875,0.90625,-0.01639344262295082,0.9325153374233128,0.901840490797546,0.8343558282208589,0.016722408026755852,0.0,0.0
historical7d:500ms:segment0,Candidate-J,1789596332.446,1789596467.447,SELL,135.00099992752075,16.159999999999854,6.75,9.409999999999854,0.41769801980198396,-1.0400000000008731,-0.2413793103448276,REVERSAL,-1.0400000000008731,-2.730000000000473,0.5249999999996362,1.5650000000005093,8.780000000002474,11.510000000002947,11,18,77,96,0.49760765550277547,0.13454903893542353,2,-1,0.20099997520446777,0.0,0.8,0.7666666666666667,0.5666666666666667,0.02127659574468085,0.76,0.88,0.64,-0.07317073170731707,-0.3600000000005821,-0.32000000000061846
historical7d:500ms:segment0,Candidate-J,1789598469.9750001,1789598705.334,BUY,235.35899996757507,4.5900000000001455,-1.199999999999818,5.789999999999964,-0.26143790849668413,-0.3600000000005821,-0.4666666666666667,REVERSAL,-0.3600000000005821,-1.1650000000008731,0.08499999999912689,0.44499999999970896,4.754999999996471,5.919999999997344,4,11,60,70,0.6792452830214581,0.10913348946150334,6,-1,0.7480001449584961,0.0,0.9375,0.8125,0.75,0.07142857142857142,0.732824427480916,0.8931297709923665,0.6259541984732825,-0.09859154929577464,0.0,0.17000000000007276
historical7d:500ms:segment0,Candidate-J,1789639759.456,1789640389.978,BUY,630.521999835968,13.69000000000051,8.650000000000546,5.039999999999964,0.6318480642805131,-0.5500000000001819,-0.6,REVERSAL,-0.5500000000001819,-0.9349999999994907,0.1000000000003638,0.6500000000005457,0.7199999999984357,1.6549999999979264,3,12,23,35,0.7333333333326866,0.3936842105267044,2,-1,0.3529999256134033,0.0,0.875,0.9375,0.8125,-0.034482758620689655,0.9166666666666666,0.8,0.7166666666666667,0.06796116504854369,-0.06000000000040018,-0.010000000000218279
historical7d:500ms:segment0,Candidate-J,1789640864.822,1789641340.964,BUY,476.1419999599457,7.050000000000182,2.850000000000364,4.199999999999818,0.40425531914897733,-0.06999999999970896,-0.6,REVERSAL,-0.06999999999970896,-0.375,0.024999999999636202,0.09499999999934516,0.9849999999987631,1.359999999998763,1,4,22,32,0.5833333333358597,0.15991471215368683,0,1,0.0,0.4509999752044678,0.5,1.0,0.5,-0.3333333333333333,0.8214285714285714,0.8571428571428571,0.6785714285714286,-0.02127659574468085,-0.07999999999992724,-0.02999999999974534
historical7d:500ms:segment0,Candidate-J,1789656821.38,1789657166.99,BUY,345.6099998950958,13.36999999999989,7.430000000000291,5.9399999999996,0.5557217651458752,-0.8700000000008004,-0.42857142857142855,REVERSAL,-0.8700000000008004,-1.3950000000004366,0.18500000000221917,1.0550000000030195,2.1000000000012733,3.49500000000171,4,10,31,43,0.7016129032234878,0.24932975871308183,0,1,0.0,0.15199995040893555,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.0,0.8,0.84,0.64,-0.024390243902439025,0.0,0.049999999999272404
historical7d:500ms:segment0,Candidate-J,1789658224.968,1789658685.481,BUY,460.5130000114441,14.779999999999745,9.960000000000036,4.819999999999709,0.6738836265223416,-0.5249999999996362,-0.4117647058823529,REVERSAL,-0.5249999999996362,-1.4699999999993452,0.24499999999807187,0.7699999999977081,2.709999999999127,4.179999999998472,5,12,42,62,0.517241379312137,0.21335268505077756,2,-1,0.24699997901916504,0.0,0.4444444444444444,0.9444444444444444,0.3888888888888889,-0.36,0.638095238095238,0.8380952380952381,0.47619047619047616,-0.13548387096774195,-0.049999999999272404,-0.1000000000003638
historical7d:500ms:segment0,Candidate-J,1789664819.497,1789665094.9390001,BUY,275.44200015068054,4.0,-2.2100000000000364,6.210000000000036,-0.5525000000000091,-0.18999999999959982,-0.07692307692307693,REVERSAL,-0.18999999999959982,-2.1149999999997817,0.375,0.5649999999986903,1.8500000000012733,3.964999999999236,12,13,47,61,0.20212765957412843,0.36371453138416765,0,1,0.0,0.15000009536743164,0.8888888888888888,0.8148148148148148,0.7037037037037037,0.043478260869565216,0.8214285714285714,0.8392857142857143,0.6607142857142857,-0.010752688172043012,-0.11999999999989086,-0.010000000000218279
historical7d:500ms:segment0,Candidate-J,1789706581.792,1789707292.696,SELL,710.904000043869,4.75,-0.569999999999709,5.319999999999709,-0.11999999999993873,-0.3599999999996726,-1.0,REVERSAL,-0.3599999999996726,-0.8649999999997817,0.0,0.3599999999996726,0.5799999999990177,1.4449999999987995,0,3,11,18,1.0,0.42716049382751314,3,-1,inf,0.0,1.0,0.75,0.75,0.14285714285714285,0.7419354838709677,0.9032258064516129,0.6451612903225806,-0.09803921568627451,-0.039999999999054126,-0.06999999999970896
historical7d:500ms:segment0,Candidate-J,1789712211.0449998,1789712891.4129999,SELL,680.3680000305176,8.05999999999949,2.509999999999309,5.550000000000182,0.3114143920594873,-0.08500000000003638,-0.2,REVERSAL,-0.08500000000003638,-0.8549999999995634,0.34499999999843567,0.42999999999847205,0.9399999999968713,1.7949999999964348,8,12,29,31,0.10967741935532327,0.3126142595984117,0,1,0.0,0.04999971389770508,0.42857142857142855,0.9523809523809523,0.38095238095238093,-0.3793103448275862,0.6557377049180327,0.6721311475409836,0.32786885245901637,-0.012345679012345678,0.010000000000218279,0.07000000000061846
historical7d:500ms:segment0,Candidate-J,1789721882.816,1789722217.8990002,BUY,335.08300018310547,11.590000000000146,7.389999999999418,4.200000000000728,0.6376186367557658,-0.04500000000007276,-0.23076923076923078,REVERSAL,-0.04500000000007276,-0.26999999999952706,0.19499999999970896,0.23999999999978172,0.8750000000009095,1.1450000000004366,5,8,21,32,0.10344827586235734,0.13366336633631046,4,-1,0.35199999809265137,0.0,0.7857142857142857,0.7857142857142857,0.5714285714285714,0.0,0.8363636363636363,0.7454545454545455,0.5818181818181818,0.05747126436781609,0.050000000001091394,0.03999999999996362
historical7d:500ms:segment1,Quote-exit,1789758584.742,1789758849.9350002,BUY,265.1930000782013,4.739999999999782,0.5099999999993088,4.230000000000473,0.10759493670871989,-0.15999999999985448,-0.15789473684210525,REVERSAL,-0.15999999999985448,-0.6000000000003638,0.4000000000005457,0.5600000000004002,1.5349999999980355,2.1349999999983993,8,11,35,48,0.16666666666635088,0.1634877384198765,0,1,0.0,0.04800009727478027,0.7,0.9,0.6,-0.125,0.8255813953488372,0.813953488372093,0.6395348837209303,0.0070921985815602835,0.07999999999992724,0.14000000000032742
historical7d:500ms:segment1,Quote-exit,1789759468.945,1789760128.9539998,BUY,660.0089998245239,12.539999999999964,8.010000000000218,4.529999999999745,0.6387559808612633,-0.625,-0.6,REVERSAL,-0.625,-1.3599999999996726,0.09500000000116415,0.7200000000011642,1.000000000001819,2.3600000000014916,4,16,26,51,0.766871165641981,0.4047619047614085,0,1,0.0,0.04499983787536621,0.38095238095238093,0.9523809523809523,0.3333333333333333,-0.42857142857142855,0.5,0.9102564102564102,0.41025641025641024,-0.2909090909090909,-0.030000000000654836,-0.1000000000003638
historical7d:500ms:segment1,Candidate-J,1789758585.943,1789758856.488,BUY,270.54499983787537,4.510000000000218,0.11999999999989086,4.390000000000327,0.026607538802635267,-0.14000000000032742,-0.23076923076923078,REVERSAL,-0.14000000000032742,-0.18000000000029104,0.18500000000040018,0.3250000000007276,1.4449999999987995,1.6249999999990905,5,8,34,37,0.27450980392160357,0.05863192182423933,2,-1,0.19899988174438477,0.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.04,0.8055555555555556,0.8333333333333334,0.6388888888888888,-0.01694915254237288,0.1000000000003638,0.020000000000436557
historical7d:500ms:segment1,Candidate-J,1789759468.945,1789760128.9539998,BUY,660.0089998245239,12.539999999999964,8.010000000000218,4.529999999999745,0.6387559808612633,-0.625,-0.6,REVERSAL,-0.625,-1.3599999999996726,0.09500000000116415,0.7200000000011642,1.000000000001819,2.3600000000014916,4,16,26,51,0.766871165641981,0.4047619047614085,0,1,0.0,0.04499983787536621,0.38095238095238093,0.9523809523809523,0.3333333333333333,-0.42857142857142855,0.5,0.9102564102564102,0.41025641025641024,-0.2909090909090909,-0.030000000000654836,-0.1000000000003638
historical7d:500ms:segment2,Quote-exit,1789967510.961,1789968406.965,SELL,896.0039999485016,8.699999999999818,4.5700000000006185,4.1299999999992,0.5252873563219211,-0.015000000000327418,-1.0,REVERSAL,-0.015000000000327418,-0.15499999999974534,0.0,0.015000000000327418,0.2599999999983993,0.41499999999814463,0,1,7,10,1.0,0.2296296296304281,1,-1,inf,0.0,1.0,1.0,1.0,0.0,0.5,0.9444444444444444,0.4444444444444444,-0.3076923076923077,0.009999999999308784,0.029999999998835847
recent24h:500ms:whole,Quote-exit,1790248961.94,1790249471.9980001,SELL,510.05800008773804,5.960000000000036,-2.1799999999993815,8.139999999999418,-0.3657718120804309,-0.1249999999990905,-0.12,REVERSAL,-0.1249999999990905,-2.444999999999709,0.45499999999901775,0.5799999999981083,1.589999999995598,4.034999999995307,11,14,37,57,0.12077294685936,0.43466666666731774,9,-1,0.6020002365112305,0.0,0.8076923076923077,0.8846153846153846,0.6923076923076923,-0.045454545454545456,0.83,0.91,0.74,-0.04597701149425287,0.18999999999959982,0.12999999999919964
recent24h:500ms:whole,Quote-exit,1790267679.908,1790268204.91,SELL,525.0020000934601,4.850000000000364,-1.1099999999996726,5.960000000000036,-0.22886597938135864,-0.5450000000000728,-0.44,REVERSAL,-0.5450000000000728,-0.14500000000043656,0.19500000000152795,0.7400000000016007,2.4350000000049477,2.580000000005384,7,18,59,67,0.5828877005328867,0.028913260219369456,6,-1,0.4010002613067627,0.0,0.7407407407407407,0.9629629629629629,0.7037037037037037,-0.13043478260869565,0.7054263565891473,0.9302325581395349,0.6356589147286822,-0.13744075829383887,-0.0500000000001819,0.009999999999308784
recent24h:500ms:whole,Candidate-J,1790267679.908,1790268204.91,SELL,525.0020000934601,4.850000000000364,-1.1099999999996726,5.960000000000036,-0.22886597938135864,-0.5450000000000728,-0.44,REVERSAL,-0.5450000000000728,-0.14500000000043656,0.19500000000152795,0.7400000000016007,2.4350000000049477,2.580000000005384,7,18,59,67,0.5828877005328867,0.028913260219369456,6,-1,0.4010002613067627,0.0,0.7407407407407407,0.9629629629629629,0.7037037037037037,-0.13043478260869565,0.7054263565891473,0.9302325581395349,0.6356589147286822,-0.13744075829383887,-0.0500000000001819,0.009999999999308784
historical7d:1s:segment0,Quote-exit,1789575094.938,1789575524.996,BUY,430.05800008773804,9.799999999999272,4.229999999999563,5.569999999999709,0.431632653061212,-0.014999999999417923,-0.14285714285714285,DECAY,-0.014999999999417923,1.1350000000002183,0.0500000000001819,0.06499999999959982,2.099999999998545,0.9649999999983265,3,4,43,37,0.1304347826038817,0.3703099510608081,2,-1,0.44700002670288086,0.0,0.5,0.75,0.25,-0.2,0.7195121951219512,0.7926829268292683,0.5121951219512195,-0.04838709677419355,0.02999999999974534,0.13000000000010914
historical7d:1s:segment0,Quote-exit,1789577625.984,1789578526.721,SELL,900.7369999885559,13.420000000000073,8.960000000000036,4.460000000000036,0.6676602086438143,-0.2900000000008731,-0.21428571428571427,REVERSAL,-0.2900000000008731,-1.4349999999994907,0.13500000000021828,0.4250000000010914,1.0100000000011278,2.444999999999709,11,17,53,65,0.5178571428574908,0.41534008683032286,1,-1,0.04800009727478027,0.0,0.7666666666666667,0.7,0.4666666666666667,0.045454545454545456,0.8278688524590164,0.7540983606557377,0.5819672131147541,0.046632124352331605,-0.020000000000436557,0.010000000000218279
historical7d:1s:segment0,Quote-exit,1789593033.9889998,1789593249.952,SELL,215.9630000591278,19.139999999999418,14.089999999999236,5.050000000000182,0.7361546499477358,-0.43000000000029104,-0.0625,REVERSAL,-0.43000000000029104,-3.0599999999994907,1.159999999998945,1.589999999999236,5.579999999999927,8.639999999999418,15,17,64,96,0.15636363636384562,0.2151898734176956,0,1,0.0,0.0989999771118164,0.9696969696969697,0.8787878787878788,0.8484848484848485,0.04918032786885246,0.950920245398773,0.901840490797546,0.852760736196319,0.026490066225165563,-0.05999999999949068,-0.23999999999978172
historical7d:1s:segment0,Quote-exit,1789623093.972,1789623733.9859998,SELL,640.0139999389648,5.649999999999636,0.9200000000000728,4.729999999999563,0.16283185840710301,-0.39500000000043656,-0.3333333333333333,REVERSAL,-0.39500000000043656,-1.2899999999999636,0.029999999998835847,0.4249999999992724,0.5500000000001819,1.8400000000001455,2,4,15,30,0.8681318681364371,0.5397489539748063,2,-1,1.0029997825622559,0.0,1.0,0.5714285714285714,0.5714285714285714,0.2727272727272727,0.8125,0.5625,0.375,0.18181818181818182,0.19000000000050932,0.11999999999989086
historical7d:1s:segment0,Quote-exit,1789640906.6929998,1789641741.738,BUY,835.045000076294,5.4399999999996,0.31999999999970896,5.119999999999891,0.058823529411715536,-0.3900000000003274,-0.09090909090909091,REVERSAL,-0.3900000000003274,-0.680000000000291,0.13999999999941792,0.5299999999997453,0.4999999999972715,1.1799999999975626,5,6,14,24,0.5820895522400216,0.40476190476332263,1,-1,0.1509997844696045,0.0,0.9166666666666666,0.8333333333333334,0.75,0.047619047619047616,0.6410256410256411,0.8461538461538461,0.48717948717948717,-0.13793103448275862,-0.03999999999996362,0.019999999999527063
historical7d:1s:segment0,Quote-exit,1789656876.67,1789657166.99,BUY,290.3199999332428,12.069999999999709,6.180000000000291,5.889999999999418,0.5120132560066645,-0.8700000000008004,-0.42857142857142855,REVERSAL,-0.8700000000008004,-1.3950000000004366,0.18500000000221917,1.0550000000030195,2.1000000000012733,3.49500000000171,4,10,31,43,0.7016129032234878,0.24932975871308183,0,1,0.0,0.15199995040893555,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.0,0.8,0.84,0.64,-0.024390243902439025,0.0,0.049999999999272404
historical7d:1s:segment0,Quote-exit,1789658234.879,1789658684.9350002,BUY,450.05600023269653,15.210000000000036,10.819999999999709,4.390000000000327,0.7113740959894598,-0.3099999999994907,-0.4444444444444444,REVERSAL,-0.3099999999994907,-1.4799999999995634,0.31499999999778083,0.6249999999972715,3.1049999999995634,4.584999999999127,5,13,44,64,0.3297872340437472,0.19245773732117236,0,1,0.0,0.05300021171569824,0.5789473684210527,0.9473684210526315,0.5263157894736842,-0.2413793103448276,0.6788990825688074,0.8348623853211009,0.5137614678899083,-0.10303030303030303,0.020000000000436557,0.07999999999992724
historical7d:1s:segment0,Quote-exit,1789661749.9420002,1789662215.99,BUY,466.0479998588562,5.869999999999891,0.32000000000061846,5.549999999999272,0.05451448040896498,-0.8249999999989086,-0.23076923076923078,REVERSAL,-0.8249999999989086,-1.4749999999994543,0.250000000001819,1.0749999999989086,1.1000000000058208,2.5750000000043656,10,14,41,52,0.6226415094319419,0.4013605442161281,2,-1,0.35700011253356934,0.0,0.9259259259259259,0.7407407407407407,0.6666666666666666,0.1111111111111111,0.8061224489795918,0.7448979591836735,0.5510204081632653,0.039473684210526314,-0.010000000000218279,-0.02999999999974534
historical7d:1s:segment0,Quote-exit,1789664822.9950001,1789665108.905,BUY,285.9099998474121,4.0700000000006185,-2.7100000000000364,6.780000000000655,-0.6658476658475736,-0.125,-0.3333333333333333,REVERSAL,-0.125,-0.11500000000069122,0.0750000000007276,0.2000000000007276,1.7399999999988722,1.8549999999995634,4,8,41,47,0.4545454545430493,0.031988873435533034,3,-1,0.7469997406005859,0.0,0.7692307692307693,0.9230769230769231,0.6923076923076923,-0.09090909090909091,0.8314606741573034,0.7528089887640449,0.5842696629213483,0.04964539007092199,-0.029999999998835847,0.010000000001127773
historical7d:1s:segment0,Quote-exit,1789706581.792,1789707292.696,SELL,710.904000043869,4.690000000000509,-0.569999999999709,5.260000000000218,-0.12153518123659852,-0.3599999999996726,-1.0,REVERSAL,-0.3599999999996726,-0.8649999999997817,0.0,0.3599999999996726,0.5799999999990177,1.4449999999987995,0,3,11,18,1.0,0.42716049382751314,3,-1,inf,0.0,1.0,0.75,0.75,0.14285714285714285,0.7419354838709677,0.9032258064516129,0.6451612903225806,-0.09803921568627451,-0.039999999999054126,-0.06999999999970896
historical7d:1s:segment0,Quote-exit,1789712211.0449998,1789712881.8609998,SELL,670.8159999847412,8.05999999999949,3.399999999999636,4.6599999999998545,0.4218362282878227,-0.024999999999636202,-0.058823529411764705,REVERSAL,-0.024999999999636202,-0.25499999999919964,0.22999999999956344,0.25499999999919964,0.6050000000013824,0.8600000000005821,8,9,18,16,0.05154639175195868,0.17406143344631925,5,-1,0.5550000667572021,0.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.06666666666666667,0.8285714285714286,0.8,0.6285714285714286,0.017543859649122806,-0.22999999999956344,-0.10999999999967258
