context,variant,action,baseline_entry_ts,decision_ts,engine,engine_id,side,side_sign,phase,dir_mid_move2,dir_mid_move10,aligned_mag2,adverse_mag2,aligned_mag10,adverse_mag10,aligned_count2,adverse_count2,aligned_count10,adverse_count10,path_efficiency2,path_efficiency10,adverse_tail_run2,last_nonzero_sign2,seconds_since_aligned2,seconds_since_adverse2,bid_update_frac2,ask_update_frac2,both_update_frac2,bid_ask_update_imb2,bid_update_frac10,ask_update_frac10,both_update_frac10,bid_ask_update_imb10,spread_change2,spread_change10,deadline_ts,initial_phase,wait_sec
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789582071.959,1789582071.959,SECONDARY,2,BUY,1,HEALTHY_TREND,2.0250000000005457,2.355000000000473,2.584999999999127,0.5599999999976717,4.420000000000073,2.0649999999986903,19,12,66,53,0.6438791732915807,0.3631457208944629,0,1,0.0,0.21200013160705566,0.8787878787878788,0.7575757575757576,0.6363636363636364,0.07407407407407407,0.8306451612903226,0.782258064516129,0.6129032258064516,0.03,-0.13000000000010914,-0.18999999999959982,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789583356.9459999,1789583356.9459999,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.6900000000005093,0.9200000000000728,0.8000000000010914,0.11000000000058208,2.05500000000211,1.1350000000020373,13,6,43,41,0.7582417582409235,0.28840125391814314,2,-1,0.34999990463256836,0.0,0.9047619047619048,0.7142857142857143,0.6190476190476191,0.11764705882352941,0.9090909090909091,0.8522727272727273,0.7613636363636364,0.03225806451612903,-0.03999999999996362,-0.06000000000130967,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789584430.963,1789584430.963,SECONDARY,2,BUY,1,HEALTHY_TREND,6.9399999999996,7.125,8.704999999999018,1.764999999999418,9.429999999996653,2.304999999996653,25,9,43,27,0.6628462273162021,0.6071580741375427,1,-1,0.057000160217285156,0.0,0.9428571428571428,0.9714285714285714,0.9142857142857143,-0.014925373134328358,0.9166666666666666,0.875,0.7916666666666666,0.023255813953488372,-0.1000000000003638,-0.17000000000007276,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789584564.929,1789584564.929,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,SKIP_BAD_PHASE,1789586926.748,1789586926.748,PRIMARY,1,SELL,-1,REVERSAL,-0.23000000000047294,-0.11499999999978172,0.25499999999919964,0.4849999999996726,1.3549999999995634,1.4699999999993452,8,14,35,40,0.3108108108119236,0.04070796460170837,2,-1,0.25099992752075195,0.0,0.8695652173913043,0.5217391304347826,0.391304347826087,0.25,0.75,0.6710526315789473,0.42105263157894735,0.05555555555555555,-0.1000000000003638,-0.10999999999967258,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789592304.8969998,1789592304.8969998,PRIMARY,1,BUY,1,HEALTHY_TREND,0.22000000000025466,2.069999999999709,0.3850000000002183,0.16499999999996362,2.720000000001164,0.6500000000014552,11,10,59,29,0.4000000000003307,0.6142433234415727,1,-1,0.04799985885620117,0.0,0.43478260869565216,0.9130434782608695,0.34782608695652173,-0.3548387096774194,0.5666666666666667,0.8333333333333334,0.4,-0.19047619047619047,-0.24000000000069122,-0.12000000000080036,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789592535.972,1789592535.972,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789592591.9859998,1789592591.9859998,SECONDARY,2,BUY,1,HEALTHY_TREND,1.4899999999997817,5.260000000000218,3.269999999999527,1.7799999999997453,16.739999999997053,11.479999999996835,16,16,84,78,0.2950495049504943,0.18639262934094109,0,1,0.0,0.14999985694885254,0.7575757575757576,0.9393939393939394,0.696969696969697,-0.10714285714285714,0.8303030303030303,0.9636363636363636,0.793939393939394,-0.07432432432432433,-0.3999999999996362,-0.42000000000007276,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789592880.4620001,1789592880.4620001,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789592995.458,1789592995.458,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,WAIT,1789593033.9889998,1789593033.9889998,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-1.5,1.6299999999991996,1.8649999999979627,3.3649999999979627,8.824999999999818,7.1950000000006185,19,15,92,78,0.2868068833654242,0.10174781523090856,0,1,0.0,0.048999786376953125,0.8571428571428571,0.8285714285714286,0.6857142857142857,0.01694915254237288,0.9005847953216374,0.9122807017543859,0.8128654970760234,-0.0064516129032258064,-0.23999999999978172,-0.17999999999847205,1789593035.9889998,,
historical7d:500ms:segment0,Quote-entry,TAKE_DELAYED,1789593033.9889998,1789593035.484,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.3899999999994179,3.0049999999991996,1.0949999999966167,0.7049999999971988,9.354999999996835,6.349999999997635,16,17,95,77,0.21666666666708773,0.19134033747215903,1,-1,0.10099983215332031,0.0,0.9117647058823529,0.8823529411764706,0.7941176470588235,0.01639344262295082,0.9017341040462428,0.9132947976878613,0.815028901734104,-0.006369426751592357,-0.16000000000076398,-0.1500000000005457,1789593035.9889998,HEALTHY_PULLBACK,1.4950001239776611
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789594268.4220002,1789594268.4220002,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,SKIP_BAD_PHASE,1789594424.963,1789594424.963,PRIMARY,1,SELL,-1,DECAY,-0.1500000000005457,3.2349999999996726,2.8899999999985084,3.039999999999054,22.734999999996944,19.49999999999727,19,17,98,91,0.025295109612244075,0.07659524091393669,2,-1,0.0989999771118164,0.0,0.8918918918918919,0.7837837837837838,0.6756756756756757,0.06451612903225806,0.8952879581151832,0.9267015706806283,0.8219895287958116,-0.017241379310344827,-0.4000000000005457,-0.590000000001055,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789594746.48,1789594746.48,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789594762.982,1789594762.982,SECONDARY,2,BUY,1,HEALTHY_TREND,0.6049999999995634,2.375,1.5849999999982174,0.979999999998654,9.099999999997635,6.724999999998545,19,12,94,73,0.2358674463938797,0.15007898894157579,0,1,0.0,0.2990000247955322,0.9393939393939394,0.9696969696969697,0.9090909090909091,-0.015873015873015872,0.9017341040462428,0.9421965317919075,0.8439306358381503,-0.0219435736677116,-0.1500000000005457,-0.6500000000014552,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789594989.979,1789594989.979,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,WAIT,1789595292.485,1789595292.485,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-0.3400000000001455,1.8450000000002547,1.0800000000017462,1.4200000000018917,6.835000000000946,4.990000000001601,17,19,96,73,0.1359999999998603,0.1560253699788343,1,-1,0.04399991035461426,0.0,0.918918918918919,0.8378378378378378,0.7567567567567568,0.046153846153846156,0.9080459770114943,0.8275862068965517,0.735632183908046,0.046357615894039736,-0.2000000000007276,-0.07000000000061846,1789595294.485,,
historical7d:500ms:segment0,Quote-entry,TAKE_DELAYED,1789595292.485,1789595293.4910002,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.19499999999970896,1.889999999999418,1.6100000000014916,1.4150000000017826,6.835000000004584,4.945000000005166,16,20,96,76,0.06446280991718939,0.160441426145828,1,-1,0.051000118255615234,0.0,0.9459459459459459,0.8108108108108109,0.7567567567567568,0.07692307692307693,0.9034090909090909,0.8238636363636364,0.7272727272727273,0.046052631578947366,-0.13000000000010914,-0.18000000000029104,1789595294.485,HEALTHY_PULLBACK,1.006000280380249
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789595637.978,1789595637.978,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789596313.4780002,1789596313.4780002,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789596332.446,1789596332.446,PRIMARY,1,SELL,-1,IGNITION,0.06500000000050932,-2.25,1.214999999999236,1.1499999999987267,4.294999999997344,6.544999999998254,16,12,75,62,0.02748414376345256,0.20756457564582334,1,-1,0.05000019073486328,0.0,0.5862068965517241,0.8620689655172413,0.4482758620689655,-0.19047619047619047,0.6834532374100719,0.8273381294964028,0.5107913669064749,-0.09523809523809523,-0.13000000000010914,-0.3400000000001455,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789596621.4780002,1789596621.4780002,SECONDARY,2,SELL,-1,HEALTHY_TREND,2.889999999999418,5.885000000000218,3.8950000000004366,1.0050000000010186,13.595000000001164,7.710000000000946,21,11,83,72,0.589795918367053,0.27622623797228985,0,1,0.0,0.4030001163482666,0.8484848484848485,0.8787878787878788,0.7272727272727273,-0.017543859649122806,0.7884615384615384,0.8846153846153846,0.6730769230769231,-0.05747126436781609,-0.07999999999992724,-0.5500000000010914,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789596891.473,1789596891.473,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789596896.442,1789596896.442,SECONDARY,2,BUY,1,HEALTHY_TREND,1.7849999999998545,5.524999999999636,2.244999999999891,0.4600000000000364,9.30999999999949,3.7849999999998545,18,13,91,63,0.6598890942698346,0.421916762122941,0,1,0.0,0.7149999141693115,0.71875,0.84375,0.5625,-0.08,0.8012820512820513,0.9294871794871795,0.7307692307692307,-0.07407407407407407,0.030000000000654836,-0.3899999999994179,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789597030.492,1789597030.492,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789597139.999,1789597139.999,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.42999999999938154,2.719999999999345,1.2399999999997817,0.8100000000004002,6.44499999999789,3.724999999998545,19,15,90,53,0.2097560975606553,0.2674532940019959,0,1,0.0,0.14499998092651367,0.8333333333333334,0.8611111111111112,0.6944444444444444,-0.01639344262295082,0.6413793103448275,0.9379310344827586,0.5793103448275863,-0.18777292576419213,-0.3599999999996726,0.0,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789597519.43,1789597519.43,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789597832.972,1789597832.972,SECONDARY,2,BUY,1,HEALTHY_TREND,1.0799999999999272,0.819999999999709,1.69499999999789,0.6149999999970532,5.979999999996835,5.1599999999962165,10,18,62,97,0.46753246753327543,0.07360861759426872,0,1,0.0,0.20399999618530273,0.90625,0.9375,0.84375,-0.01694915254237288,0.8303030303030303,0.8545454545454545,0.6848484848484848,-0.014388489208633094,-0.11999999999989086,-0.24000000000069122,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789598469.9750001,1789598469.9750001,PRIMARY,1,BUY,1,HEALTHY_TREND,0.5649999999995998,1.0649999999995998,0.9999999999990905,0.4349999999994907,3.8849999999947613,2.8199999999951615,19,12,64,65,0.3937282229966261,0.15883668903821035,1,-1,0.04900002479553223,0.0,0.875,0.6875,0.5625,0.12,0.8863636363636364,0.8333333333333334,0.7196969696969697,0.030837004405286344,-0.07000000000061846,-0.02999999999974534,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789614642.982,1789614642.982,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,WAIT,1789615338.474,1789615338.474,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.15999999999985448,0.005000000000109139,0.1999999999989086,0.3599999999987631,1.2850000000016735,1.2800000000015643,8,8,26,32,0.2857142857152138,0.001949317738831512,1,-1,0.09800004959106445,0.0,0.6470588235294118,0.8235294117647058,0.47058823529411764,-0.12,0.6440677966101694,0.847457627118644,0.4915254237288136,-0.13636363636363635,-0.14000000000032742,-0.13000000000010914,1789615340.474,,
historical7d:500ms:segment0,Quote-entry,SKIP_WAIT_EXPIRED,1789615338.474,1789615340.78,PRIMARY,1,BUY,1,HEALTHY_TREND,0.20999999999912689,0.20499999999992724,0.8500000000003638,0.6400000000012369,2.0250000000005457,1.8200000000006185,8,13,33,40,0.14093959731469885,0.053315994798404466,3,-1,0.2519998550415039,0.0,0.8636363636363636,0.6818181818181818,0.5454545454545454,0.11764705882352941,0.7432432432432432,0.7837837837837838,0.527027027027027,-0.02654867256637168,0.05999999999949068,0.049999999999272404,1789615340.474,HEALTHY_PULLBACK,
historical7d:500ms:segment0,Quote-entry,WAIT,1789616035.973,1789616035.973,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.125,0.4600000000000364,0.09000000000014552,0.21500000000014552,1.4399999999986903,0.979999999998654,4,5,27,31,0.4098360655733794,0.1900826446283228,0,1,0.0,0.04900002479553223,0.5454545454545454,1.0,0.5454545454545454,-0.29411764705882354,0.43333333333333335,0.9833333333333333,0.4166666666666667,-0.38823529411764707,-0.1500000000005457,-0.03999999999996362,1789616037.973,,
historical7d:500ms:segment0,Quote-entry,SKIP_DECAY_DURING_WAIT,1789616035.973,1789616036.4689999,PRIMARY,1,BUY,1,DECAY,-0.17000000000007276,0.09500000000116415,0.10499999999956344,0.2749999999996362,1.1199999999989814,1.0249999999978172,4,5,26,32,0.4473684210537653,0.04428904428965312,2,-1,0.19999980926513672,0.0,0.5454545454545454,1.0,0.5454545454545454,-0.29411764705882354,0.4,0.9833333333333333,0.38333333333333336,-0.42168674698795183,-0.040000000000873115,0.10999999999876309,1789616037.973,HEALTHY_PULLBACK,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789617600.971,1789617600.971,SECONDARY,2,BUY,1,HEALTHY_TREND,3.1200000000008004,3.1049999999995634,4.7849999999998545,1.6649999999990541,8.010000000000218,4.905000000000655,22,10,54,52,0.4837209302327641,0.2404181184668489,0,1,0.0,0.054000139236450195,0.9393939393939394,0.8181818181818182,0.7575757575757576,0.06896551724137931,0.8878504672897196,0.7289719626168224,0.616822429906542,0.09826589595375723,-0.3000000000001819,-0.21000000000003638,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789617976.963,1789617976.963,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789618204.957,1789618204.957,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789618633.982,1789618633.982,PRIMARY,1,BUY,1,HEALTHY_TREND,0.09000000000014552,0.9849999999996726,0.3099999999994907,0.21999999999934516,3.184999999998581,2.1999999999989086,8,3,46,29,0.16981132075536454,0.18291550603530765,0,1,0.0,1.4030001163482666,0.8333333333333334,0.6666666666666666,0.5,0.1111111111111111,0.8421052631578947,0.6710526315789473,0.5131578947368421,0.11304347826086956,-0.1000000000003638,-0.23000000000047294,,,
historical7d:500ms:segment0,Quote-entry,SKIP_BAD_PHASE,1789621006.3980002,1789621006.3980002,PRIMARY,1,SELL,-1,REVERSAL,-0.6850000000013097,-1.0450000000000728,0.15999999999985448,0.8450000000011642,2.339999999997417,3.38499999999749,4,11,39,45,0.6815920398016073,0.18253275109187816,0,1,0.0,0.04900026321411133,0.875,0.5625,0.4375,0.21739130434782608,0.8705882352941177,0.6705882352941176,0.5411764705882353,0.1297709923664122,-0.22999999999956344,-0.3099999999994907,,,
historical7d:500ms:segment0,Quote-entry,TAKE_UNCHANGED,1789621980.452,1789621980.452,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Quote-entry,SKIP_BAD_PHASE,1789623087.402,1789623087.402,PRIMARY,1,SELL,-1,REVERSAL,-0.010000000000218279,-0.4750000000003638,0.07999999999992724,0.09000000000014552,1.610000000000582,2.085000000000946,2,2,38,42,0.058823529413023525,0.12855209742900334,1,-1,0.2969999313354492,0.0,0.4,1.0,0.4,-0.42857142857142855,0.5185185185185185,0.8271604938271605,0.345679012345679,-0.22935779816513763,-0.03999999999996362,-0.06999999999970896,,,
historical7d:500ms:segment0,Quote-entry,TAKE_IMMEDIATE,1789626636.3049998,1789626636.3049998,PRIMARY,1,BUY,1,HEALTHY_TREND,0.22000000000116415,0.04500000000007276,0.2650000000012369,0.04500000000007276,1.8599999999996726,1.8150000000005093,4,1,23,22,0.7096774193555958,0.012244897959199835,0,1,0.0,0.3019998073577881,0.8333333333333334,1.0,0.8333333333333334,-0.09090909090909091,0.6382978723404256,0.9148936170212766,0.5531914893617021,-0.1780821917808219,0.15999999999985448,0.10999999999967258,,,
