context,variant,action,baseline_entry_ts,decision_ts,engine,engine_id,side,side_sign,phase,dir_mid_move2,dir_mid_move10,aligned_mag2,adverse_mag2,aligned_mag10,adverse_mag10,aligned_count2,adverse_count2,aligned_count10,adverse_count10,path_efficiency2,path_efficiency10,adverse_tail_run2,last_nonzero_sign2,seconds_since_aligned2,seconds_since_adverse2,bid_update_frac2,ask_update_frac2,both_update_frac2,bid_ask_update_imb2,bid_update_frac10,ask_update_frac10,both_update_frac10,bid_ask_update_imb10,spread_change2,spread_change10,deadline_ts,initial_phase,wait_sec
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789662996.479,1789662996.479,SECONDARY,2,SELL,-1,HEALTHY_TREND,3.405000000000655,4.230000000000473,3.719999999999345,0.3149999999986903,5.710000000002765,1.4800000000013824,17,9,58,43,0.8438661710042906,0.588317107092837,0,1,0.0,0.20200014114379883,0.9629629629629629,0.6666666666666666,0.6296296296296297,0.18181818181818182,0.8796296296296297,0.8333333333333334,0.7129629629629629,0.02702702702702703,-0.08999999999923602,-0.07999999999901775,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789663504.984,1789663504.984,PRIMARY,1,SELL,-1,HEALTHY_TREND,1.7199999999993452,2.2849999999998545,2.25,0.5300000000006548,5.774999999996908,3.4899999999979627,22,10,82,64,0.6187050359708417,0.24662709120355047,0,1,0.0,0.29600000381469727,0.9714285714285714,0.7714285714285715,0.7428571428571429,0.11475409836065574,0.7933333333333333,0.78,0.5733333333333334,0.00847457627118644,-0.0999999999994543,-0.1499999999996362,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789663602.473,1789663602.473,SECONDARY,2,BUY,1,HEALTHY_TREND,1.0399999999999636,1.805000000000291,1.5850000000018554,0.5450000000018917,5.115000000005239,3.3100000000049477,19,13,79,70,0.48826291079724604,0.21424332344191202,0,1,0.0,0.04900002479553223,0.5588235294117647,0.9411764705882353,0.5,-0.2549019607843137,0.4370860927152318,0.9801324503311258,0.41721854304635764,-0.38317757009345793,-0.08000000000083674,0.010000000000218279,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789664819.497,1789664819.497,PRIMARY,1,BUY,1,HEALTHY_TREND,0.215000000001055,1.6900000000005093,0.5150000000021464,0.3000000000010914,4.090000000001055,2.4000000000005457,18,13,65,61,0.26380368098184154,0.26040061633283396,0,1,0.0,0.056999921798706055,0.53125,0.8125,0.34375,-0.20930232558139536,0.625,0.859375,0.484375,-0.15789473684210525,0.0500000000001819,-0.03999999999996362,,,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789665128.421,1789665128.421,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789666760.28,1789666760.28,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.37999999999919964,0.8400000000001455,0.9999999999990905,0.6199999999998909,2.4850000000033106,1.645000000003165,10,14,44,38,0.23456790123422136,0.2033898305081909,2,-1,0.20300006866455078,0.0,0.8,0.76,0.56,0.02564102564102564,0.7411764705882353,0.8352941176470589,0.5764705882352941,-0.05970149253731343,0.03999999999996362,-0.07999999999992724,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789668684.972,1789668684.972,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.3000000000001819,0.13999999999941792,0.4249999999992724,0.1249999999990905,1.7199999999975262,1.5799999999990177,10,4,39,43,0.5454545454564997,0.04242424242409878,0,1,0.0,0.051999807357788086,0.6,0.8666666666666667,0.4666666666666667,-0.18181818181818182,0.8095238095238095,0.6547619047619048,0.4642857142857143,0.10569105691056911,0.020000000000436557,-0.0999999999994543,,,
historical7d:500ms:segment0,Candidate-J,WAIT,1789670449.961,1789670449.961,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.010000000000218279,0.22999999999956344,0.44499999999970896,0.45499999999901775,1.2399999999979627,1.0099999999974898,6,7,32,27,0.011111111111358134,0.10222222222219347,0,1,0.0,0.04999995231628418,0.8666666666666667,0.7333333333333333,0.6,0.08333333333333333,0.8387096774193549,0.46774193548387094,0.3064516129032258,0.2839506172839506,-0.020000000000436557,0.020000000000436557,1789670451.961,,
historical7d:500ms:segment0,Candidate-J,SKIP_DECAY_DURING_WAIT,1789670449.961,1789670450.3630002,PRIMARY,1,BUY,1,DECAY,-0.15499999999974534,0.09500000000025466,0.4399999999995998,0.5949999999984357,1.2449999999980719,1.1499999999969077,6,11,32,31,0.1497584541061868,0.039665970772617,2,-1,0.10300016403198242,0.0,0.8947368421052632,0.631578947368421,0.5263157894736842,0.1724137931034483,0.8484848484848485,0.4696969696969697,0.3181818181818182,0.28735632183908044,0.0500000000001819,0.06999999999970896,1789670451.961,HEALTHY_PULLBACK,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789671602.393,1789671602.393,PRIMARY,1,BUY,1,HEALTHY_TREND,0.625,0.6700000000000728,1.354999999998654,0.729999999998654,2.4299999999993815,1.7599999999993088,17,10,43,36,0.29976019184690983,0.1599045346062726,1,-1,0.09599995613098145,0.0,0.7,1.0,0.7,-0.17647058823529413,0.8433734939759037,0.6987951807228916,0.5421686746987951,0.09375,0.02999999999974534,-0.020000000000436557,,,
historical7d:500ms:segment0,Candidate-J,SKIP_BAD_PHASE,1789673571.864,1789673571.864,PRIMARY,1,SELL,-1,DECAY,-0.024999999999636202,0.6149999999997817,0.020000000000436557,0.04500000000007276,1.6850000000004002,1.0699999999987995,1,2,38,27,0.384615384606774,0.22323049001798706,2,-1,0.29799985885620117,0.0,0.75,0.75,0.5,0.0,0.7971014492753623,0.7536231884057971,0.5507246376811594,0.028037383177570093,0.010000000000218279,-0.02999999999974534,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789681108.4099998,1789681108.4099998,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.27000000000043656,0.7300000000004729,0.35500000000047294,0.08500000000003638,1.3549999999995634,0.6249999999990905,12,3,39,13,0.6136363636366455,0.36868686868735817,0,1,0.0,0.05099987983703613,0.7058823529411765,0.8235294117647058,0.5294117647058824,-0.07692307692307693,0.7818181818181819,0.7636363636363637,0.5454545454545454,0.011764705882352941,-0.020000000000436557,0.0999999999994543,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789684082.9740002,1789684082.9740002,SECONDARY,2,SELL,-1,HEALTHY_TREND,1.3300000000008367,2.324999999999818,1.7300000000013824,0.3999999999996362,3.455000000007203,1.1300000000037471,19,7,50,30,0.6244131455397337,0.5070883315141593,0,1,0.0,0.20200014114379883,0.8214285714285714,0.7857142857142857,0.6071428571428571,0.022222222222222223,0.8390804597701149,0.7701149425287356,0.6091954022988506,0.04285714285714286,-0.019999999999527063,-0.009999999999308784,,,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789701778.447,1789701778.447,BURST,4,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Candidate-J,SKIP_BAD_PHASE,1789702326.9910002,1789702326.9910002,PRIMARY,1,BUY,1,REVERSAL,-0.10999999999876309,-0.25,0.18500000000040018,0.29499999999916326,1.159999999998945,1.409999999998945,3,5,22,24,0.2291666666642982,0.09727626459151956,2,-1,0.10300016403198242,0.0,0.7777777777777778,1.0,0.7777777777777778,-0.125,0.8541666666666666,0.7916666666666666,0.6458333333333334,0.0379746835443038,-0.13999999999941792,-0.18000000000029104,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789705225.456,1789705225.456,PRIMARY,1,BUY,1,HEALTHY_TREND,0.08500000000003638,0.3999999999996362,0.13000000000010914,0.04500000000007276,1.214999999999236,0.8149999999995998,4,1,19,14,0.4857142857139887,0.19704433497530324,0,1,0.0,0.10000014305114746,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.8823529411764706,0.5294117647058824,0.4117647058823529,0.25,-0.1499999999996362,-0.27999999999974534,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789706581.792,1789706581.792,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.39500000000043656,0.8500000000003638,0.8549999999995634,0.4599999999991269,1.6599999999980355,0.8099999999976717,11,7,24,11,0.30038022813751325,0.3441295546566158,1,-1,0.34800004959106445,0.0,0.8947368421052632,0.7368421052631579,0.631578947368421,0.0967741935483871,0.7222222222222222,0.75,0.4722222222222222,-0.018867924528301886,-0.13000000000010914,-0.12000000000080036,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789712211.0449998,1789712211.0449998,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.09499999999934516,0.009999999999308784,0.09499999999934516,0.0,0.7799999999988358,0.7699999999995271,4,0,19,11,1.0,0.006451612902786675,0,1,0.0,inf,0.0,1.0,0.0,-1.0,0.4838709677419355,0.7419354838709677,0.22580645161290322,-0.21052631578947367,-0.18999999999959982,-0.1999999999998181,,,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789713296.6780002,1789713296.6780002,BURST,4,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Candidate-J,SKIP_BAD_PHASE,1789713750.544,1789713750.544,PRIMARY,1,BUY,1,REVERSAL,-0.09999999999854481,-0.1749999999992724,0.030000000000654836,0.12999999999919964,0.6300000000010186,0.805000000000291,2,6,15,19,0.6249999999914735,0.12195121951157678,6,-1,1.3009998798370361,0.0,0.4444444444444444,0.6666666666666666,0.1111111111111111,-0.2,0.5714285714285714,0.8,0.37142857142857144,-0.16666666666666666,-0.1000000000003638,-0.0500000000001819,,,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789720203.473,1789720203.473,BURST,4,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789721882.816,1789721882.816,PRIMARY,1,BUY,1,HEALTHY_TREND,0.02999999999974534,0.44500000000061846,0.6250000000009095,0.5950000000011642,1.2900000000008731,0.8450000000002547,5,10,12,21,0.024590163934175697,0.20843091334912572,0,1,0.0,0.14899992942810059,0.6875,0.8125,0.5,-0.08333333333333333,0.6470588235294118,0.8529411764705882,0.5,-0.13725490196078433,-0.03999999999996362,-0.009999999999308784,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789722363.9980001,1789722363.9980001,SECONDARY,2,BUY,1,HEALTHY_TREND,1.1350000000002183,2.7200000000002547,1.3000000000010914,0.16500000000087311,4.785000000000764,2.0650000000005093,13,6,48,49,0.7747440273028644,0.3970802919707663,0,1,0.0,1.0500001907348633,0.65,0.95,0.6,-0.1875,0.6122448979591837,0.9183673469387755,0.5306122448979592,-0.2,-0.009999999999308784,-0.03999999999996362,,,
historical7d:500ms:segment0,Candidate-J,WAIT,1789723626.188,1789723626.188,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.2750000000005457,0.7649999999994179,0.215000000001055,0.4900000000016007,1.7200000000011642,0.9550000000017462,6,5,29,20,0.3900709219851202,0.2859813084106862,0,1,0.0,0.3489999771118164,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.15789473684210525,0.8867924528301887,0.6792452830188679,0.5660377358490566,0.13253012048192772,-0.02999999999974534,-0.11000000000058208,1789723628.188,,
historical7d:500ms:segment0,Candidate-J,SKIP_WAIT_EXPIRED,1789723626.188,1789723628.391,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.14500000000043656,0.32999999999992724,0.04500000000007276,0.19000000000050932,1.4850000000014916,1.1550000000015643,4,3,23,22,0.6170212765960741,0.12499999999982775,0,1,0.0,0.04799985885620117,1.0,0.125,0.125,0.7777777777777778,0.8958333333333334,0.5833333333333334,0.4791666666666667,0.2112676056338028,0.0500000000001819,-0.03999999999996362,1789723628.188,HEALTHY_PULLBACK,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789728974.4169998,1789728974.4169998,BURST,4,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789730727.8140001,1789730727.8140001,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.11499999999978172,0.3349999999991269,0.1650000000017826,0.05000000000200089,1.2750000000005457,0.9400000000014188,6,4,34,25,0.5348837209198046,0.151241534988185,1,-1,0.8559999465942383,0.0,1.0,0.09090909090909091,0.09090909090909091,0.8333333333333334,0.9180327868852459,0.5737704918032787,0.4918032786885246,0.23076923076923078,0.010000000000218279,-0.09000000000014552,,,
historical7d:500ms:segment0,Candidate-J,TAKE_IMMEDIATE,1789733442.8700001,1789733442.8700001,PRIMARY,1,BUY,1,HEALTHY_TREND,1.2950000000000728,1.230000000000473,1.5999999999994543,0.30499999999938154,1.9699999999993452,0.7399999999988722,14,4,26,22,0.6797900262471728,0.45387453874586053,0,1,0.0,0.14700007438659668,0.7368421052631579,0.9473684210526315,0.6842105263157895,-0.125,0.8367346938775511,0.7959183673469388,0.6326530612244898,0.025,0.030000000000654836,-0.05999999999858119,,,
historical7d:500ms:segment0,Candidate-J,WAIT,1789735360.477,1789735360.477,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-0.11000000000058208,0.8949999999995271,0.1849999999985812,0.29500000000007276,1.7099999999991269,0.8150000000005093,6,8,28,24,0.22916666666808774,0.35445544554429054,0,1,0.0,0.2480001449584961,0.625,0.9375,0.5625,-0.2,0.8392857142857143,0.7857142857142857,0.625,0.03296703296703297,-0.03999999999996362,0.010000000000218279,1789735362.477,,
historical7d:500ms:segment0,Candidate-J,SKIP_WAIT_EXPIRED,1789735360.477,1789735362.979,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-0.03999999999996362,0.8599999999996726,0.08500000000003638,0.125,1.5649999999977808,0.7049999999990177,3,3,23,17,0.19047619047598424,0.37885462555089905,0,1,0.0,0.30099987983703613,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.09090909090909091,0.8181818181818182,0.8636363636363636,0.6818181818181818,-0.02702702702702703,-0.03999999999996362,-0.03999999999996362,1789735362.477,HEALTHY_PULLBACK,
historical7d:500ms:segment0,Candidate-J,TAKE_UNCHANGED,1789740383.483,1789740383.483,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,WAIT,1789742547.9980001,1789742547.9980001,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-0.040000000000873115,0.2600000000002183,0.029999999998835847,0.06999999999970896,0.964999999999236,0.7049999999990177,1,1,27,12,0.40000000001455194,0.1556886227547845,1,-1,1.0520002841949463,0.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.8,0.6,0.4,0.14285714285714285,-0.07999999999992724,-0.11999999999989086,1789742549.9980001,,
historical7d:500ms:segment1,Quote-entry,SKIP_WAIT_EXPIRED,1789742547.9980001,1789742550.447,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.13999999999941792,0.3599999999987631,0.14499999999952706,0.005000000000109139,0.7249999999976353,0.3649999999988722,4,1,23,11,0.9333333333317164,0.33027522935772163,0,1,0.0,1.75,1.0,0.3333333333333333,0.3333333333333333,0.5,0.8571428571428571,0.4857142857142857,0.34285714285714286,0.2765957446808511,-9.094947017729282e-13,0.0,1789742549.9980001,HEALTHY_PULLBACK,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789743897.458,1789743897.458,SECONDARY,2,BUY,1,HEALTHY_TREND,4.954999999999927,4.305000000000291,5.404999999998836,0.4499999999989086,6.6249999999972715,2.3199999999969805,21,6,53,46,0.8462852263026193,0.48127445500313665,0,1,0.0,0.04500007629394531,0.9642857142857143,0.8214285714285714,0.7857142857142857,0.08,0.94,0.71,0.65,0.1393939393939394,0.06999999999970896,-0.009999999999308784,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789743963.4339998,1789743963.4339998,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.8250000000007276,1.2400000000006912,1.0350000000016735,0.21000000000094587,3.5650000000023283,2.325000000001637,23,11,89,57,0.6626506024088288,0.2105263157894493,0,1,0.0,0.09299993515014648,0.9714285714285714,0.5714285714285714,0.5428571428571428,0.25925925925925924,0.972972972972973,0.5878378378378378,0.5608108108108109,0.24675324675324675,-0.08999999999923602,-0.07999999999901775,,,
historical7d:500ms:segment1,Quote-entry,TAKE_UNCHANGED,1789744864.375,1789744864.375,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789745230.8769999,1789745230.8769999,SECONDARY,2,SELL,-1,HEALTHY_TREND,0.944999999999709,1.8800000000001091,1.1949999999969805,0.2499999999990905,3.8149999999950523,1.9349999999967622,19,6,71,41,0.6539792387550788,0.32695652173951145,0,1,0.0,0.04699969291687012,0.75,1.0,0.75,-0.14285714285714285,0.8017241379310345,0.9224137931034483,0.7241379310344828,-0.07,-0.06999999999970896,0.08000000000083674,,,
historical7d:500ms:segment1,Quote-entry,TAKE_UNCHANGED,1789745476.022,1789745476.022,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789747212.315,1789747212.315,PRIMARY,1,BUY,1,HEALTHY_TREND,0.8349999999991269,2.319999999999709,1.180000000000291,0.34500000000116415,7.989999999998872,5.669999999999163,18,11,92,79,0.5475409836054623,0.1698389458272359,1,-1,0.14300012588500977,0.04800009727478027,0.9375,0.65625,0.59375,0.17647058823529413,0.8571428571428571,0.8685714285714285,0.7257142857142858,-0.006622516556291391,-0.10999999999967258,-0.07999999999992724,,,
historical7d:500ms:segment1,Quote-entry,TAKE_UNCHANGED,1789747384.487,1789747384.487,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789747489.987,1789747489.987,SECONDARY,2,BUY,1,HEALTHY_TREND,1.0849999999991269,1.9749999999985448,1.1599999999980355,0.0749999999989086,3.720000000001164,1.7450000000026193,20,5,73,37,0.8785425101229244,0.3613906678860343,0,1,0.0,0.24200010299682617,0.9629629629629629,0.7407407407407407,0.7037037037037037,0.13043478260869565,0.8859649122807017,0.7894736842105263,0.6754385964912281,0.05759162303664921,-0.0500000000001819,-0.06999999999970896,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789749090.464,1789749090.464,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.4399999999995998,1.2100000000000364,0.7149999999983265,0.2749999999987267,2.9449999999969805,1.7349999999960346,18,8,60,52,0.44444444444536313,0.25854700854735196,1,-1,0.0989999771118164,0.0,0.9310344827586207,0.6206896551724138,0.5517241379310345,0.2,0.8620689655172413,0.6637931034482759,0.5258620689655172,0.12994350282485875,-0.16000000000076398,-0.06000000000040018,,,
historical7d:500ms:segment1,Quote-entry,WAIT,1789750451.994,1789750451.994,PRIMARY,1,SELL,-1,HEALTHY_PULLBACK,-0.005000000000109139,0.464999999999236,0.965000000001055,0.9700000000011642,4.414999999999054,3.949999999999818,13,14,77,58,0.002583979328218814,0.05558876270164958,1,-1,0.051999807357788086,0.0,0.9285714285714286,0.8928571428571429,0.8214285714285714,0.0196078431372549,0.8832116788321168,0.7956204379562044,0.6788321167883211,0.05217391304347826,-0.0500000000001819,-0.1500000000005457,1789750453.994,,
historical7d:500ms:segment1,Quote-entry,TAKE_DELAYED,1789750451.994,1789750452.4940002,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.25499999999919964,0.25,0.7600000000020373,0.5050000000028376,4.330000000001746,4.080000000001746,13,12,77,59,0.20158102766657468,0.029726516052306324,1,-1,0.10500025749206543,0.0,0.9230769230769231,0.8846153846153846,0.8076923076923077,0.02127659574468085,0.9057971014492754,0.7898550724637681,0.6956521739130435,0.06837606837606838,-0.06999999999970896,-0.05999999999949068,1789750453.994,HEALTHY_PULLBACK,0.5000002384185791
historical7d:500ms:segment1,Quote-entry,TAKE_UNCHANGED,1789751987.461,1789751987.461,BURST,4,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,SKIP_BAD_PHASE,1789752079.999,1789752079.999,PRIMARY,1,SELL,-1,REVERSAL,-0.23000000000047294,-0.5050000000001091,0.2749999999996362,0.5050000000001091,1.8799999999973807,2.38499999999749,11,15,55,53,0.2948717948724975,0.11840562719829227,0,1,0.0,0.20099997520446777,0.7241379310344828,0.7931034482758621,0.5172413793103449,-0.045454545454545456,0.7142857142857143,0.8660714285714286,0.5803571428571429,-0.096045197740113,-0.06000000000040018,-0.06999999999970896,,,
historical7d:500ms:segment1,Quote-entry,TAKE_UNCHANGED,1789752173.904,1789752173.904,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789753818.487,1789753818.487,PRIMARY,1,BUY,1,HEALTHY_TREND,0.6700000000000728,0.6099999999996726,1.0000000000027285,0.3300000000026557,3.019999999999527,2.4099999999998545,21,12,74,60,0.503759398494256,0.11233885819516429,1,-1,0.048999786376953125,0.0,0.9117647058823529,0.7941176470588235,0.7058823529411765,0.06896551724137931,0.8540145985401459,0.8175182481751825,0.6715328467153284,0.021834061135371178,0.0,-0.14000000000032742,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789754302.941,1789754302.941,SECONDARY,2,SELL,-1,HEALTHY_TREND,0.7250000000003638,2.264999999999418,0.7899999999981446,0.06499999999778083,3.0900000000001455,0.8250000000007276,9,7,51,29,0.8479532163787354,0.5785440613024043,0,1,0.0,0.14700007438659668,0.8333333333333334,0.6666666666666666,0.5,0.1111111111111111,0.8674698795180723,0.8072289156626506,0.6746987951807228,0.03597122302158273,0.0500000000001819,0.07000000000061846,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789757067.9889998,1789757067.9889998,SECONDARY,2,BUY,1,HEALTHY_TREND,0.8950000000004366,1.5150000000003274,1.1750000000020009,0.28000000000156433,2.4000000000041837,0.8850000000038563,11,10,48,45,0.6151202749128821,0.46118721461084305,0,1,0.0,0.042999982833862305,0.9565217391304348,0.6521739130434783,0.6086956521739131,0.1891891891891892,0.8947368421052632,0.5368421052631579,0.43157894736842106,0.25,0.009999999999308784,0.0500000000001819,,,
historical7d:500ms:segment1,Quote-entry,WAIT,1789758584.742,1789758584.742,PRIMARY,1,BUY,1,HEALTHY_PULLBACK,-0.039999999999054126,0.3100000000004002,0.5850000000009459,0.625,2.014999999997599,1.7049999999971988,11,13,42,40,0.03305785123886187,0.08333333333355744,0,1,0.0,0.04900026321411133,0.68,0.92,0.6,-0.15,0.5542168674698795,0.963855421686747,0.5180722891566265,-0.2698412698412698,-0.019999999999527063,-0.1000000000003638,1789758586.742,,
historical7d:500ms:segment1,Quote-entry,TAKE_DELAYED,1789758584.742,1789758585.943,PRIMARY,1,BUY,1,HEALTHY_TREND,0.32000000000061846,0.45500000000083674,0.375,0.054999999999381544,2.0199999999986176,1.5649999999977808,8,3,43,39,0.7441860465141366,0.12691771269213217,1,-1,0.051000118255615234,0.0,0.6666666666666666,0.9166666666666666,0.5833333333333334,-0.15789473684210525,0.5662650602409639,0.963855421686747,0.5301204819277109,-0.25984251968503935,-9.094947017729282e-13,0.02999999999974534,1789758586.742,HEALTHY_PULLBACK,1.2009999752044678
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789759468.945,1789759468.945,PRIMARY,1,BUY,1,HEALTHY_TREND,0.2849999999998545,0.08999999999923602,0.6850000000013097,0.4000000000014552,1.6900000000041473,1.6000000000049113,9,11,29,34,0.26267281105910434,0.02735562309999642,2,-1,0.0989997386932373,0.0,0.4090909090909091,1.0,0.4090909090909091,-0.41935483870967744,0.4153846153846154,0.9538461538461539,0.36923076923076925,-0.39325842696629215,0.1499999999996362,-0.07999999999901775,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789761354.9889998,1789761354.9889998,PRIMARY,1,BUY,1,HEALTHY_TREND,0.27999999999974534,0.8850000000002183,0.42999999999847205,0.1499999999987267,1.7499999999990905,0.8649999999988722,4,4,29,24,0.4827586206915477,0.33843212237128406,0,1,0.0,0.05099987983703613,0.5555555555555556,0.8888888888888888,0.4444444444444444,-0.23076923076923078,0.3888888888888889,0.9444444444444444,0.3333333333333333,-0.4166666666666667,-0.13999999999941792,-0.009999999999308784,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789762637.884,1789762637.884,PRIMARY,1,BUY,1,HEALTHY_TREND,0.20499999999992724,0.8550000000004729,0.27999999999883585,0.0749999999989086,1.9149999999999636,1.0599999999994907,7,6,33,35,0.5774647887358584,0.287394957983405,0,1,0.0,0.10400009155273438,0.21428571428571427,0.9285714285714286,0.14285714285714285,-0.625,0.5072463768115942,0.8115942028985508,0.3188405797101449,-0.23076923076923078,0.010000000000218279,0.010000000000218279,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789763657.457,1789763657.457,SECONDARY,2,BUY,1,HEALTHY_TREND,2.1999999999989086,2.6849999999994907,3.0549999999993815,0.8550000000004729,3.970000000001164,1.2850000000016735,15,7,34,23,0.5626598465470564,0.5109419600376862,1,-1,0.04900002479553223,0.0,0.9130434782608695,0.9565217391304348,0.8695652173913043,-0.023255813953488372,0.8793103448275862,0.8620689655172413,0.7413793103448276,0.009900990099009901,0.05999999999949068,0.0500000000001819,,,
historical7d:500ms:segment1,Quote-entry,TAKE_IMMEDIATE,1789767860.959,1789767860.959,PRIMARY,1,SELL,-1,HEALTHY_TREND,0.10999999999967258,0.5749999999998181,0.20999999999912689,0.0999999999994543,1.0599999999994907,0.4849999999996726,8,5,34,19,0.3548387096779872,0.37216828478972785,0,1,0.0,0.04800009727478027,0.7142857142857143,0.7857142857142857,0.5,-0.047619047619047616,0.75,0.7142857142857143,0.4642857142857143,0.024390243902439025,-0.07999999999992724,-0.049999999999272404,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789742547.9980001,1789742547.9980001,PRIMARY,1,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789743897.458,1789743897.458,SECONDARY,2,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789743963.4339998,1789743963.4339998,PRIMARY,1,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789744864.375,1789744864.375,MICRO,3,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789745230.8769999,1789745230.8769999,SECONDARY,2,SELL,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789745476.022,1789745476.022,MICRO,3,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical7d:500ms:segment1,Quote-exit,TAKE_UNCHANGED,1789747212.315,1789747212.315,PRIMARY,1,BUY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
