trade_id,interval,segment_id,split,engine,side,side_sign,entry_ts,exit_ts,hold_sec,entry_oz,pnl_inr,mfe_usd,mae_usd,exit_reason,window,range60_rel,spread_rel,activity_rel,er60,spread_to_range,dir_m10_rel,dir_m30_rel,dir_m60_rel,dir_m300_rel,dir_eff60,flow_align10,flow_align60,accel_10_60,accel_30_300,short_long_balance,pullback60,pullback300,market_heat,execution_heat,session_age_sec
500ms-evaluation-11,500ms,1,evaluation,PRIMARY,SELL,-1,1790270166.463,1790270275.4329998,108.96999979019165,0.03074494442603109,-13.387718644093372,0.2600000000002183,-4.550000000000182,emergency_stop,recent24h,2.6780303030298604,0.7058823529411765,1.2935779816513762,0.12903650981945977,0.03394625176800447,4.277777777775588,5.469613259668103,4.763990267639653,2.6748681898066438,0.12903650981945977,0.007194244604316547,0.02781456953642384,-0.48621248986406496,2.794745069861459,1.154266289998697,0.031117397453939776,0.030344827586120383,3.46424103419459,0.9131138694009715,5193.40700006485
500ms-evaluation-12,500ms,1,evaluation,SECONDARY,BUY,1,1790270870.484,1790271029.387,158.90300011634827,0.029695773197492736,-11.538308295863642,0.819999999999709,-4.0600000000004,emergency_stop,recent24h,1.7902869757169075,0.8750000000028422,1.3055555555555556,0.11378627968348162,0.06905055487070223,4.417475728159626,4.439862542956199,3.8873239436625635,3.0615114235501464,0.11378627968348162,0.08571428571428572,0.0,0.5301517844970629,1.3783511194060525,0.9542514519515577,0.0,0.0,2.3373191071859627,1.1423611111148217,5897.427999973297
500ms-evaluation-13,500ms,1,evaluation,BURST,SELL,-1,1790271044.474,1790271067.4550002,22.981000185012817,0.028791536903628994,-2.2318825405639844,0.0,-0.8500000000003638,momentum_zero_cross,recent24h,2.0356435643564983,0.9032258064496255,1.238532110091743,0.1509683827177947,0.05447470817116285,1.3619047619071625,5.058419243986907,5.1380281690145635,0.24604569420058522,0.1509683827177947,0.25925925925925924,0.0943952802359882,-3.7761234071074012,4.812373549786321,0.5181250713394602,0.0019455252918714808,0.05823863636362352,2.5212099191571307,1.1186741639513709,6071.417999982834
500ms-evaluation-14,500ms,1,evaluation,MICRO,SELL,-1,1790271091.9740002,1790271137.436,45.46199989318848,0.02861662831693936,-1.53365599791492,0.18000000000029104,-1.5100000000002183,stagnation,recent24h,0.944554455445407,0.9032258064496255,0.8401826484018264,0.08613953488369323,0.11740041928713899,2.50476190476678,1.4314381270912329,2.6084507042264606,1.2688927943761894,0.08613953488369323,0.15217391304347827,0.10894308943089431,-0.10368879945968068,0.16254533271504346,0.029428266627681277,0.03773584905629439,0.011612903225709237,0.793598263935867,0.7588746501677218,6118.918000221252
500ms-evaluation-15,500ms,1,evaluation,PRIMARY,SELL,-1,1790271201.909,1790271268.992,67.08300018310547,0.028496438478008323,-11.535924890585317,0.3999999999996362,-4.230000000000473,emergency_stop,recent24h,2.067326732673666,0.9354838709677893,0.8738738738738738,0.13615520282200183,0.05555555555554587,2.272300469482317,4.756013745706006,3.860000000000582,7.933216168716874,0.13615520282200183,0.010526315789473684,0.03761755485893417,-1.587699530518265,-3.1772024230108684,-2.382450976764567,0.05076628352479023,0.022438611346268362,1.806582820444555,0.8174949142691491,6228.852999925613
500ms-evaluation-16,500ms,1,evaluation,PRIMARY,SELL,-1,1790271720.309,1790272098.464,378.15499997138977,0.02759238896729341,-10.80025673388444,0.2599999999993088,-4.0900000000001455,emergency_stop,recent24h,0.42575285565904075,0.9180327868878857,0.719626168224299,0.04565756823824669,0.2731707317080529,1.284313725489147,0.47706422018382305,0.9892473118277256,4.699472759226574,0.04565756823824669,0.08108108108108109,0.05065666041275797,0.2950664136614214,-4.2224085390427515,-1.9636710626906648,0.0,0.0,0.3063828961284686,0.6606404167324037,6747.253000020981
500ms-evaluation-17,500ms,1,evaluation,PRIMARY,SELL,-1,1790272615.978,1790273516.407,900.4290001392365,0.026745992435721653,12.747045260560943,6.699999999999818,-0.25,max_hold,recent24h,0.9053318824810549,0.7666666666647466,0.7523809523809524,0.06071658442392208,0.11057692307671706,1.2941176470565576,1.8899676375415237,1.3476190476187795,2.5049309664688164,0.06071658442392208,0.06329113924050633,0.05565529622980251,-0.05350140056222186,-0.6149633289272927,-0.33423236474475715,0.012019230769056286,0.0038491147035622205,0.6811544639619366,0.5768253968239522,7642.921999931335
500ms-evaluation-18,500ms,1,evaluation,PRIMARY,BUY,1,1790275454.6790001,1790275583.9459999,129.2669997215271,0.027744955253195952,-3.9563232183833783,1.230000000000473,-1.4899999999997817,momentum_zero_cross,recent24h,0.9092920353982711,0.9206349206346457,0.8585858585858586,0.05642540620374157,0.14111922141115452,2.0543478260901695,1.712538226300133,0.8395604395598386,1.2865731462928904,0.05642540620374157,0.19047619047619047,0.09702970297029703,1.214787386530331,0.42596508000724254,0.8203762332687865,0.043795620438020814,0.024691358024728324,0.7807052829177075,0.7904441237772211,10481.623000144958
1s-seed-0,1s,0,seed,PRIMARY,BUY,1,1790192053.982,1790192132.808,78.82599997520447,0.039184093139022026,-6.187500000002047,0.0,-1.6500000000005457,momentum_zero_cross,recent24h,1.5737051792830214,1.0800000000017462,1.2641509433962264,0.1915343915345441,0.13670886075968952,2.5517241379225992,1.598214285716519,3.6565656565654336,,0.1915343915345441,0.0,0.01466275659824047,-1.1048415186428344,,,0.010126582278700188,0.0053619302950225255,1.9894008870181592,1.365283018870132,2127.5230000019073
1s-seed-1,1s,0,seed,PRIMARY,SELL,-1,1790193767.9910002,1790193786.978,18.98699975013733,0.03869918998642647,-15.03659062500142,0.0,-4.0600000000004,emergency_stop,recent24h,5.689349112425723,0.6037735849077973,2.1621621621621623,0.1357837181044575,0.0166406656267049,10.54263565892133,4.264840182645815,12.331034482751882,5.334365325077985,0.1357837181044575,0.2229299363057325,-0.04805491990846682,-1.7883988238305513,-1.0695251424321697,-1.42896198313136,0.002080083203373584,0.001961745953941847,12.30129537821778,1.305456399800643,3841.53200006485
1s-seed-2,1s,0,seed,PRIMARY,SELL,-1,1790194365.9689999,1790194850.809,484.8400001525879,0.03752079965133967,-14.363277281249898,0.9600000000000364,-4.0,emergency_stop,recent24h,2.0599250936333706,0.8214285714277594,1.0461538461538462,0.15506264119933305,0.055757575757469924,4.5165562913898825,1.9910313901343317,5.153583617746432,1.9840425531901822,0.15506264119933305,0.26,0.08417508417508418,-0.6370273263565496,0.006988836944149535,-0.31501924470620013,0.024242424242512436,0.013157894736889343,2.1549985594933725,0.8593406593398099,4439.509999752045
1s-seed-3,1s,0,seed,BURST,SELL,-1,1790195523.912,1790195573.826,49.914000034332275,0.03639517566179948,-1.1494212644317696,0.3000000000001819,-0.8899999999994179,momentum_zero_cross,recent24h,2.1348600508902478,0.7931034482744562,1.0175438596491229,0.22775800711746305,0.0548271752084695,5.524475524475418,3.760368663597429,4.052770448548032,2.7205128205132234,0.22775800711746305,0.4482758620689655,0.21904761904761905,1.4717050759273853,1.0398558430842058,1.255780459505795,0.0035756853397676297,0.002527379949507398,2.1723137359935856,0.8070175438582187,5597.452999830246
1s-seed-4,1s,0,seed,PRIMARY,SELL,-1,1790196024.809,1790196053.956,29.147000074386597,0.03630509760203654,-14.175854251376782,0.5800000000008367,-4.079999999999927,emergency_stop,recent24h,1.325301204819588,0.6551724137918057,1.1506849315068493,0.15287769784185606,0.07676767676750379,2.014705882353256,0.13574660633610044,2.60869565217634,1.8617021276585657,0.15287769784185606,0.04878048780487805,0.04310344827586207,-0.593989769823084,-1.7259555213224653,-1.1599726455727746,0.06666666666664217,0.030669144981405255,1.5250041260937723,0.753897024089201,6098.349999904633
1s-seed-5,1s,0,seed,SECONDARY,BUY,1,1790196065.932,1790196279.938,214.00600004196167,0.03519416161541424,28.59563743009947,8.489999999999782,-0.5299999999997453,take_profit,recent24h,3.1512717536817854,0.31034482758674764,2.1517241379310343,0.1316150260487634,0.015293118096880574,4.7299270072961885,8.82352941176093,4.9104859335055595,1.4840425531901822,0.1316150260487634,-0.07792207792207792,-0.04590163934426229,-0.18055892620937097,7.339486858570748,3.579463966180688,0.0,0.06140350877196036,6.780667497577358,0.66777645660045,6139.4729998111725
1s-seed-6,1s,0,seed,PRIMARY,BUY,1,1790196504.922,1790197405.895,900.9730000495911,0.03743514985627569,6.735330215513721,4.789999999999964,-1.2200000000002547,max_hold,recent24h,1.363522012578198,0.6896551724132524,1.013157894736842,0.09570586584321746,0.07380073800731196,-0.8266666666657289,-0.9578544061307221,1.5823665893272656,1.9295039164485126,0.09570586584321746,-0.08333333333333333,0.06641366223908918,-2.4090332559929943,-2.8873583225792347,-2.6481957892861145,0.35977859778610727,0.17615176151768552,1.3814630916910688,0.6987295825765846,6578.462999820709
1s-seed-7,1s,0,seed,PRIMARY,SELL,-1,1790203082.952,1790203297.859,214.90700006484985,0.03796298546924921,-12.28000451906742,0.02999999999974534,-3.5799999999999272,momentum_zero_cross,recent24h,1.7001763668434544,1.0,1.0566037735849056,0.24457142857128805,0.10373443983403116,6.042553191474704,4.358695652180091,2.8724832214773706,2.1617161716183526,0.24457142857128805,0.4909090909090909,0.19063545150501673,3.170069969997334,2.1969794805617386,2.683524725279536,0.0,0.0,1.7964127649666688,1.0566037735849056,13156.492999792099
1s-seed-8,1s,0,seed,PRIMARY,BUY,1,1790227939.976,1790228840.6009998,900.6249997615814,0.03700062378760371,14.872357070690596,6.9099999999998545,-0.4499999999998181,max_hold,recent24h,0.933709449930068,0.6304347826085667,1.0,0.08134462406981302,0.17522658610262773,3.2909090909158256,3.453416149067888,2.3745318352105804,1.6208930075824137,0.08134462406981302,-0.04,0.0440251572327044,0.9163772557052452,1.8325231414854743,1.37445019859536,0.0,0.0,0.933709449930068,0.6304347826085667,3896.8250000476837
1s-seed-9,1s,0,seed,SECONDARY,SELL,-1,1790230026.655,1790230697.855,671.2000000476837,0.03816614343691318,-15.085155713111428,0.0,-4.130000000000109,emergency_stop,recent24h,1.7554945054946873,0.5434782608695222,1.302325581395349,0.17869746551160637,0.07824726134583775,2.791366906473069,4.010928961752859,3.2103746397682076,2.9532538955085204,0.17869746551160637,0.10714285714285714,0.11764705882352941,-0.4190077332951385,1.057675066244339,0.31933366647460026,0.0031298904539018286,0.0011607661056549595,2.286225402504709,0.7077856420626336,5983.503999948502
