scenario,net_pnl_inr,capture_pct,profit_factor,trades,max_drawdown_inr,best_trade_inr,worst_trade_inr
base,936.6915392039614,12.518262892630386,2.1408064151211796,120,170.8934380786252,187.42278868316083,-39.078561562788686
sampling_1s,225.59607319336334,3.0149423087344416,1.3346340605532716,128,130.38843317269982,83.7248861312203,-43.070493529265015
spread_plus_10pct,526.0940844798675,7.030899479858172,1.6293940788159174,114,180.7981452256313,127.03119116735549,-36.591482673649956
spread_plus_25pct,122.55189730860455,1.6378250515676978,1.3222665191343095,96,80.33983985858015,73.89055671309063,-20.768246326224183
slippage_0_02_usd_each_side,893.1552846335156,11.936429645223793,2.0840170787741843,120,168.28450078690003,181.6071023175567,-38.38642702197834
slippage_0_05_usd_each_side,828.268837469514,11.069265194845562,2.0007506390626673,120,161.88186499571998,172.95307280928745,-35.13624037086706
slippage_0_10_usd_each_side,745.8844164633939,9.968251897246864,1.8802672691327136,120,157.53409357287796,163.32081136489847,-34.03299123172781
