label,interval,episodes,retention,onset_mean_excursion_edge_r,selected_mean_excursion_edge_r,onset_counterfactual_pnl_inr,policy_counterfactual_pnl_inr,pnl_delta_audit_inr
historical_walkforward,1s,662,0.6888217522658611,0.48501888217522965,0.5092763157894787,-75.79687499994589,-297.9656249999582,-222.16875000001238
historical_walkforward,500ms,1129,0.6846767050487157,0.5253852967227837,0.6146636481242135,274.293750000071,638.7843750000557,364.49062499998377
recent_after_first80,1s,381,0.958005249343832,-0.20029527559055416,-0.19373287671233214,-1928.4750000000452,-1824.6750000000407,103.8000000000045
recent_after_first80,500ms,715,0.9664335664335665,-0.25396853146852716,-0.24898335745296263,-4188.374999999985,-4039.9874999999656,148.38750000001937
