label,interval,entry_ts,engines,legacy_engine,legacy_excursion_edge_r,legacy_pnl_inr,policy_engine,policy_predicted_excursion_edge_r,policy_actual_excursion_edge_r,policy_pnl_inr
historical_walkforward,500ms,1789745096.4529998,PRIMARY|MICRO,PRIMARY,-0.31750000000010914,-15.71250000000191,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789745099.409,PRIMARY|MICRO,PRIMARY,-0.2949999999998454,-15.0,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789745101.967,PRIMARY|MICRO,PRIMARY,-0.3524999999999636,-15.975000000000819,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789745103.968,PRIMARY|MICRO,PRIMARY,-0.1775000000000091,-15.525000000001228,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789745119.9390001,PRIMARY|MICRO,PRIMARY,-0.23249999999984539,-15.9375,PRIMARY,0.1271935280901563,-0.23249999999984539,-15.9375
historical_walkforward,500ms,1789745230.8769999,SECONDARY|BURST,SECONDARY,-0.8050000000000637,-15.862500000001772,SECONDARY,0.43915703666746425,-0.8050000000000637,-15.862500000001772
historical_walkforward,500ms,1789745233.988,PRIMARY|BURST,PRIMARY,-0.8950000000002092,-16.537500000002865,BURST,0.5304299142895026,-0.37000000000011823,-4.6125000000017735
historical_walkforward,500ms,1789753891.457,PRIMARY|MICRO,PRIMARY,-0.9374999999997726,-15.63749999999686,MICRO,0.36041289250175496,-0.37249999999971806,-4.162499999998772
historical_walkforward,500ms,1789753919.428,PRIMARY|MICRO,PRIMARY,-0.8725000000001728,-15.149999999999864,MICRO,0.13663787554851015,-0.20750000000020918,1.8374999999991812
historical_walkforward,500ms,1789753922.934,PRIMARY|MICRO,PRIMARY,-1.0299999999999727,-17.77499999999918,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789753924.487,PRIMARY|MICRO,PRIMARY,-0.977500000000191,-15.9375,MICRO,0.11660654197412668,-0.3125000000002274,0.8249999999975444
historical_walkforward,500ms,1789759757.9750001,PRIMARY|MICRO,PRIMARY,2.2499999999997726,11.92499999999768,MICRO,0.13756646955409013,2.2499999999997726,24.43124999999867
historical_walkforward,500ms,1789759758.973,PRIMARY|MICRO,PRIMARY,2.1549999999999727,10.987500000001091,MICRO,0.22475290634269013,2.1549999999999727,23.71875000000017
historical_walkforward,500ms,1789759760.971,PRIMARY|MICRO,PRIMARY,2.1725000000001273,11.212499999999181,MICRO,0.448513564085328,2.1725000000001273,23.75625000000099
historical_walkforward,500ms,1789759765.977,PRIMARY|MICRO,PRIMARY,1.677500000000009,7.424999999998362,MICRO,0.3030212543355198,1.677500000000009,20.971874999999898
historical_walkforward,500ms,1789759767.477,PRIMARY|MICRO,PRIMARY,1.7075000000002092,7.687500000000682,MICRO,0.2651111615178422,1.7075000000002092,20.915625000000375
historical_walkforward,500ms,1789759768.276,PRIMARY|MICRO,PRIMARY,1.3925000000001546,5.5500000000017735,MICRO,0.35972203319246726,1.3925000000001546,21.45000000000181
historical_walkforward,500ms,1789759769.429,PRIMARY|MICRO,PRIMARY,1.1225000000001728,4.537500000000136,MICRO,0.5610802226889181,1.1225000000001728,19.84687500000092
historical_walkforward,500ms,1789759772.486,PRIMARY|MICRO,PRIMARY,0.8875000000000455,3.8250000000016375,MICRO,0.4169370591815752,0.8875000000000455,19.743750000000375
historical_walkforward,500ms,1789759774.386,PRIMARY|MICRO,PRIMARY,0.8774999999998272,3.0749999999989086,MICRO,0.26372353995754333,0.8774999999998272,19.668749999998738
historical_walkforward,500ms,1789759775.937,PRIMARY|MICRO,PRIMARY,0.7875000000001364,1.5374999999994543,MICRO,0.47543146323346364,-0.20249999999987267,-3.487499999997681
historical_walkforward,500ms,1789759777.688,PRIMARY|MICRO,PRIMARY,0.6825000000001182,1.6874999999993177,MICRO,0.8146474776869647,-0.30749999999989086,-5.325000000000273
historical_walkforward,500ms,1789760014.465,PRIMARY|SECONDARY,PRIMARY,-0.7075000000002092,-15.375000000001364,SECONDARY,1.205284318032588,-0.7075000000002092,-15.375000000001364
historical_walkforward,500ms,1789760015.4620001,PRIMARY|MICRO,PRIMARY,-0.727500000000191,-15.525000000001228,MICRO,0.17150717990263825,-0.727500000000191,-15.525000000001228
historical_walkforward,500ms,1789760021.4659998,PRIMARY|MICRO,PRIMARY,-0.7349999999999,-15.074999999998225,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1789993946.9889998,PRIMARY|SECONDARY,PRIMARY,-0.9350000000001728,-15.262500000002317,PRIMARY,0.6340174350374965,-0.9350000000001728,-15.262500000002317
historical_walkforward,500ms,1790006332.463,MICRO|PRIMARY,PRIMARY,-1.1000000000001364,-16.500000000002046,PRIMARY,0.8026366564165424,-1.1000000000001364,-16.500000000002046
historical_walkforward,500ms,1790006334.47,MICRO|PRIMARY,PRIMARY,-1.0599999999999454,-15.899999999999181,PRIMARY,0.7676956978551361,-1.0599999999999454,-15.899999999999181
historical_walkforward,500ms,1790006336.328,MICRO|PRIMARY,PRIMARY,-1.0599999999999454,-15.899999999999181,PRIMARY,0.9827091372303158,-1.0599999999999454,-15.899999999999181
historical_walkforward,500ms,1790010203.423,MICRO|PRIMARY,PRIMARY,2.112499999999727,-15.112500000002456,HOLD,0.0,0.0,0.0
historical_walkforward,500ms,1790010346.9689999,MICRO|PRIMARY,PRIMARY,-1.0950000000000273,-16.42500000000041,PRIMARY,0.4817703834298512,-1.0950000000000273,-16.42500000000041
historical_walkforward,500ms,1790081889.859,MICRO|BURST,MICRO,1.487500000000182,19.57500000000266,MICRO,0.2930261719228643,1.487500000000182,19.57500000000266
recent_after_first80,1s,1790193767.9910002,PRIMARY|SECONDARY|MICRO,PRIMARY,-1.0150000000001,-15.2250000000015,MICRO,0.77484624978425,-1.0150000000001,-15.2250000000015
recent_after_first80,1s,1790193771.8990002,PRIMARY|MICRO,PRIMARY,-1.0774999999998727,-16.16249999999809,MICRO,0.6074605818836774,-1.0774999999998727,-16.16249999999809
recent_after_first80,1s,1790194373.968,PRIMARY|MICRO,PRIMARY,-0.8550000000002456,-15.562500000002046,PRIMARY,0.656343008379518,-0.8550000000002456,-15.562500000002046
recent_after_first80,1s,1790196167.9390001,PRIMARY|SECONDARY|MICRO,PRIMARY,0.9299999999998363,17.32499999999959,SECONDARY,0.5067975361668866,1.6424999999999272,30.14999999999986
recent_after_first80,1s,1790196169.99,PRIMARY|MICRO,PRIMARY,0.9600000000000364,18.225000000002183,MICRO,0.7017196520986692,0.8300000000001546,9.750000000001364
recent_after_first80,1s,1790196172.993,PRIMARY|MICRO,PRIMARY,1.0599999999999454,19.575000000000955,PRIMARY,0.4712331650207934,1.0599999999999454,19.575000000000955
recent_after_first80,1s,1790196184.9539998,PRIMARY|SECONDARY,PRIMARY,0.5824999999997544,16.537499999999454,PRIMARY,0.4712331650207934,0.5824999999997544,16.537499999999454
recent_after_first80,1s,1790272621.992,PRIMARY|SECONDARY,PRIMARY,1.4174999999997908,15.562499999998636,SECONDARY,0.7193378073634666,1.9299999999998363,30.074999999998226
recent_after_first80,500ms,1790193767.4940002,PRIMARY|SECONDARY|MICRO,PRIMARY,-1.0375000000001364,-15.825000000000953,SECONDARY,0.8500336313037965,-1.0375000000001364,-15.825000000000953
recent_after_first80,500ms,1790193768.948,PRIMARY|MICRO,PRIMARY,-1.0700000000001637,-16.050000000002456,MICRO,0.7181204055100291,-1.0700000000001637,-16.050000000002456
recent_after_first80,500ms,1790193770.4950001,PRIMARY|MICRO,PRIMARY,-1.0325000000000273,-15.487500000000411,MICRO,0.8174446670501716,-1.0325000000000273,-15.487500000000411
recent_after_first80,500ms,1790193771.8990002,PRIMARY|MICRO,PRIMARY,-1.0650000000000546,-15.975000000000819,MICRO,0.6074605818836774,-1.0650000000000546,-15.975000000000819
recent_after_first80,500ms,1790194373.968,PRIMARY|MICRO,PRIMARY,-0.8225000000002183,-15.075000000001635,PRIMARY,0.656343008379518,-0.8225000000002183,-15.075000000001635
recent_after_first80,500ms,1790196167.427,PRIMARY|MICRO,PRIMARY,1.0550000000000637,18.07499999999891,PRIMARY,0.4712331650207934,1.0550000000000637,18.07499999999891
recent_after_first80,500ms,1790196169.99,PRIMARY|MICRO,PRIMARY,0.9550000000001546,18.30000000000041,MICRO,0.6397974044844416,0.8250000000002728,9.750000000001364
recent_after_first80,500ms,1790196171.485,PRIMARY|MICRO,PRIMARY,1.0800000000001546,19.46250000000191,PRIMARY,0.4712331650207934,1.0800000000001546,19.46250000000191
recent_after_first80,500ms,1790196172.993,PRIMARY|MICRO,PRIMARY,1.0550000000000637,19.6875,PRIMARY,0.4712331650207934,1.0550000000000637,19.6875
